address,buurt,bouwjaar,grondoppervlakte,oppervlakte,woz_2014,woz_2015,woz_2016,woz_2017,woz_2018,woz_2019,woz_2020,woz_2021,woz_2022,woz_2023
Specerijenvallei 00021,Hoge Weide,2016,121,130,,115000.0,246000.0,358000.0,406000.0,441000.0,502000.0,569000.0,763000.0,722000.0
Steranijsweg 00021,Hoge Weide,2016,70,49,8000.0,63000.0,105000.0,196000.0,224000.0,248000.0,262000.0,301000.0,,342000.0
Valeriaanweg 00021,Hoge Weide,2015,127,130,136000.0,218000.0,248000.0,264000.0,408000.0,472000.0,492000.0,566000.0,677000.0,653000.0
Geelwortelweg 00022,Hoge Weide,2016,103,109,,60000.0,,260000.0,315000.0,356000.0,382000.0,456000.0,554000.0,525000.0
Karamelweg 00022,Hoge Weide,2016,112,120,,60000.0,271000.0,320000.0,382000.0,455000.0,482000.0,553000.0,693000.0,648000.0
Kardemomweg 00022,Hoge Weide,2016,124,154,171000.0,249000.0,248000.0,274000.0,396000.0,495000.0,527000.0,608000.0,754000.0,750000.0
Kerrieweg 00022,Hoge Weide,2016,123,160,171000.0,249000.0,233000.0,257000.0,400000.0,466000.0,485000.0,558000.0,731000.0,689000.0
Ketjapweg 00022,Hoge Weide,2015,117,122,214000.0,216000.0,255000.0,286000.0,369000.0,415000.0,452000.0,514000.0,645000.0,633000.0
Komijnweg 00022,Hoge Weide,2017,244,154,,60000.0,60000.0,538000.0,693000.0,787000.0,752000.0,877000.0,1021000.0,1045000.0
Kruidnagelweg 00022,Hoge Weide,2022,72,97,,,,,,,262000.0,353000.0,489000.0,511000.0
Laurierweg 00022,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00022,Hoge Weide,2016,116,138,,82000.0,234000.0,370000.0,421000.0,458000.0,477000.0,549000.0,690000.0,647000.0
Nootmuskaatweg 00022,Hoge Weide,2016,0,37,,,20000.0,21000.0,136000.0,159000.0,170000.0,203000.0,175000.0,189000.0
Palmsuikerweg 00022,Hoge Weide,2015,155,132,134000.0,209000.0,248000.0,257000.0,400000.0,437000.0,465000.0,532000.0,618000.0,689000.0
Rietsuikerweg 00022,Hoge Weide,2017,0,90,,,75000.0,247000.0,247000.0,297000.0,341000.0,387000.0,417000.0,429000.0
Specerijenpad 00022,Hoge Weide,2018,139,158,,,,325000.0,398000.0,508000.0,557000.0,596000.0,765000.0,716000.0
Beeldhouwersdijk 00023,Grauwaart,2011,0,66,148000.0,147000.0,152000.0,143000.0,182000.0,201000.0,237000.0,279000.0,344000.0,328000.0
Kamilleweg 00023,Hoge Weide,2013,116,119,221000.0,221000.0,250000.0,282000.0,365000.0,412000.0,447000.0,510000.0,654000.0,622000.0
Karamelweg 00023,Hoge Weide,2018,0,145,,,,187000.0,353000.0,465000.0,498000.0,573000.0,718000.0,715000.0
Kardemomweg 00023,Hoge Weide,2015,199,150,60000.0,236000.0,281000.0,343000.0,363000.0,507000.0,549000.0,615000.0,731000.0,693000.0
Kattenkruidweg 00023,Hoge Weide,2021,108,125,,,,,,,220000.0,439000.0,632000.0,591000.0
Kerrieweg 00023,Hoge Weide,2015,160,138,252000.0,254000.0,280000.0,316000.0,431000.0,484000.0,521000.0,593000.0,774000.0,733000.0
Komijnweg 00023,Hoge Weide,2015,145,131,,201000.0,239000.0,366000.0,347000.0,406000.0,468000.0,524000.0,646000.0,586000.0
Kruidnagelweg 00023,Hoge Weide,2019,107,108,,,,,,283000.0,406000.0,471000.0,608000.0,544000.0
Laurierweg 00023,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00023,Hoge Weide,2016,113,110,,60000.0,,265000.0,324000.0,366000.0,392000.0,466000.0,565000.0,536000.0
Palmsuikerweg 00023,Hoge Weide,2018,113,130,,,140000.0,265000.0,380000.0,425000.0,468000.0,537000.0,688000.0,593000.0
Rietsuikerweg 00023,Hoge Weide,2018,124,133,,,135000.0,254000.0,370000.0,440000.0,483000.0,553000.0,708000.0,603000.0
Saffraanweg 00023,Hoge Weide,2015,152,130,60000.0,245000.0,278000.0,298000.0,407000.0,446000.0,498000.0,569000.0,720000.0,675000.0
Specerijenvallei 00023,Hoge Weide,2016,122,144,,115000.0,232000.0,355000.0,402000.0,437000.0,481000.0,567000.0,726000.0,710000.0
Valeriaanweg 00023,Hoge Weide,2015,129,130,138000.0,220000.0,250000.0,266000.0,409000.0,473000.0,493000.0,567000.0,679000.0,655000.0
Kattenkruidweg 0023A,Hoge Weide,2021,102,132,,,,,,,220000.0,449000.0,638000.0,601000.0
Geelwortelweg 00024,Hoge Weide,2016,103,109,,60000.0,,260000.0,315000.0,356000.0,382000.0,456000.0,554000.0,525000.0
Karamelweg 00024,Hoge Weide,2015,150,150,60000.0,216000.0,251000.0,328000.0,348000.0,478000.0,524000.0,588000.0,691000.0,658000.0
Kardemomweg 00024,Hoge Weide,2014,128,138,230000.0,232000.0,269000.0,308000.0,412000.0,466000.0,497000.0,569000.0,684000.0,693000.0
Kerrieweg 00024,Hoge Weide,2013,106,119,214000.0,214000.0,243000.0,275000.0,358000.0,405000.0,440000.0,503000.0,644000.0,612000.0
Ketjapweg 00024,Hoge Weide,2015,111,136,230000.0,231000.0,267000.0,305000.0,400000.0,454000.0,484000.0,556000.0,667000.0,676000.0
Komijnweg 00024,Hoge Weide,2017,244,154,,60000.0,60000.0,538000.0,605000.0,605000.0,628000.0,718000.0,910000.0,857000.0
Kruidnagelweg 00024,Hoge Weide,2022,72,97,,,,,,,262000.0,353000.0,489000.0,511000.0
Laurierweg 00024,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00024,Hoge Weide,2016,116,128,,82000.0,230000.0,351000.0,416000.0,440000.0,456000.0,523000.0,672000.0,627000.0
Nootmuskaatweg 00024,Hoge Weide,2016,0,36,,,20000.0,21000.0,136000.0,157000.0,165000.0,201000.0,175000.0,189000.0
Palmsuikerweg 00024,Hoge Weide,2015,155,118,134000.0,199000.0,234000.0,243000.0,373000.0,406000.0,439000.0,500000.0,651000.0,639000.0
Rietsuikerweg 00024,Hoge Weide,2017,0,90,,,75000.0,247000.0,247000.0,297000.0,341000.0,387000.0,417000.0,429000.0
Specerijenpad 00024,Hoge Weide,2018,123,162,,,,307000.0,345000.0,491000.0,539000.0,612000.0,792000.0,788000.0
Beeldhouwersdijk 00025,Grauwaart,2011,0,66,148000.0,147000.0,152000.0,143000.0,182000.0,201000.0,237000.0,279000.0,344000.0,328000.0
Kamilleweg 00025,Hoge Weide,2013,116,119,221000.0,221000.0,250000.0,282000.0,365000.0,412000.0,447000.0,510000.0,654000.0,622000.0
Karamelweg 00025,Hoge Weide,2018,0,135,,,,207000.0,382000.0,434000.0,479000.0,550000.0,701000.0,684000.0
Kardemomweg 00025,Hoge Weide,2015,159,131,60000.0,209000.0,250000.0,333000.0,357000.0,416000.0,480000.0,537000.0,661000.0,601000.0
Kattenkruidweg 00025,Hoge Weide,2021,102,125,,,,,,,220000.0,434000.0,626000.0,585000.0
Kerrieweg 00025,Hoge Weide,2015,120,100,191000.0,191000.0,231000.0,258000.0,328000.0,367000.0,409000.0,461000.0,609000.0,597000.0
Komijnweg 00025,Hoge Weide,2015,140,134,,201000.0,239000.0,368000.0,349000.0,409000.0,471000.0,528000.0,645000.0,589000.0
Kruidnagelweg 00025,Hoge Weide,2019,108,108,,,,,,300000.0,420000.0,489000.0,609000.0,545000.0
Laurierweg 00025,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,375000.0,364000.0
Marjoleinweg 00025,Hoge Weide,2016,111,109,,60000.0,,263000.0,321000.0,362000.0,388000.0,462000.0,562000.0,533000.0
Palmsuikerweg 00025,Hoge Weide,2018,114,126,,,139000.0,255000.0,372000.0,416000.0,461000.0,527000.0,665000.0,588000.0
Rietsuikerweg 00025,Hoge Weide,2018,124,145,,,134000.0,255000.0,366000.0,439000.0,505000.0,581000.0,745000.0,633000.0
Saffraanweg 00025,Hoge Weide,2015,200,131,60000.0,285000.0,296000.0,316000.0,426000.0,452000.0,523000.0,592000.0,753000.0,746000.0
Specerijenvallei 00025,Hoge Weide,2016,134,140,,128000.0,251000.0,385000.0,437000.0,475000.0,494000.0,567000.0,731000.0,710000.0
Valeriaanweg 00025,Hoge Weide,2015,129,129,135000.0,207000.0,235000.0,250000.0,383000.0,442000.0,466000.0,534000.0,657000.0,623000.0
Kattenkruidweg 0025A,Hoge Weide,2021,102,125,,,,,,,220000.0,434000.0,626000.0,585000.0
Geelwortelweg 00026,Hoge Weide,2016,103,118,,60000.0,,275000.0,332000.0,378000.0,435000.0,479000.0,568000.0,538000.0
Kamilleweg 00026,Hoge Weide,2014,114,125,,237000.0,243000.0,286000.0,345000.0,411000.0,428000.0,494000.0,613000.0,566000.0
Karamelweg 00026,Hoge Weide,2015,150,124,60000.0,200000.0,227000.0,244000.0,343000.0,405000.0,457000.0,512000.0,639000.0,577000.0
Kardemomweg 00026,Hoge Weide,2014,122,138,219000.0,221000.0,252000.0,291000.0,396000.0,450000.0,480000.0,552000.0,723000.0,695000.0
Kerrieweg 00026,Hoge Weide,2013,108,119,215000.0,215000.0,245000.0,276000.0,359000.0,406000.0,441000.0,504000.0,631000.0,594000.0
Ketjapweg 00026,Hoge Weide,2015,111,122,198000.0,199000.0,247000.0,279000.0,367000.0,413000.0,449000.0,511000.0,687000.0,657000.0
Komijnweg 00026,Hoge Weide,2017,269,154,,60000.0,60000.0,563000.0,630000.0,631000.0,618000.0,700000.0,934000.0,871000.0
Kruidnagelweg 00026,Hoge Weide,2022,72,103,,,,,,,269000.0,367000.0,509000.0,522000.0
Laurierweg 00026,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00026,Hoge Weide,2016,116,128,,82000.0,230000.0,351000.0,416000.0,440000.0,456000.0,523000.0,672000.0,627000.0
Nootmuskaatweg 00026,Hoge Weide,2016,0,36,,,20000.0,21000.0,133000.0,154000.0,165000.0,198000.0,175000.0,186000.0
Palmsuikerweg 00026,Hoge Weide,2015,155,116,134000.0,199000.0,234000.0,243000.0,373000.0,406000.0,439000.0,500000.0,648000.0,636000.0
Rietsuikerweg 00026,Hoge Weide,2017,0,90,,,75000.0,247000.0,247000.0,297000.0,341000.0,387000.0,417000.0,429000.0
Beeldhouwersdijk 00027,Grauwaart,2011,0,104,221000.0,219000.0,226000.0,284000.0,385000.0,439000.0,429000.0,400000.0,463000.0,429000.0
Kamilleweg 00027,Hoge Weide,2013,116,119,221000.0,221000.0,250000.0,282000.0,365000.0,412000.0,447000.0,510000.0,654000.0,622000.0
Karamelweg 00027,Hoge Weide,2018,0,145,,,,207000.0,384000.0,436000.0,498000.0,573000.0,718000.0,715000.0
Kardemomweg 00027,Hoge Weide,2015,154,134,60000.0,209000.0,249000.0,336000.0,359000.0,420000.0,482000.0,540000.0,660000.0,604000.0
Kattenkruidweg 00027,Hoge Weide,2021,102,132,,,,,,,220000.0,449000.0,638000.0,601000.0
Kerrieweg 00027,Hoge Weide,2015,114,113,193000.0,193000.0,242000.0,272000.0,350000.0,394000.0,432000.0,491000.0,627000.0,615000.0
Komijnweg 00027,Hoge Weide,2015,145,131,,201000.0,239000.0,366000.0,347000.0,406000.0,468000.0,524000.0,646000.0,586000.0
Kruidnagelweg 00027,Hoge Weide,2019,107,108,,,,,,300000.0,420000.0,488000.0,608000.0,544000.0
Laurierweg 00027,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00027,Hoge Weide,2016,111,109,,60000.0,,263000.0,321000.0,362000.0,388000.0,462000.0,562000.0,533000.0
Palmsuikerweg 00027,Hoge Weide,2018,115,134,,,140000.0,255000.0,372000.0,417000.0,461000.0,538000.0,678000.0,601000.0
Rietsuikerweg 00027,Hoge Weide,2018,125,129,,,134000.0,265000.0,363000.0,431000.0,475000.0,543000.0,695000.0,592000.0
Saffraanweg 00027,Hoge Weide,2015,198,122,60000.0,285000.0,285000.0,304000.0,423000.0,449000.0,520000.0,588000.0,750000.0,743000.0
Specerijenvallei 00027,Hoge Weide,2016,142,140,,130000.0,256000.0,391000.0,443000.0,480000.0,500000.0,573000.0,710000.0,718000.0
Valeriaanweg 00027,Hoge Weide,2015,127,129,137000.0,219000.0,248000.0,264000.0,406000.0,469000.0,489000.0,563000.0,675000.0,650000.0
Kattenkruidweg 0027A,Hoge Weide,2021,102,125,,,,,,,220000.0,434000.0,626000.0,585000.0
Geelwortelweg 00028,Hoge Weide,2016,117,109,,60000.0,221000.0,270000.0,325000.0,366000.0,393000.0,466000.0,568000.0,539000.0
Kamilleweg 00028,Hoge Weide,2014,108,125,,233000.0,239000.0,282000.0,341000.0,407000.0,423000.0,490000.0,607000.0,560000.0
Karamelweg 00028,Hoge Weide,2015,145,124,60000.0,198000.0,223000.0,243000.0,340000.0,402000.0,454000.0,508000.0,634000.0,572000.0
Kardemomweg 00028,Hoge Weide,2014,122,138,219000.0,221000.0,252000.0,291000.0,396000.0,450000.0,480000.0,552000.0,684000.0,682000.0
Kerrieweg 00028,Hoge Weide,2013,110,119,216000.0,216000.0,246000.0,278000.0,361000.0,407000.0,443000.0,506000.0,648000.0,616000.0
Ketjapweg 00028,Hoge Weide,2015,111,119,198000.0,199000.0,247000.0,279000.0,361000.0,407000.0,443000.0,505000.0,635000.0,622000.0
Komijnweg 00028,Hoge Weide,2017,257,159,,60000.0,60000.0,570000.0,640000.0,622000.0,606000.0,690000.0,919000.0,
Kruidnagelweg 00028,Hoge Weide,2022,78,97,,,,,,,268000.0,353000.0,497000.0,519000.0
Laurierweg 00028,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00028,Hoge Weide,2016,116,131,,82000.0,233000.0,357000.0,423000.0,448000.0,466000.0,535000.0,682000.0,636000.0
Palmsuikerweg 00028,Hoge Weide,2015,154,116,133000.0,198000.0,234000.0,242000.0,372000.0,406000.0,438000.0,499000.0,647000.0,635000.0
Rietsuikerweg 00028,Hoge Weide,2017,0,90,,,75000.0,247000.0,247000.0,297000.0,341000.0,387000.0,417000.0,429000.0
Beeldhouwersdijk 00029,Grauwaart,2011,0,118,204000.0,202000.0,,253000.0,342000.0,389000.0,381000.0,452000.0,493000.0,476000.0
Kamilleweg 00029,Hoge Weide,2013,116,119,221000.0,221000.0,250000.0,282000.0,365000.0,412000.0,447000.0,510000.0,654000.0,622000.0
Karamelweg 00029,Hoge Weide,2018,0,142,,,,207000.0,382000.0,434000.0,494000.0,568000.0,714000.0,708000.0
Kardemomweg 00029,Hoge Weide,2015,154,134,60000.0,209000.0,249000.0,336000.0,359000.0,420000.0,482000.0,540000.0,660000.0,604000.0
Kattenkruidweg 00029,Hoge Weide,2021,102,125,,,,,,,220000.0,434000.0,626000.0,585000.0
Kerrieweg 00029,Hoge Weide,2015,114,112,190000.0,190000.0,234000.0,262000.0,336000.0,377000.0,417000.0,473000.0,614000.0,602000.0
Komijnweg 00029,Hoge Weide,2015,150,140,,208000.0,242000.0,352000.0,371000.0,454000.0,491000.0,550000.0,665000.0,616000.0
Kruidnagelweg 00029,Hoge Weide,2019,108,108,,,,,,300000.0,420000.0,489000.0,609000.0,545000.0
Laurierweg 00029,Hoge Weide,2022,0,88,,,,,,,40000.0,325000.0,460000.0,440000.0
Marjoleinweg 00029,Hoge Weide,2016,111,118,,60000.0,,274000.0,338000.0,383000.0,441000.0,485000.0,576000.0,546000.0
Palmsuikerweg 00029,Hoge Weide,2018,116,130,,,149000.0,265000.0,394000.0,440000.0,471000.0,539000.0,691000.0,596000.0
Rietsuikerweg 00029,Hoge Weide,2018,131,133,,,122000.0,280000.0,375000.0,445000.0,501000.0,574000.0,735000.0,626000.0
Saffraanweg 00029,Hoge Weide,2015,152,130,60000.0,245000.0,278000.0,298000.0,407000.0,446000.0,498000.0,569000.0,738000.0,706000.0
Specerijenvallei 00029,Hoge Weide,2016,182,130,,126000.0,286000.0,390000.0,456000.0,480000.0,511000.0,579000.0,761000.0,737000.0
Valeriaanweg 00029,Hoge Weide,2015,127,129,138000.0,209000.0,237000.0,250000.0,382000.0,440000.0,464000.0,532000.0,655000.0,621000.0
Kattenkruidweg 0029A,Hoge Weide,2021,102,132,,,,,,,220000.0,449000.0,638000.0,601000.0
Laurierweg 0029A,Hoge Weide,2022,0,74,,,,,,,34000.0,300000.0,420000.0,392000.0
Kattenkruidweg 0029B,Hoge Weide,2021,102,125,,,,,,,220000.0,434000.0,626000.0,585000.0
Laurierweg 0029B,Hoge Weide,2022,0,69,,,,,,,32000.0,290000.0,414000.0,411000.0
Kattenkruidweg 0029C,Hoge Weide,2021,102,132,,,,,,,220000.0,449000.0,638000.0,601000.0
Kattenkruidweg 0029D,Hoge Weide,2021,121,125,,,,,,,220000.0,449000.0,646000.0,605000.0
Kamilleweg 00030,Hoge Weide,2014,108,125,,233000.0,239000.0,282000.0,341000.0,407000.0,423000.0,490000.0,607000.0,560000.0
Karamelweg 00030,Hoge Weide,2015,145,124,60000.0,198000.0,223000.0,243000.0,340000.0,402000.0,454000.0,508000.0,634000.0,572000.0
Kardemomweg 00030,Hoge Weide,2014,116,138,219000.0,221000.0,242000.0,278000.0,377000.0,428000.0,461000.0,529000.0,695000.0,664000.0
Kerrieweg 00030,Hoge Weide,2013,110,119,216000.0,216000.0,246000.0,278000.0,361000.0,407000.0,443000.0,506000.0,648000.0,616000.0
Ketjapweg 00030,Hoge Weide,2015,117,119,203000.0,204000.0,251000.0,283000.0,365000.0,411000.0,448000.0,509000.0,655000.0,623000.0
Komijnweg 00030,Hoge Weide,2017,257,159,,60000.0,60000.0,557000.0,626000.0,629000.0,646000.0,740000.0,929000.0,988000.0
Kruidnagelweg 00030,Hoge Weide,2022,76,97,,,,,,,268000.0,353000.0,497000.0,519000.0
Laurierweg 00030,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00030,Hoge Weide,2016,111,124,,141000.0,221000.0,338000.0,401000.0,424000.0,441000.0,506000.0,643000.0,612000.0
Nootmuskaatweg 00030,Hoge Weide,2016,0,37,,,20000.0,21000.0,139000.0,162000.0,170000.0,206000.0,175000.0,192000.0
Palmsuikerweg 00030,Hoge Weide,2015,152,116,130000.0,206000.0,244000.0,254000.0,396000.0,432000.0,460000.0,527000.0,609000.0,679000.0
Rietsuikerweg 00030,Hoge Weide,2017,0,103,,,86000.0,283000.0,260000.0,336000.0,,441000.0,446000.0,485000.0
Laurierweg 0030A,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Beeldhouwersdijk 00031,Grauwaart,2011,0,102,173000.0,171000.0,176000.0,221000.0,272000.0,319000.0,332000.0,393000.0,458000.0,425000.0
Kamilleweg 00031,Hoge Weide,2013,116,137,233000.0,233000.0,264000.0,306000.0,402000.0,456000.0,486000.0,558000.0,686000.0,677000.0
Karamelweg 00031,Hoge Weide,2018,122,137,,,,192000.0,367000.0,417000.0,478000.0,549000.0,743000.0,718000.0
Kardemomweg 00031,Hoge Weide,2015,154,134,60000.0,209000.0,249000.0,336000.0,359000.0,420000.0,482000.0,540000.0,660000.0,604000.0
Kattenkruidweg 00031,Hoge Weide,2014,124,127,,247000.0,252000.0,296000.0,356000.0,423000.0,439000.0,507000.0,626000.0,579000.0
Kerrieweg 00031,Hoge Weide,2015,114,113,193000.0,193000.0,242000.0,272000.0,350000.0,394000.0,432000.0,491000.0,627000.0,615000.0
Kruidnagelweg 00031,Hoge Weide,2019,108,108,,,,,,300000.0,420000.0,489000.0,609000.0,545000.0
Laurierweg 00031,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Marjoleinweg 00031,Hoge Weide,2016,126,109,,60000.0,,273000.0,331000.0,372000.0,400000.0,473000.0,577000.0,548000.0
Palmsuikerweg 00031,Hoge Weide,2018,121,126,,,128000.0,265000.0,389000.0,434000.0,466000.0,532000.0,672000.0,595000.0
Rietsuikerweg 00031,Hoge Weide,2018,127,126,,,132000.0,270000.0,391000.0,438000.0,481000.0,550000.0,704000.0,615000.0
Saffraanweg 00031,Hoge Weide,2015,152,122,60000.0,235000.0,269000.0,288000.0,407000.0,462000.0,512000.0,587000.0,732000.0,697000.0
Specerijenvallei 00031,Hoge Weide,2016,166,140,,126000.0,274000.0,383000.0,448000.0,473000.0,495000.0,563000.0,743000.0,719000.0
Valeriaanweg 00031,Hoge Weide,2015,127,129,138000.0,209000.0,237000.0,250000.0,382000.0,440000.0,464000.0,532000.0,655000.0,621000.0
Laurierweg 0031A,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Laurierweg 0031B,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Laurierweg 0031C,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Geelwortelweg 00032,Hoge Weide,2014,139,111,,207000.0,213000.0,236000.0,325000.0,381000.0,406000.0,481000.0,580000.0,551000.0
Kamilleweg 00032,Hoge Weide,2014,108,125,,233000.0,239000.0,282000.0,341000.0,407000.0,423000.0,490000.0,607000.0,560000.0
Karamelweg 00032,Hoge Weide,2015,145,124,60000.0,198000.0,223000.0,243000.0,340000.0,402000.0,454000.0,508000.0,634000.0,572000.0
Kardemomweg 00032,Hoge Weide,2014,116,138,219000.0,221000.0,242000.0,286000.0,391000.0,445000.0,475000.0,547000.0,717000.0,676000.0
Kerrieweg 00032,Hoge Weide,2013,108,137,227000.0,227000.0,258000.0,301000.0,396000.0,450000.0,480000.0,552000.0,678000.0,669000.0
Ketjapweg 00032,Hoge Weide,2015,144,124,60000.0,198000.0,223000.0,243000.0,340000.0,402000.0,453000.0,508000.0,634000.0,572000.0
Komijnweg 00032,Hoge Weide,2017,257,159,,60000.0,60000.0,557000.0,626000.0,629000.0,646000.0,740000.0,929000.0,988000.0
Kruidnagelweg 00032,Hoge Weide,2022,72,97,,,,,,,262000.0,353000.0,489000.0,511000.0
Laurierweg 00032,Hoge Weide,2022,0,88,,,,,,,40000.0,325000.0,460000.0,440000.0
Marjoleinweg 00032,Hoge Weide,2016,111,117,,144000.0,213000.0,325000.0,385000.0,406000.0,426000.0,487000.0,617000.0,605000.0
Nootmuskaatweg 00032,Hoge Weide,2016,0,37,,,20000.0,21000.0,139000.0,162000.0,170000.0,206000.0,175000.0,192000.0
Palmsuikerweg 00032,Hoge Weide,2015,155,116,134000.0,199000.0,234000.0,243000.0,374000.0,407000.0,439000.0,500000.0,649000.0,637000.0
Rietsuikerweg 00032,Hoge Weide,2017,0,93,,,78000.0,255000.0,255000.0,306000.0,353000.0,399000.0,424000.0,442000.0
Laurierweg 0032A,Hoge Weide,2022,0,74,,,,,,,34000.0,300000.0,420000.0,392000.0
Laurierweg 0032B,Hoge Weide,2022,0,69,,,,,,,32000.0,290000.0,414000.0,411000.0
Laurierweg 0032C,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Laurierweg 0032D,Hoge Weide,2022,0,61,,,,,,,29000.0,275000.0,377000.0,366000.0
Kolibrievlinder 00001,Grauwaart,2009,256,164,400000.0,400000.0,442000.0,460000.0,545000.0,565000.0,583000.0,656000.0,823000.0,818000.0
Beeldhouwersdijk 00033,Grauwaart,2011,0,102,173000.0,171000.0,176000.0,221000.0,272000.0,319000.0,332000.0,393000.0,458000.0,425000.0
Kamilleweg 00033,Hoge Weide,2013,116,119,221000.0,221000.0,250000.0,282000.0,365000.0,412000.0,447000.0,510000.0,654000.0,622000.0
Karamelweg 00033,Hoge Weide,2018,122,137,,,,192000.0,367000.0,417000.0,478000.0,549000.0,743000.0,718000.0
Kardemomweg 00033,Hoge Weide,2015,154,134,60000.0,209000.0,249000.0,336000.0,359000.0,420000.0,482000.0,540000.0,660000.0,604000.0
Kattenkruidweg 00033,Hoge Weide,2014,128,127,,249000.0,255000.0,299000.0,359000.0,426000.0,442000.0,510000.0,630000.0,583000.0
Kerrieweg 00033,Hoge Weide,2015,127,126,214000.0,214000.0,266000.0,299000.0,387000.0,435000.0,470000.0,536000.0,663000.0,652000.0
Kruidnagelweg 00033,Hoge Weide,2019,107,108,,,,,,300000.0,420000.0,488000.0,608000.0,544000.0
Laurierweg 00033,Hoge Weide,2022,0,122,,,,,,,47000.0,350000.0,520000.0,541000.0
Palmsuikerweg 00033,Hoge Weide,2018,135,144,,,191000.0,300000.0,392000.0,484000.0,515000.0,591000.0,735000.0,722000.0
Saffraanweg 00033,Hoge Weide,2015,152,122,60000.0,235000.0,269000.0,288000.0,407000.0,433000.0,485000.0,554000.0,710000.0,664000.0
Specerijenvallei 00033,Hoge Weide,2016,117,123,,60000.0,,287000.0,351000.0,400000.0,456000.0,503000.0,590000.0,559000.0
Valeriaanweg 00033,Hoge Weide,2015,130,129,138000.0,219000.0,248000.0,264000.0,404000.0,467000.0,488000.0,561000.0,675000.0,647000.0
Geelwortelweg 00034,Hoge Weide,2014,134,111,,204000.0,209000.0,232000.0,322000.0,377000.0,403000.0,478000.0,575000.0,546000.0
Kamilleweg 00034,Hoge Weide,2014,108,127,,235000.0,241000.0,285000.0,345000.0,412000.0,427000.0,495000.0,610000.0,563000.0
Karamelweg 00034,Hoge Weide,2015,145,124,60000.0,198000.0,223000.0,243000.0,340000.0,402000.0,454000.0,508000.0,634000.0,572000.0
Kardemomweg 00034,Hoge Weide,2014,116,134,219000.0,221000.0,242000.0,278000.0,377000.0,428000.0,461000.0,529000.0,695000.0,664000.0
Kerrieweg 00034,Hoge Weide,2013,108,119,215000.0,215000.0,245000.0,276000.0,359000.0,406000.0,441000.0,504000.0,646000.0,614000.0
Ketjapweg 00034,Hoge Weide,2015,144,124,60000.0,198000.0,223000.0,243000.0,339000.0,402000.0,453000.0,508000.0,634000.0,572000.0
Komijnweg 00034,Hoge Weide,2017,257,159,,60000.0,60000.0,557000.0,626000.0,629000.0,646000.0,740000.0,929000.0,988000.0
Kruidnagelweg 00034,Hoge Weide,2022,72,97,,,,,,,262000.0,353000.0,489000.0,511000.0
Laurierweg 00034,Hoge Weide,2022,0,122,,,,,,,47000.0,350000.0,533000.0,541000.0
Marjoleinweg 00034,Hoge Weide,2016,122,124,,147000.0,224000.0,346000.0,411000.0,434000.0,452000.0,517000.0,670000.0,626000.0
Nootmuskaatweg 00034,Hoge Weide,2016,0,37,,,20000.0,21000.0,136000.0,159000.0,170000.0,203000.0,175000.0,189000.0
Palmsuikerweg 00034,Hoge Weide,2015,155,116,134000.0,199000.0,234000.0,243000.0,373000.0,406000.0,439000.0,500000.0,648000.0,636000.0
Rietsuikerweg 00034,Hoge Weide,2017,0,93,,,78000.0,255000.0,255000.0,306000.0,,399000.0,424000.0,442000.0
Beeldhouwersdijk 00035,Grauwaart,2011,0,102,173000.0,171000.0,176000.0,221000.0,272000.0,319000.0,332000.0,393000.0,458000.0,425000.0
Kamilleweg 00035,Hoge Weide,2013,118,119,222000.0,222000.0,252000.0,283000.0,366000.0,413000.0,449000.0,512000.0,656000.0,624000.0
Karamelweg 00035,Hoge Weide,2018,173,151,,,,241000.0,413000.0,466000.0,541000.0,618000.0,772000.0,809000.0
Kardemomweg 00035,Hoge Weide,2015,154,122,60000.0,202000.0,220000.0,214000.0,246000.0,440000.0,457000.0,512000.0,640000.0,579000.0
Kattenkruidweg 00035,Hoge Weide,2014,128,127,,247000.0,255000.0,299000.0,358000.0,425000.0,442000.0,509000.0,634000.0,583000.0
Kerrieweg 00035,Hoge Weide,2015,127,126,214000.0,214000.0,266000.0,299000.0,387000.0,435000.0,470000.0,536000.0,663000.0,652000.0
Laurierweg 00035,Hoge Weide,2022,0,122,,,,,,,47000.0,350000.0,520000.0,541000.0
