address,buurt,bouwjaar,grondoppervlakte,oppervlakte,woz_2014,woz_2015,woz_2016,woz_2017,woz_2018,woz_2019,woz_2020,woz_2021,woz_2022,woz_2023
Baronie 00003,Lunetten-Zuid,1983,150,82,185000.0,185000,226000.0,241000.0,265000,283000.0,304000.0,339000,371000,383000
Bretagne 00003,Lunetten-Zuid,1982,0,70,112000.0,100000,119000.0,132000.0,153000,173000.0,192000.0,216000,284000,278000
Carolinen 00003,Lunetten-Zuid,1985,124,94,218000.0,218000,236000.0,245000.0,278000,321000.0,333000.0,362000,428000,431000
Catalonië 00003,Lunetten-Zuid,1984,160,79,210000.0,210000,234000.0,271000.0,287000,291000.0,300000.0,341000,414000,439000
Cevennen 00003,Lunetten-Zuid,1979,156,133,250000.0,251000,290000.0,307000.0,340000,373000.0,403000.0,456000,531000,521000
Chathams 00003,Lunetten-Zuid,1985,126,94,234000.0,234000,254000.0,264000.0,301000,349000.0,362000.0,394000,450000,481000
Comoren 00003,Lunetten-Zuid,1985,133,94,195000.0,196000,221000.0,244000.0,264000,301000.0,321000.0,354000,398000,418000
Dolomieten 00003,Lunetten-Zuid,1977,0,59,105000.0,104000,115000.0,128000.0,149000,168000.0,185000.0,207000,233000,248000
Eifel 00003,Lunetten-Zuid,1979,142,133,224000.0,224000,264000.0,300000.0,333000,366000.0,396000.0,449000,516000,506000
Etna 00003,Lunetten-Zuid,1984,169,96,228000.0,228000,236000.0,281000.0,301000,344000.0,379000.0,394000,476000,504000
Filipijnen 00003,Lunetten-Zuid,1985,222,94,229000.0,229000,270000.0,270000.0,320000,325000.0,335000.0,381000,426000,434000
Galápagos 00003,Lunetten-Zuid,1985,113,94,175000.0,176000,193000.0,243000.0,265000,283000.0,311000.0,338000,412000,410000
Graafschap 00003,Lunetten-Zuid,1981,124,99,213000.0,213000,272000.0,288000.0,295000,337000.0,362000.0,376000,452000,418000
Jungfrau 00003,Lunetten-Zuid,1984,203,95,205000.0,205000,250000.0,293000.0,322000,313000.0,333000.0,354000,401000,415000
Lotharingen 00003,Lunetten-Zuid,1983,0,102,157000.0,156000,169000.0,189000.0,226000,244000.0,283000.0,294000,340000,348000
Maskarenen 00003,Lunetten-Zuid,1985,142,94,194000.0,195000,212000.0,261000.0,284000,302000.0,335000.0,357000,431000,400000
Matterhorn 00003,Lunetten-Zuid,1984,176,95,168000.0,168000,239000.0,254000.0,283000,308000.0,337000.0,383000,434000,448000
Orkaden 00003,Lunetten-Zuid,1978,0,101,158000.0,157000,171000.0,203000.0,241000,262000.0,304000.0,317000,350000,323000
Pyreneeën 00003,Lunetten-Zuid,1978,0,48,105000.0,104000,,128000.0,149000,168000.0,185000.0,207000,233000,218000
Salzburg 00003,Lunetten-Zuid,1984,120,94,156000.0,157000,188000.0,224000.0,254000,256000.0,283000.0,319000,373000,389000
Seychellen 00003,Lunetten-Zuid,1985,132,79,,235000,258000.0,293000.0,305000,318000.0,341000.0,301000,362000,365000
Shetlands 00003,Lunetten-Zuid,1977,0,152,206000.0,172000,187000.0,211000.0,237000,261000.0,290000.0,324000,363000,354000
Sleeswijk 00003,Lunetten-Zuid,1983,111,89,167000.0,168000,176000.0,217000.0,247000,249000.0,276000.0,311000,346000,355000
Stromboli 00003,Lunetten-Zuid,1984,0,46,109000.0,108000,,130000.0,147000,189000.0,207000.0,233000,306000,296000
Taunus 00003,Lunetten-Zuid,1979,124,120,199000.0,199000,222000.0,273000.0,312000,302000.0,347000.0,366000,450000,459000
Tongas 00003,Lunetten-Zuid,1985,96,94,189000.0,176000,201000.0,224000.0,243000,281000.0,301000.0,330000,374000,377000
Vesuvius 00003,Lunetten-Zuid,1984,138,176,272000.0,273000,307000.0,353000.0,445000,497000.0,525000.0,564000,559000,575000
Vogezen 00003,Lunetten-Zuid,1978,123,130,206000.0,206000,228000.0,280000.0,321000,311000.0,357000.0,378000,478000,472000
Amiranten 00004,Lunetten-Zuid,1985,186,79,169000.0,180000,209000.0,247000.0,278000,290000.0,313000.0,324000,385000,423000
Antillen 00004,Lunetten-Zuid,1979,137,136,241000.0,241000,283000.0,301000.0,334000,367000.0,399000.0,453000,514000,507000
Aucklands 00004,Lunetten-Zuid,1985,0,77,154000.0,154000,161000.0,170000.0,193000,215000.0,277000.0,288000,343000,356000
Azoren 00004,Lunetten-Zuid,1978,144,124,209000.0,209000,269000.0,325000.0,359000,375000.0,403000.0,481000,527000,513000
Balearen 00004,Lunetten-Zuid,1978,140,124,224000.0,224000,228000.0,278000.0,318000,308000.0,376000.0,395000,492000,493000
Baronie 00004,Lunetten-Zuid,1983,0,82,166000.0,166000,207000.0,222000.0,246000,264000.0,285000.0,320000,353000,352000
Betuwe 00004,Lunetten-Zuid,1981,0,82,147000.0,146000,151000.0,155000.0,175000,220000.0,239000.0,272000,315000,300000
Catalonië 00004,Lunetten-Zuid,1984,103,79,170000.0,171000,186000.0,193000.0,225000,249000.0,275000.0,333000,355000,365000
Cevennen 00004,Lunetten-Zuid,1979,136,137,242000.0,242000,283000.0,301000.0,335000,369000.0,400000.0,454000,514000,449000
Comoren 00004,Lunetten-Zuid,1985,185,79,169000.0,169000,195000.0,257000.0,277000,289000.0,314000.0,324000,385000,422000
Dolomieten 00004,Lunetten-Zuid,1977,74,152,200000.0,172000,187000.0,211000.0,237000,261000.0,290000.0,324000,363000,354000
Elzas 00004,Lunetten-Zuid,1982,208,94,222000.0,222000,247000.0,306000.0,311000,334000.0,356000.0,392000,444000,483000
Etna 00004,Lunetten-Zuid,1984,0,46,109000.0,108000,117000.0,130000.0,147000,189000.0,207000.0,233000,306000,296000
Filipijnen 00004,Lunetten-Zuid,1985,126,94,198000.0,199000,217000.0,272000.0,297000,317000.0,354000.0,378000,418000,445000
Galápagos 00004,Lunetten-Zuid,1985,98,94,180000.0,181000,197000.0,247000.0,270000,288000.0,321000.0,343000,402000,393000
Graafschap 00004,Lunetten-Zuid,1981,131,99,217000.0,217000,276000.0,293000.0,299000,341000.0,367000.0,380000,457000,425000
Hebriden 00004,Lunetten-Zuid,1978,0,117,162000.0,163000,178000.0,211000.0,251000,272000.0,317000.0,330000,358000,369000
Himalaya 00004,Lunetten-Zuid,1985,0,64,119000.0,118000,122000.0,135000.0,154000,174000.0,194000.0,219000,286000,289000
Jungfrau 00004,Lunetten-Zuid,1984,294,85,239000.0,239000,311000.0,317000.0,352000,382000.0,424000.0,406000,423000,441000
Jura 00004,Lunetten-Zuid,1979,145,120,210000.0,210000,249000.0,300000.0,340000,329000.0,374000.0,394000,490000,492000
Kent 00004,Lunetten-Zuid,1984,0,37,74000.0,76000,72000.0,95000.0,108000,138000.0,146000.0,161000,182000,201000
Liemers 00004,Lunetten-Zuid,1981,0,63,129000.0,129000,141000.0,167000.0,178000,183000.0,195000.0,214000,269000,276000
Lofoten 00004,Lunetten-Zuid,1978,143,120,226000.0,226000,248000.0,298000.0,338000,327000.0,373000.0,392000,488000,490000
Lombardije 00004,Lunetten-Zuid,1984,156,82,174000.0,174000,235000.0,248000.0,286000,274000.0,300000.0,332000,378000,394000
Maskarenen 00004,Lunetten-Zuid,1985,144,98,195000.0,196000,211000.0,260000.0,288000,306000.0,339000.0,361000,435000,446000
Matterhorn 00004,Lunetten-Zuid,1984,131,95,159000.0,159000,203000.0,258000.0,287000,278000.0,317000.0,350000,388000,388000
Normandië 00004,Lunetten-Zuid,1983,0,100,149000.0,148000,172000.0,190000.0,224000,254000.0,284000.0,338000,365000,357000
Oeral 00004,Lunetten-Zuid,1980,0,90,169000.0,167000,177000.0,195000.0,211000,264000.0,282000.0,333000,352000,353000
Orkaden 00004,Lunetten-Zuid,1977,0,62,106000.0,108000,119000.0,134000.0,156000,176000.0,194000.0,217000,239000,260000
Provence 00004,Lunetten-Zuid,1983,0,28,68000.0,67000,,83000.0,95000,120000.0,128000.0,141000,166000,172000
Pyreneeën 00004,Lunetten-Zuid,1978,0,152,200000.0,172000,187000.0,211000.0,237000,261000.0,290000.0,324000,363000,354000
Salzburg 00004,Lunetten-Zuid,1985,239,112,246000.0,246000,299000.0,317000.0,364000,377000.0,416000.0,449000,509000,558000
Seychellen 00004,Lunetten-Zuid,1985,0,64,,118000,122000.0,135000.0,154000,174000.0,194000.0,219000,286000,289000
Shetlands 00004,Lunetten-Zuid,1977,0,153,206000.0,172000,187000.0,211000.0,237000,261000.0,290000.0,324000,363000,354000
Simplonbaan 00004,Lunetten-Zuid,1978,0,55,108000.0,107000,136000.0,172000.0,181000,202000.0,221000.0,215000,245000,254000
Sleeswijk 00004,Lunetten-Zuid,1983,115,82,167000.0,173000,179000.0,220000.0,234000,255000.0,274000.0,304000,349000,345000
Stromboli 00004,Lunetten-Zuid,1984,0,80,184000.0,184000,203000.0,240000.0,263000,283000.0,312000.0,333000,384000,391000
Taunus 00004,Lunetten-Zuid,1979,150,100,209000.0,209000,243000.0,285000.0,296000,313000.0,315000.0,354000,449000,466000
Tongas 00004,Lunetten-Zuid,1985,103,94,188000.0,205000,205000.0,250000.0,273000,295000.0,309000.0,350000,410000,403000
Treek 00004,Lunetten-Zuid,1981,0,63,129000.0,128000,141000.0,167000.0,178000,183000.0,195000.0,214000,269000,276000
Vogezen 00004,Lunetten-Zuid,1977,0,62,106000.0,98000,119000.0,134000.0,156000,176000.0,194000.0,217000,239000,260000
Walcheren 00004,Lunetten-Zuid,1983,0,49,100000.0,99000,94000.0,127000.0,146000,165000.0,170000.0,214000,248000,262000
Amiranten 00005,Lunetten-Zuid,1985,0,64,119000.0,118000,122000.0,135000.0,154000,174000.0,194000.0,219000,286000,289000
Ardennen 00005,Lunetten-Zuid,1978,0,58,111000.0,110000,122000.0,136000.0,151000,173000.0,226000.0,234000,259000,269000
Azoren 00005,Lunetten-Zuid,1979,131,100,200000.0,200000,261000.0,280000.0,297000,330000.0,360000.0,368000,413000,436000
Baronie 00005,Lunetten-Zuid,1983,145,82,182000.0,182000,220000.0,235000.0,258000,276000.0,297000.0,332000,365000,374000
Bretagne 00005,Lunetten-Zuid,1982,0,70,112000.0,100000,119000.0,132000.0,153000,173000.0,192000.0,216000,284000,278000
Carolinen 00005,Lunetten-Zuid,1985,116,94,228000.0,214000,231000.0,240000.0,275000,319000.0,330000.0,359000,424000,423000
Catalonië 00005,Lunetten-Zuid,1984,121,98,157000.0,158000,188000.0,223000.0,252000,254000.0,281000.0,317000,371000,416000
Cevennen 00005,Lunetten-Zuid,1979,153,133,249000.0,249000,289000.0,306000.0,339000,372000.0,402000.0,455000,528000,518000
Chathams 00005,Lunetten-Zuid,1985,126,98,216000.0,216000,233000.0,242000.0,276000,319000.0,331000.0,359000,428000,431000
Comoren 00005,Lunetten-Zuid,1985,126,94,194000.0,191000,217000.0,239000.0,259000,297000.0,316000.0,349000,394000,411000
Dolomieten 00005,Lunetten-Zuid,1977,0,112,158000.0,157000,171000.0,203000.0,241000,261000.0,304000.0,316000,350000,354000
Eifel 00005,Lunetten-Zuid,1979,137,133,221000.0,221000,260000.0,297000.0,330000,362000.0,393000.0,446000,510000,500000
Etna 00005,Lunetten-Zuid,1984,164,96,212000.0,212000,243000.0,274000.0,307000,341000.0,368000.0,391000,473000,498000
Filipijnen 00005,Lunetten-Zuid,1985,218,79,213000.0,213000,261000.0,303000.0,290000,295000.0,305000.0,353000,426000,434000
Galápagos 00005,Lunetten-Zuid,1985,115,94,191000.0,184000,209000.0,232000.0,252000,290000.0,309000.0,342000,386000,399000
Graafschap 00005,Lunetten-Zuid,1981,124,99,213000.0,213000,272000.0,288000.0,295000,337000.0,362000.0,376000,452000,418000
Himalaya 00005,Lunetten-Zuid,1984,0,64,115000.0,114000,122000.0,135000.0,154000,174000.0,194000.0,219000,286000,289000
Jungfrau 00005,Lunetten-Zuid,1984,156,95,189000.0,189000,235000.0,278000.0,320000,297000.0,336000.0,364000,427000,426000
Lofoten 00005,Lunetten-Zuid,1978,167,96,207000.0,207000,272000.0,289000.0,302000,351000.0,387000.0,361000,424000,469000
Lombardije 00005,Lunetten-Zuid,1984,252,129,228000.0,228000,325000.0,343000.0,409000,392000.0,429000.0,474000,534000,530000
Lotharingen 00005,Lunetten-Zuid,1983,0,102,157000.0,156000,169000.0,189000.0,226000,244000.0,283000.0,294000,340000,348000
Maskarenen 00005,Lunetten-Zuid,1985,191,97,230000.0,232000,248000.0,298000.0,305000,338000.0,371000.0,393000,454000,499000
Matterhorn 00005,Lunetten-Zuid,1984,176,95,168000.0,168000,240000.0,255000.0,284000,308000.0,338000.0,383000,434000,448000
Orkaden 00005,Lunetten-Zuid,1978,0,109,164000.0,166000,180000.0,214000.0,255000,277000.0,322000.0,335000,361000,345000
Pyreneeën 00005,Lunetten-Zuid,1978,0,99,158000.0,157000,171000.0,203000.0,241000,262000.0,304000.0,317000,350000,320000
Salzburg 00005,Lunetten-Zuid,1984,113,94,157000.0,159000,192000.0,226000.0,256000,259000.0,285000.0,319000,373000,386000
Samoas 00005,Lunetten-Zuid,1985,121,94,193000.0,195000,213000.0,268000.0,293000,313000.0,349000.0,374000,414000,438000
Seychellen 00005,Lunetten-Zuid,1985,0,64,,118000,122000.0,135000.0,154000,174000.0,194000.0,219000,286000,289000
Shetlands 00005,Lunetten-Zuid,1977,0,45,102000.0,82000,99000.0,124000.0,145000,157000.0,168000.0,187000,214000,217000
Sleeswijk 00005,Lunetten-Zuid,1983,118,82,178000.0,178000,204000.0,231000.0,244000,266000.0,285000.0,315000,371000,355000
Taunus 00005,Lunetten-Zuid,1979,124,120,218000.0,218000,289000.0,339000.0,349000,337000.0,383000.0,403000,482000,475000
Tongas 00005,Lunetten-Zuid,1985,108,94,189000.0,175000,200000.0,223000.0,243000,280000.0,300000.0,337000,382000,391000
Amiranten 00006,Lunetten-Zuid,1985,234,79,227000.0,227000,272000.0,315000.0,334000,339000.0,349000.0,395000,456000,523000
Antillen 00006,Lunetten-Zuid,1979,140,136,243000.0,243000,285000.0,303000.0,337000,370000.0,401000.0,455000,517000,511000
Aucklands 00006,Lunetten-Zuid,1985,118,77,157000.0,157000,180000.0,220000.0,244000,263000.0,287000.0,300000,368000,367000
Azoren 00006,Lunetten-Zuid,1978,145,121,203000.0,203000,264000.0,320000.0,356000,371000.0,400000.0,425000,491000,494000
Balearen 00006,Lunetten-Zuid,1978,140,120,224000.0,224000,246000.0,296000.0,336000,325000.0,371000.0,390000,486000,487000
Baronie 00006,Lunetten-Zuid,1983,0,82,169000.0,169000,207000.0,222000.0,245000,263000.0,284000.0,319000,352000,353000
Betuwe 00006,Lunetten-Zuid,1981,0,82,147000.0,146000,151000.0,155000.0,175000,220000.0,239000.0,272000,315000,300000
Catalonië 00006,Lunetten-Zuid,1984,106,98,174000.0,185000,171000.0,203000.0,239000,241000.0,267000.0,304000,362000,373000
Cevennen 00006,Lunetten-Zuid,1979,141,137,245000.0,245000,267000.0,305000.0,339000,372000.0,404000.0,458000,520000,515000
Chathams 00006,Lunetten-Zuid,1984,0,44,103000.0,102000,109000.0,138000.0,154000,172000.0,191000.0,218000,249000,253000
Comoren 00006,Lunetten-Zuid,1985,146,98,172000.0,172000,178000.0,229000.0,277000,287000.0,341000.0,421000,445000,458000
Dolomieten 00006,Lunetten-Zuid,1977,74,46,102000.0,68000,99000.0,124000.0,145000,157000.0,168000.0,187000,214000,219000
Elzas 00006,Lunetten-Zuid,1982,157,94,185000.0,185000,208000.0,267000.0,271000,295000.0,316000.0,360000,426000,454000
Filipijnen 00006,Lunetten-Zuid,1985,120,94,192000.0,188000,213000.0,235000.0,255000,293000.0,313000.0,345000,390000,404000
Galápagos 00006,Lunetten-Zuid,1985,101,94,188000.0,186000,199000.0,249000.0,271000,290000.0,323000.0,345000,404000,397000
Graafschap 00006,Lunetten-Zuid,1981,126,99,215000.0,215000,274000.0,291000.0,297000,339000.0,365000.0,378000,455000,422000
Hebriden 00006,Lunetten-Zuid,1978,0,59,105000.0,104000,115000.0,128000.0,149000,168000.0,185000.0,207000,233000,248000
Jungfrau 00006,Lunetten-Zuid,1984,126,110,225000.0,225000,262000.0,284000.0,301000,345000.0,369000.0,390000,457000,398000
Jura 00006,Lunetten-Zuid,1979,137,96,201000.0,201000,246000.0,277000.0,305000,356000.0,386000.0,389000,410000,437000
Kent 00006,Lunetten-Zuid,1984,0,37,74000.0,76000,72000.0,95000.0,108000,138000.0,146000.0,161000,182000,201000
Liemers 00006,Lunetten-Zuid,1981,0,63,129000.0,129000,141000.0,167000.0,178000,183000.0,195000.0,214000,269000,276000
Lofoten 00006,Lunetten-Zuid,1978,139,96,202000.0,202000,247000.0,278000.0,306000,358000.0,387000.0,391000,412000,439000
Lombardije 00006,Lunetten-Zuid,1984,157,82,171000.0,171000,241000.0,255000.0,267000,280000.0,305000.0,338000,394000,398000
Maskarenen 00006,Lunetten-Zuid,1985,145,94,196000.0,197000,214000.0,263000.0,286000,304000.0,337000.0,359000,433000,444000
Matterhorn 00006,Lunetten-Zuid,1984,130,95,157000.0,157000,235000.0,250000.0,279000,304000.0,333000.0,362000,413000,398000
Normandië 00006,Lunetten-Zuid,1983,0,95,149000.0,149000,157000.0,169000.0,193000,215000.0,241000.0,272000,322000,324000
Oeral 00006,Lunetten-Zuid,1980,0,76,118000.0,128000,160000.0,186000.0,212000,223000.0,249000.0,301000,343000,330000
Orkaden 00006,Lunetten-Zuid,1978,162,131,242000.0,242000,267000.0,322000.0,330000,368000.0,407000.0,446000,533000,523000
Provence 00006,Lunetten-Zuid,1983,0,28,68000.0,67000,,83000.0,95000,120000.0,128000.0,141000,166000,172000
Pyreneeën 00006,Lunetten-Zuid,1978,0,116,166000.0,106000,120000.0,136000.0,159000,179000.0,197000.0,220000,241000,264000
Salzburg 00006,Lunetten-Zuid,1985,236,112,231000.0,231000,280000.0,296000.0,333000,344000.0,380000.0,409000,478000,517000
Samoas 00006,Lunetten-Zuid,1985,104,94,169000.0,170000,187000.0,237000.0,259000,277000.0,310000.0,332000,379000,387000
Seychellen 00006,Lunetten-Zuid,1985,0,53,,101000,105000.0,133000.0,148000,166000.0,185000.0,210000,244000,248000
Shetlands 00006,Lunetten-Zuid,1977,0,116,161000.0,106000,120000.0,136000.0,159000,179000.0,197000.0,220000,241000,264000
Simplonbaan 00006,Lunetten-Zuid,1978,0,124,181000.0,179000,204000.0,224000.0,242000,274000.0,297000.0,335000,400000,401000
Sleeswijk 00006,Lunetten-Zuid,1983,115,89,167000.0,170000,176000.0,217000.0,250000,252000.0,278000.0,314000,349000,360000
Stromboli 00006,Lunetten-Zuid,1984,145,91,175000.0,175000,175000.0,228000.0,250000,,312000.0,343000,436000,430000
Tongas 00006,Lunetten-Zuid,1985,103,94,190000.0,181000,206000.0,229000.0,249000,286000.0,306000.0,334000,379000,386000
Treek 00006,Lunetten-Zuid,1981,0,63,129000.0,128000,141000.0,167000.0,178000,183000.0,195000.0,214000,269000,276000
Vogezen 00006,Lunetten-Zuid,1977,120,115,226000.0,226000,293000.0,314000.0,352000,379000.0,392000.0,404000,486000,483000
Walcheren 00006,Lunetten-Zuid,1983,0,44,93000.0,92000,95000.0,127000.0,146000,157000.0,171000.0,203000,258000,255000
Westfalen 00006,Lunetten-Zuid,1983,216,82,167000.0,214000,219000.0,260000.0,290000,,311000.0,357000,392000,448000
Amiranten 00007,Lunetten-Zuid,1985,0,53,100000.0,99000,102000.0,122000.0,140000,159000.0,176000.0,202000,244000,248000
Ardennen 00007,Lunetten-Zuid,1978,0,55,111000.0,110000,122000.0,136000.0,151000,165000.0,190000.0,215000,245000,254000
Azoren 00007,Lunetten-Zuid,1979,131,100,200000.0,200000,261000.0,280000.0,297000,330000.0,360000.0,368000,413000,436000
Baronie 00007,Lunetten-Zuid,1983,146,83,196000.0,196000,225000.0,252000.0,266000,288000.0,308000.0,338000,394000,391000
Bretagne 00007,Lunetten-Zuid,1982,0,70,112000.0,100000,119000.0,132000.0,153000,173000.0,192000.0,216000,284000,278000
Carolinen 00007,Lunetten-Zuid,1985,117,106,219000.0,219000,238000.0,248000.0,284000,334000.0,362000.0,407000,450000,458000
Catalonië 00007,Lunetten-Zuid,1984,122,84,177000.0,177000,200000.0,237000.0,254000,276000.0,285000.0,326000,400000,405000
Cevennen 00007,Lunetten-Zuid,1979,153,133,249000.0,249000,289000.0,306000.0,339000,372000.0,402000.0,455000,528000,518000
Chathams 00007,Lunetten-Zuid,1985,133,94,210000.0,210000,238000.0,247000.0,280000,309000.0,330000.0,350000,402000,422000
Comoren 00007,Lunetten-Zuid,1985,128,94,185000.0,193000,219000.0,250000.0,292000,310000.0,343000.0,365000,425000,429000
