address,buurt,bouwjaar,grondoppervlakte,oppervlakte,woz_2014,woz_2015,woz_2016,woz_2017,woz_2018,woz_2019,woz_2020,woz_2021,woz_2022,woz_2023
Simplonbaan 00051,Lunetten-Zuid,1978,206,125,264000.0,265000,300000.0,321000.0,355000,392000.0,408000.0,425000,515000,563000
St.-Gotthard 00051,Lunetten-Zuid,1977,121,115,224000.0,224000,273000.0,292000.0,327000,334000.0,346000.0,357000,428000,443000
Sudeten 00051,Lunetten-Zuid,1979,148,100,210000.0,210000,244000.0,286000.0,298000,315000.0,316000.0,394000,480000,492000
Tholen 00051,Lunetten-Zuid,1983,145,82,158000.0,158000,202000.0,242000.0,256000,277000.0,296000.0,326000,371000,380000
Tirol 00051,Lunetten-Zuid,1984,0,49,100000.0,99000,99000.0,125000.0,146000,157000.0,168000.0,187000,235000,252000
Vesuvius 00051,Lunetten-Zuid,1984,137,96,175000.0,185000,191000.0,252000.0,280000,308000.0,335000.0,354000,436000,448000
Walcheren 00051,Lunetten-Zuid,1983,115,86,160000.0,160000,177000.0,214000.0,240000,265000.0,283000.0,311000,410000,378000
Westfalen 00051,Lunetten-Zuid,1983,202,82,237000.0,237000,267000.0,298000.0,313000,339000.0,360000.0,394000,459000,453000
Chathams 00052,Lunetten-Zuid,1985,127,79,180000.0,180000,203000.0,240000.0,257000,261000.0,270000.0,311000,359000,359000
Dolomieten 00052,Lunetten-Zuid,1977,0,119,164000.0,165000,180000.0,214000.0,255000,277000.0,321000.0,335000,361000,375000
Eifel 00052,Lunetten-Zuid,1979,163,102,185000.0,185000,244000.0,260000.0,290000,321000.0,345000.0,375000,433000,473000
Elzas 00052,Lunetten-Zuid,1982,0,110,198000.0,196000,186000.0,208000.0,235000,274000.0,298000.0,319000,383000,391000
Filipijnen 00052,Lunetten-Zuid,1985,175,94,242000.0,244000,259000.0,314000.0,339000,359000.0,396000.0,421000,481000,542000
Furkabaan 00052,Lunetten-Zuid,1983,0,40,91000.0,101000,101000.0,128000.0,149000,161000.0,172000.0,192000,217000,204000
Graafschap 00052,Lunetten-Zuid,1982,129,99,229000.0,229000,295000.0,314000.0,324000,371000.0,385000.0,415000,479000,448000
Henegouwen 00052,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Himalaya 00052,Lunetten-Zuid,1985,139,79,192000.0,192000,215000.0,252000.0,268000,273000.0,281000.0,323000,370000,376000
Lofoten 00052,Lunetten-Zuid,1979,0,126,195000.0,195000,223000.0,268000.0,288000,320000.0,347000.0,370000,447000,457000
Lombardije 00052,Lunetten-Zuid,1985,219,112,264000.0,265000,298000.0,298000.0,336000,347000.0,383000.0,412000,482000,514000
Lotharingen 00052,Lunetten-Zuid,1983,188,94,216000.0,216000,241000.0,300000.0,332000,382000.0,409000.0,452000,468000,533000
Normandië 00052,Lunetten-Zuid,1983,0,80,138000.0,137000,152000.0,160000.0,183000,240000.0,251000.0,257000,312000,295000
Provence 00052,Lunetten-Zuid,1983,0,94,149000.0,149000,157000.0,169000.0,204000,,260000.0,291000,355000,344000
Pyreneeën 00052,Lunetten-Zuid,1977,128,115,229000.0,229000,280000.0,299000.0,334000,359000.0,371000.0,382000,463000,466000
Shetlands 00052,Lunetten-Zuid,1977,0,116,166000.0,106000,120000.0,136000.0,159000,179000.0,197000.0,220000,241000,264000
Tholen 00052,Lunetten-Zuid,1983,126,82,183000.0,183000,212000.0,239000.0,253000,275000.0,294000.0,323000,379000,368000
Tirol 00052,Lunetten-Zuid,1984,108,88,175000.0,175000,181000.0,219000.0,240000,276000.0,283000.0,336000,431000,389000
Treek 00052,Lunetten-Zuid,1981,118,114,213000.0,213000,242000.0,292000.0,309000,365000.0,405000.0,411000,470000,433000
Vesuvius 00052,Lunetten-Zuid,1984,104,96,190000.0,130000,220000.0,237000.0,262000,294000.0,337000.0,351000,414000,412000
Walcheren 00052,Lunetten-Zuid,1983,112,87,162000.0,162000,173000.0,210000.0,244000,275000.0,293000.0,315000,414000,379000
Azoren 00053,Lunetten-Zuid,1979,145,126,215000.0,215000,242000.0,288000.0,307000,340000.0,367000.0,390000,467000,490000
Balearen 00053,Lunetten-Zuid,1978,0,263,194000.0,195000,199000.0,215000.0,254000,259000.0,292000.0,329000,384000,410000
Betuwe 00053,Lunetten-Zuid,1981,123,101,208000.0,208000,247000.0,269000.0,288000,332000.0,361000.0,368000,448000,411000
Dolomieten 00053,Lunetten-Zuid,1977,147,123,245000.0,245000,249000.0,300000.0,339000,328000.0,374000.0,393000,489000,493000
Elzas 00053,Lunetten-Zuid,1982,0,28,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,166000,172000
Filipijnen 00053,Lunetten-Zuid,1985,93,107,175000.0,177000,195000.0,260000.0,290000,310000.0,347000.0,371000,421000,420000
Graafschap 00053,Lunetten-Zuid,1981,0,30,64000.0,63000,67000.0,89000.0,101000,129000.0,140000.0,157000,178000,180000
Himalaya 00053,Lunetten-Zuid,1985,91,94,187000.0,170000,195000.0,218000.0,238000,275000.0,295000.0,328000,371000,371000
Jura 00053,Lunetten-Zuid,1979,147,140,226000.0,226000,265000.0,306000.0,317000,353000.0,396000.0,454000,504000,513000
Normandië 00053,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Pyreneeën 00053,Lunetten-Zuid,1978,204,140,243000.0,243000,311000.0,338000.0,342000,398000.0,439000.0,482000,589000,587000
Simplonbaan 00053,Lunetten-Zuid,1978,152,135,229000.0,230000,260000.0,313000.0,333000,,414000.0,431000,528000,518000
St.-Gotthard 00053,Lunetten-Zuid,1977,142,120,259000.0,260000,246000.0,296000.0,336000,325000.0,370000.0,390000,486000,487000
Sudeten 00053,Lunetten-Zuid,1979,162,140,229000.0,229000,266000.0,328000.0,343000,363000.0,381000.0,439000,505000,487000
Tholen 00053,Lunetten-Zuid,1983,145,82,186000.0,186000,224000.0,237000.0,261000,278000.0,300000.0,335000,367000,377000
Tirol 00053,Lunetten-Zuid,1984,0,49,100000.0,99000,99000.0,125000.0,146000,157000.0,168000.0,187000,235000,252000
Vesuvius 00053,Lunetten-Zuid,1984,132,96,196000.0,196000,227000.0,258000.0,291000,319000.0,355000.0,370000,451000,457000
Walcheren 00053,Lunetten-Zuid,1983,0,37,76000.0,75000,88000.0,112000.0,131000,137000.0,154000.0,164000,189000,205000
Betuwe 00054,Lunetten-Zuid,1981,138,99,216000.0,216000,256000.0,278000.0,297000,340000.0,369000.0,375000,458000,429000
Chathams 00054,Lunetten-Zuid,1985,154,79,208000.0,208000,232000.0,268000.0,328000,333000.0,344000.0,392000,451000,469000
Dolomieten 00054,Lunetten-Zuid,1977,0,112,158000.0,157000,171000.0,203000.0,241000,261000.0,304000.0,316000,350000,354000
Eifel 00054,Lunetten-Zuid,1979,157,145,209000.0,209000,277000.0,295000.0,308000,357000.0,394000.0,478000,517000,443000
Elzas 00054,Lunetten-Zuid,1982,0,110,198000.0,196000,186000.0,208000.0,235000,274000.0,298000.0,319000,383000,391000
Furkabaan 00054,Lunetten-Zuid,1983,0,40,91000.0,101000,101000.0,128000.0,149000,161000.0,172000.0,192000,217000,204000
Graafschap 00054,Lunetten-Zuid,1982,129,102,212000.0,212000,271000.0,288000.0,294000,336000.0,362000.0,375000,451000,419000
Henegouwen 00054,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Himalaya 00054,Lunetten-Zuid,1985,138,83,191000.0,191000,214000.0,251000.0,267000,272000.0,281000.0,322000,370000,375000
Jungfrau 00054,Lunetten-Zuid,1984,0,52,103000.0,102000,110000.0,157000.0,164000,190000.0,200000.0,220000,272000,261000
Jura 00054,Lunetten-Zuid,1979,141,133,205000.0,205000,264000.0,282000.0,299000,332000.0,361000.0,460000,488000,488000
Lofoten 00054,Lunetten-Zuid,1979,0,126,195000.0,195000,223000.0,268000.0,288000,320000.0,347000.0,370000,447000,457000
Lotharingen 00054,Lunetten-Zuid,1983,139,94,224000.0,224000,254000.0,329000.0,349000,379000.0,409000.0,457000,538000,504000
Normandië 00054,Lunetten-Zuid,1983,0,79,138000.0,137000,152000.0,160000.0,183000,218000.0,234000.0,311000,312000,293000
Provence 00054,Lunetten-Zuid,1983,0,100,167000.0,165000,172000.0,190000.0,220000,239000.0,267000.0,334000,361000,352000
Pyreneeën 00054,Lunetten-Zuid,1977,127,115,207000.0,207000,249000.0,280000.0,313000,334000.0,344000.0,354000,445000,453000
Shetlands 00054,Lunetten-Zuid,1977,0,45,102000.0,82000,99000.0,124000.0,145000,157000.0,168000.0,187000,214000,217000
Simplonbaan 00054,Lunetten-Zuid,1977,0,117,162000.0,163000,178000.0,211000.0,251000,272000.0,316000.0,330000,358000,369000
Tholen 00054,Lunetten-Zuid,1983,126,102,190000.0,190000,217000.0,247000.0,261000,284000.0,304000.0,335000,386000,427000
Tirol 00054,Lunetten-Zuid,1984,108,88,175000.0,175000,181000.0,219000.0,240000,276000.0,298000.0,336000,431000,389000
Treek 00054,Lunetten-Zuid,1981,119,101,214000.0,214000,243000.0,283000.0,310000,366000.0,406000.0,412000,466000,429000
Vesuvius 00054,Lunetten-Zuid,1984,125,105,194000.0,194000,258000.0,274000.0,275000,299000.0,340000.0,353000,463000,475000
Walcheren 00054,Lunetten-Zuid,1983,113,87,162000.0,162000,179000.0,216000.0,241000,272000.0,290000.0,312000,411000,377000
Westfalen 00054,Lunetten-Zuid,1983,242,82,228000.0,228000,254000.0,282000.0,295000,317000.0,336000.0,365000,421000,474000
Betuwe 00055,Lunetten-Zuid,1981,121,101,211000.0,211000,249000.0,271000.0,290000,334000.0,363000.0,370000,452000,414000
Chathams 00055,Lunetten-Zuid,1985,180,94,209000.0,210000,224000.0,274000.0,296000,314000.0,347000.0,367000,418000,469000
Dolomieten 00055,Lunetten-Zuid,1977,169,120,253000.0,254000,257000.0,308000.0,347000,336000.0,357000.0,395000,466000,501000
Eifel 00055,Lunetten-Zuid,1979,0,45,102000.0,102000,97000.0,133000.0,157000,176000.0,182000.0,201000,221000,231000
Elzas 00055,Lunetten-Zuid,1982,0,28,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,166000,172000
Filipijnen 00055,Lunetten-Zuid,1985,93,94,164000.0,166000,182000.0,232000.0,255000,273000.0,306000.0,328000,375000,376000
Graafschap 00055,Lunetten-Zuid,1981,0,30,64000.0,63000,67000.0,89000.0,101000,129000.0,140000.0,157000,178000,180000
Himalaya 00055,Lunetten-Zuid,1985,91,94,204000.0,209000,225000.0,226000.0,242000,272000.0,292000.0,328000,371000,371000
Jungfrau 00055,Lunetten-Zuid,1984,0,58,103000.0,102000,110000.0,157000.0,164000,194000.0,209000.0,224000,290000,270000
Jura 00055,Lunetten-Zuid,1979,143,140,242000.0,242000,276000.0,320000.0,334000,368000.0,355000.0,407000,479000,488000
Normandië 00055,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Orkaden 00055,Lunetten-Zuid,1978,136,115,234000.0,234000,280000.0,299000.0,337000,361000.0,373000.0,384000,468000,474000
Pyreneeën 00055,Lunetten-Zuid,1978,173,140,254000.0,255000,322000.0,328000.0,356000,414000.0,458000.0,460000,540000,550000
Simplonbaan 00055,Lunetten-Zuid,1978,166,130,229000.0,229000,258000.0,309000.0,328000,332000.0,354000.0,382000,465000,510000
St.-Gotthard 00055,Lunetten-Zuid,1977,148,128,246000.0,246000,296000.0,365000.0,376000,374000.0,421000.0,440000,503000,506000
Sudeten 00055,Lunetten-Zuid,1979,166,113,213000.0,213000,251000.0,292000.0,305000,321000.0,346000.0,390000,497000,511000
Tholen 00055,Lunetten-Zuid,1983,142,82,182000.0,182000,220000.0,235000.0,259000,276000.0,298000.0,333000,365000,374000
Tirol 00055,Lunetten-Zuid,1984,0,49,100000.0,99000,99000.0,125000.0,146000,157000.0,168000.0,187000,235000,252000
Vesuvius 00055,Lunetten-Zuid,1984,121,96,189000.0,189000,220000.0,251000.0,284000,312000.0,348000.0,363000,443000,445000
Walcheren 00055,Lunetten-Zuid,1983,0,36,74000.0,73000,72000.0,106000.0,111000,125000.0,140000.0,164000,193000,199000
Westfalen 00055,Lunetten-Zuid,1984,147,88,198000.0,198000,204000.0,239000.0,260000,295000.0,316000.0,353000,437000,427000
Betuwe 00056,Lunetten-Zuid,1981,133,99,213000.0,213000,253000.0,274000.0,294000,337000.0,366000.0,372000,455000,423000
Eifel 00056,Lunetten-Zuid,1979,150,102,185000.0,185000,240000.0,256000.0,286000,317000.0,341000.0,371000,428000,459000
Elzas 00056,Lunetten-Zuid,1982,0,101,157000.0,156000,169000.0,186000.0,227000,245000.0,283000.0,291000,341000,345000
Furkabaan 00056,Lunetten-Zuid,1983,0,80,138000.0,137000,152000.0,173000.0,183000,240000.0,251000.0,257000,303000,295000
Henegouwen 00056,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Himalaya 00056,Lunetten-Zuid,1985,210,79,205000.0,205000,231000.0,288000.0,304000,308000.0,317000.0,358000,418000,457000
Jungfrau 00056,Lunetten-Zuid,1984,0,58,103000.0,102000,107000.0,146000.0,177000,196000.0,226000.0,241000,293000,273000
Jura 00056,Lunetten-Zuid,1979,149,133,229000.0,229000,268000.0,305000.0,338000,370000.0,401000.0,454000,523000,513000
Lofoten 00056,Lunetten-Zuid,1979,0,126,204000.0,204000,211000.0,238000.0,265000,296000.0,335000.0,383000,447000,457000
Lombardije 00056,Lunetten-Zuid,1985,415,112,342000.0,343000,365000.0,364000.0,408000,422000.0,464000.0,499000,551000,638000
Lotharingen 00056,Lunetten-Zuid,1983,139,94,220000.0,220000,250000.0,322000.0,349000,379000.0,409000.0,457000,538000,504000
Normandië 00056,Lunetten-Zuid,1983,0,80,138000.0,137000,152000.0,160000.0,183000,240000.0,251000.0,257000,312000,295000
Provence 00056,Lunetten-Zuid,1983,0,96,149000.0,149000,,169000.0,193000,215000.0,241000.0,272000,322000,325000
Pyreneeën 00056,Lunetten-Zuid,1977,0,151,200000.0,172000,187000.0,211000.0,237000,261000.0,290000.0,324000,363000,354000
Seychellen 00056,Lunetten-Zuid,1985,162,94,199000.0,199000,226000.0,251000.0,301000,345000.0,356000.0,385000,452000,475000
Shetlands 00056,Lunetten-Zuid,1977,0,153,206000.0,172000,187000.0,211000.0,237000,261000.0,290000.0,324000,363000,354000
Simplonbaan 00056,Lunetten-Zuid,1977,0,117,162000.0,163000,,211000.0,251000,272000.0,316000.0,330000,358000,369000
Tholen 00056,Lunetten-Zuid,1983,127,82,184000.0,184000,212000.0,240000.0,254000,276000.0,294000.0,324000,380000,369000
Tirol 00056,Lunetten-Zuid,1984,108,88,184000.0,184000,190000.0,218000.0,239000,275000.0,297000.0,335000,430000,388000
Vesuvius 00056,Lunetten-Zuid,1984,120,96,190000.0,190000,231000.0,247000.0,272000,304000.0,347000.0,362000,424000,430000
Walcheren 00056,Lunetten-Zuid,1983,105,87,163000.0,163000,175000.0,212000.0,240000,270000.0,288000.0,310000,409000,372000
Westfalen 00056,Lunetten-Zuid,1983,158,85,201000.0,201000,230000.0,257000.0,271000,293000.0,312000.0,341000,398000,402000
Azoren 00057,Lunetten-Zuid,1979,184,127,218000.0,218000,253000.0,310000.0,353000,370000.0,389000.0,404000,490000,534000
Betuwe 00057,Lunetten-Zuid,1981,120,101,212000.0,212000,251000.0,282000.0,293000,337000.0,366000.0,372000,454000,416000
Chathams 00057,Lunetten-Zuid,1985,117,94,178000.0,194000,209000.0,259000.0,282000,300000.0,333000.0,355000,415000,414000
Eifel 00057,Lunetten-Zuid,1979,0,45,102000.0,102000,97000.0,133000.0,152000,172000.0,178000.0,197000,217000,227000
Elzas 00057,Lunetten-Zuid,1982,0,28,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,166000,172000
Filipijnen 00057,Lunetten-Zuid,1985,93,94,167000.0,168000,242000.0,245000.0,271000,289000.0,322000.0,344000,405000,392000
Graafschap 00057,Lunetten-Zuid,1981,0,30,64000.0,63000,67000.0,89000.0,101000,129000.0,140000.0,157000,178000,180000
Himalaya 00057,Lunetten-Zuid,1985,119,94,179000.0,180000,197000.0,246000.0,269000,287000.0,320000.0,342000,416000,416000
Jungfrau 00057,Lunetten-Zuid,1984,0,59,103000.0,102000,107000.0,146000.0,165000,185000.0,201000.0,219000,269000,261000
Normandië 00057,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Simplonbaan 00057,Lunetten-Zuid,1978,166,130,229000.0,229000,258000.0,308000.0,328000,332000.0,354000.0,382000,465000,510000
St.-Gotthard 00057,Lunetten-Zuid,1977,145,125,248000.0,248000,254000.0,306000.0,347000,336000.0,383000.0,404000,497000,503000
Sudeten 00057,Lunetten-Zuid,1979,167,134,240000.0,240000,275000.0,311000.0,343000,375000.0,405000.0,457000,543000,533000
Tholen 00057,Lunetten-Zuid,1983,143,86,171000.0,171000,197000.0,249000.0,251000,273000.0,296000.0,326000,371000,380000
Tirol 00057,Lunetten-Zuid,1984,0,49,100000.0,99000,99000.0,125000.0,146000,157000.0,168000.0,187000,235000,252000
Vesuvius 00057,Lunetten-Zuid,1984,106,101,232000.0,232000,250000.0,267000.0,301000,329000.0,330000.0,396000,478000,459000
Walcheren 00057,Lunetten-Zuid,1983,0,32,76000.0,75000,77000.0,97000.0,114000,150000.0,157000.0,147000,197000,199000
Westfalen 00057,Lunetten-Zuid,1984,136,88,193000.0,183000,199000.0,238000.0,257000,281000.0,303000.0,342000,431000,406000
Betuwe 00058,Lunetten-Zuid,1981,133,99,213000.0,209000,238000.0,260000.0,279000,323000.0,351000.0,357000,426000,410000
Eifel 00058,Lunetten-Zuid,1979,157,100,195000.0,195000,258000.0,294000.0,323000,359000.0,372000.0,389000,428000,464000
Elzas 00058,Lunetten-Zuid,1982,0,101,198000.0,196000,186000.0,208000.0,235000,274000.0,298000.0,319000,368000,360000
Filipijnen 00058,Lunetten-Zuid,1985,172,94,210000.0,215000,229000.0,279000.0,294000,324000.0,344000.0,380000,422000,466000
Furkabaan 00058,Lunetten-Zuid,1983,0,80,138000.0,137000,152000.0,160000.0,183000,240000.0,251000.0,257000,303000,295000
Henegouwen 00058,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Jura 00058,Lunetten-Zuid,1979,147,132,209000.0,209000,268000.0,286000.0,303000,336000.0,365000.0,461000,493000,493000
Lofoten 00058,Lunetten-Zuid,1979,120,135,208000.0,208000,239000.0,269000.0,299000,336000.0,364000.0,403000,493000,484000
Lombardije 00058,Lunetten-Zuid,1985,330,112,289000.0,290000,303000.0,319000.0,356000,367000.0,403000.0,433000,501000,568000
Lotharingen 00058,Lunetten-Zuid,1983,163,131,208000.0,208000,233000.0,292000.0,360000,391000.0,420000.0,468000,549000,530000
Normandië 00058,Lunetten-Zuid,1983,0,85,138000.0,137000,147000.0,176000.0,187000,237000.0,255000.0,303000,327000,295000
Provence 00058,Lunetten-Zuid,1983,0,28,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,166000,172000
Pyreneeën 00058,Lunetten-Zuid,1977,0,116,166000.0,106000,120000.0,136000.0,159000,179000.0,197000.0,220000,241000,264000
Seychellen 00058,Lunetten-Zuid,1985,103,94,,207000,240000.0,240000.0,245000,276000.0,294000.0,332000,379000,386000
Simplonbaan 00058,Lunetten-Zuid,1977,143,115,243000.0,243000,293000.0,311000.0,347000,371000.0,383000.0,394000,479000,488000
Tholen 00058,Lunetten-Zuid,1983,118,82,184000.0,184000,214000.0,241000.0,253000,275000.0,294000.0,345000,380000,365000
Tirol 00058,Lunetten-Zuid,1984,108,88,175000.0,175000,181000.0,219000.0,240000,276000.0,298000.0,336000,431000,389000
Treek 00058,Lunetten-Zuid,1981,120,101,177000.0,177000,201000.0,260000.0,273000,301000.0,326000.0,354000,419000,399000
Vesuvius 00058,Lunetten-Zuid,1984,150,101,194000.0,194000,211000.0,271000.0,304000,320000.0,350000.0,378000,472000,490000
Walcheren 00058,Lunetten-Zuid,1983,0,87,159000.0,159000,,211000.0,240000,271000.0,289000.0,311000,410000,373000
Westfalen 00058,Lunetten-Zuid,1984,154,82,200000.0,200000,195000.0,255000.0,269000,279000.0,296000.0,339000,395000,397000
Betuwe 00059,Lunetten-Zuid,1981,188,101,256000.0,257000,298000.0,322000.0,344000,392000.0,425000.0,432000,504000,510000
Chathams 00059,Lunetten-Zuid,1985,111,94,174000.0,189000,191000.0,241000.0,267000,285000.0,318000.0,362000,427000,424000
Dolomieten 00059,Lunetten-Zuid,1977,168,115,249000.0,249000,280000.0,317000.0,351000,376000.0,388000.0,399000,483000,509000
Eifel 00059,Lunetten-Zuid,1979,0,118,194000.0,195000,199000.0,215000.0,255000,259000.0,293000.0,330000,384000,410000
Filipijnen 00059,Lunetten-Zuid,1985,93,97,162000.0,163000,180000.0,230000.0,266000,284000.0,317000.0,339000,404000,391000
Graafschap 00059,Lunetten-Zuid,1981,0,30,64000.0,63000,67000.0,89000.0,101000,129000.0,140000.0,157000,178000,180000
Jungfrau 00059,Lunetten-Zuid,1984,0,52,103000.0,102000,107000.0,146000.0,165000,185000.0,214000.0,230000,267000,257000
Normandië 00059,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Orkaden 00059,Lunetten-Zuid,1978,163,91,244000.0,244000,309000.0,315000.0,323000,378000.0,420000.0,462000,533000,542000
Pyreneeën 00059,Lunetten-Zuid,1978,162,125,258000.0,259000,263000.0,316000.0,357000,345000.0,393000.0,413000,506000,524000
Simplonbaan 00059,Lunetten-Zuid,1978,145,125,243000.0,243000,281000.0,302000.0,336000,373000.0,390000.0,407000,496000,502000
St.-Gotthard 00059,Lunetten-Zuid,1977,151,125,252000.0,253000,257000.0,309000.0,350000,339000.0,386000.0,407000,500000,509000
Sudeten 00059,Lunetten-Zuid,1979,159,134,236000.0,236000,273000.0,309000.0,341000,372000.0,402000.0,454000,535000,524000
Tholen 00059,Lunetten-Zuid,1983,130,82,188000.0,188000,214000.0,241000.0,255000,276000.0,295000.0,325000,381000,371000
Tirol 00059,Lunetten-Zuid,1984,152,132,261000.0,262000,312000.0,326000.0,387000,414000.0,434000.0,475000,549000,557000
Vesuvius 00059,Lunetten-Zuid,1984,168,97,182000.0,182000,223000.0,268000.0,300000,317000.0,333000.0,356000,418000,455000
Walcheren 00059,Lunetten-Zuid,1983,0,36,74000.0,73000,72000.0,106000.0,111000,125000.0,140000.0,164000,193000,199000
Westfalen 00059,Lunetten-Zuid,1984,136,88,191000.0,191000,197000.0,232000.0,253000,288000.0,309000.0,325000,443000,415000
Ardennen 00060,Lunetten-Zuid,1977,0,151,167000.0,166000,175000.0,207000.0,238000,265000.0,298000.0,337000,359000,422000
Betuwe 00060,Lunetten-Zuid,1981,133,99,216000.0,216000,256000.0,278000.0,298000,341000.0,369000.0,376000,459000,428000
Eifel 00060,Lunetten-Zuid,1979,157,124,215000.0,215000,273000.0,329000.0,365000,381000.0,409000.0,434000,501000,511000
Elzas 00060,Lunetten-Zuid,1982,0,110,198000.0,196000,186000.0,208000.0,235000,274000.0,298000.0,319000,383000,391000
Filipijnen 00060,Lunetten-Zuid,1985,113,98,179000.0,180000,196000.0,246000.0,269000,287000.0,320000.0,342000,417000,414000
Furkabaan 00060,Lunetten-Zuid,1983,0,79,138000.0,137000,152000.0,161000.0,185000,220000.0,236000.0,281000,314000,296000
Henegouwen 00060,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Jungfrau 00060,Lunetten-Zuid,1984,0,34,82000.0,81000,82000.0,117000.0,130000,146000.0,162000.0,169000,208000,204000
Jura 00060,Lunetten-Zuid,1979,132,96,198000.0,198000,243000.0,273000.0,302000,353000.0,382000.0,386000,407000,432000
Lofoten 00060,Lunetten-Zuid,1979,135,100,168000.0,168000,199000.0,256000.0,268000,286000.0,286000.0,326000,408000,428000
Lombardije 00060,Lunetten-Zuid,1985,208,112,264000.0,265000,278000.0,294000.0,331000,342000.0,378000.0,408000,478000,506000
Oeral 00060,Lunetten-Zuid,1980,0,95,159000.0,158000,170000.0,204000.0,217000,273000.0,292000.0,346000,357000,357000
Provence 00060,Lunetten-Zuid,1983,0,28,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,166000,172000
Pyreneeën 00060,Lunetten-Zuid,1977,0,45,102000.0,82000,99000.0,124000.0,145000,157000.0,168000.0,187000,214000,217000
Seychellen 00060,Lunetten-Zuid,1985,103,94,,212000,248000.0,249000.0,254000,285000.0,303000.0,332000,379000,386000
Simplonbaan 00060,Lunetten-Zuid,1977,127,121,209000.0,211000,234000.0,273000.0,300000,304000.0,325000.0,352000,433000,458000
Tholen 00060,Lunetten-Zuid,1983,120,82,179000.0,179000,208000.0,235000.0,255000,277000.0,296000.0,326000,383000,369000
Tirol 00060,Lunetten-Zuid,1984,113,88,178000.0,178000,184000.0,222000.0,243000,279000.0,301000.0,340000,434000,394000
Treek 00060,Lunetten-Zuid,1981,153,118,230000.0,230000,269000.0,304000.0,336000,375000.0,432000.0,461000,495000,479000
Vesuvius 00060,Lunetten-Zuid,1979,156,101,203000.0,203000,217000.0,277000.0,311000,326000.0,356000.0,384000,480000,502000
Walcheren 00060,Lunetten-Zuid,1983,0,87,159000.0,159000,,207000.0,236000,267000.0,285000.0,307000,406000,368000
Westfalen 00060,Lunetten-Zuid,1984,150,82,204000.0,204000,232000.0,260000.0,274000,296000.0,314000.0,344000,401000,400000
Chathams 00061,Lunetten-Zuid,1985,110,94,173000.0,174000,191000.0,241000.0,263000,281000.0,315000.0,350000,410000,406000
Filipijnen 00061,Lunetten-Zuid,1985,93,94,162000.0,163000,180000.0,230000.0,252000,270000.0,303000.0,325000,399000,386000
Graafschap 00061,Lunetten-Zuid,1981,0,30,64000.0,63000,67000.0,89000.0,101000,129000.0,140000.0,157000,178000,180000
Lofoten 00061,Lunetten-Zuid,1978,144,140,217000.0,217000,254000.0,300000.0,308000,344000.0,387000.0,450000,498000,506000
Normandië 00061,Lunetten-Zuid,1983,0,26,68000.0,67000,64000.0,83000.0,95000,120000.0,128000.0,141000,160000,161000
Simplonbaan 00061,Lunetten-Zuid,1977,115,125,206000.0,206000,236000.0,289000.0,309000,313000.0,336000.0,372000,445000,454000
Sudeten 00061,Lunetten-Zuid,1979,159,133,235000.0,235000,271000.0,307000.0,339000,371000.0,401000.0,453000,533000,522000
Tholen 00061,Lunetten-Zuid,1983,117,82,166000.0,166000,204000.0,219000.0,243000,260000.0,281000.0,316000,349000,346000
Tirol 00061,Lunetten-Zuid,1984,181,132,285000.0,286000,326000.0,320000.0,367000,392000.0,431000.0,449000,531000,556000
Vogezen 00061,Lunetten-Zuid,1978,0,155,151000.0,151000,167000.0,194000.0,223000,248000.0,279000.0,315000,347000,348000
Walcheren 00061,Lunetten-Zuid,1983,0,65,112000.0,111000,122000.0,141000.0,177000,203000.0,227000.0,251000,310000,288000
Westfalen 00061,Lunetten-Zuid,1984,147,88,198000.0,198000,204000.0,237000.0,256000,291000.0,313000.0,350000,447000,423000
Ardennen 00062,Lunetten-Zuid,1977,0,65,123000.0,106000,120000.0,136000.0,159000,179000.0,197000.0,220000,241000,264000
Betuwe 00062,Lunetten-Zuid,1981,168,124,230000.0,230000,270000.0,291000.0,311000,354000.0,383000.0,389000,515000,513000
Eifel 00062,Lunetten-Zuid,1979,145,100,189000.0,189000,252000.0,289000.0,318000,353000.0,367000.0,384000,422000,451000
