address,bouwjaar,grondoppervlakte,oppervlakte,woz_2014,woz_2015,woz_2016,woz_2017,woz_2018,woz_2019,woz_2020,woz_2021,woz_2022,woz_2023
Rijnlaan 00021,1996,0.0,98,200000.0,198000.0,205000.0,245000.0,263000.0,289000.0,331000.0,367000.0,436000.0,421000.0
Roerstraat 00021,1992,0.0,79,168000.0,167000.0,173000.0,200000.0,231000.0,261000.0,285000.0,323000.0,379000.0,369000.0
Runstraat 00021,1933,101.0,91,215000.0,215000.0,280000.0,314000.0,321000.0,363000.0,387000.0,483000.0,551000.0,496000.0
Scheldestraat 00021,1930,0.0,77,190000.0,191000.0,231000.0,241000.0,331000.0,331000.0,345000.0,420000.0,484000.0,440000.0
Scheldestraat 21-BS,1930,0.0,100,233000.0,234000.0,241000.0,273000.0,325000.0,352000.0,352000.0,401000.0,489000.0,507000.0
Schipbeekstraat 00021,1919,144.0,88,198000.0,198000.0,248000.0,256000.0,283000.0,321000.0,361000.0,403000.0,536000.0,501000.0
Socrateslaan 00021,1933,75.0,102,201000.0,201000.0,259000.0,268000.0,352000.0,365000.0,396000.0,444000.0,521000.0,501000.0
Spaarnestraat 00021,1919,0.0,88,199000.0,199000.0,227000.0,260000.0,287000.0,325000.0,364000.0,407000.0,543000.0,508000.0
Spuistraat 00021,1919,75.0,64,152000.0,168000.0,173000.0,200000.0,248000.0,301000.0,323000.0,381000.0,409000.0,425000.0
Vlisthof 00021,1992,0.0,69,169000.0,167000.0,183000.0,191000.0,226000.0,253000.0,277000.0,300000.0,385000.0,380000.0
Volkerakstraat 00021,1931,48.0,80,204000.0,204000.0,232000.0,296000.0,342000.0,356000.0,390000.0,403000.0,385000.0,384000.0
Waalstraat 00021,1934,105.0,90,236000.0,236000.0,282000.0,345000.0,356000.0,378000.0,385000.0,449000.0,525000.0,547000.0
Wielingenplein 00021,1934,102.0,102,287000.0,288000.0,336000.0,387000.0,427000.0,442000.0,473000.0,545000.0,620000.0,601000.0
Zijpestraat 00021,1996,0.0,90,196000.0,197000.0,202000.0,240000.0,277000.0,294000.0,321000.0,336000.0,418000.0,392000.0
Zuiderzeestraat 00021,1919,122.0,79,218000.0,218000.0,229000.0,253000.0,280000.0,316000.0,348000.0,411000.0,457000.0,472000.0
Rijnlaan 0021A,1996,0.0,98,200000.0,198000.0,208000.0,249000.0,270000.0,296000.0,338000.0,374000.0,443000.0,428000.0
Amaliastraat 00022,1904,95.0,75,241000.0,241000.0,254000.0,306000.0,298000.0,360000.0,366000.0,391000.0,567000.0,502000.0
Amstelstraat 00022,1999,0.0,100,226000.0,231000.0,233000.0,253000.0,280000.0,316000.0,346000.0,404000.0,556000.0,546000.0
Beerzestraat 00022,1919,62.0,69,169000.0,169000.0,175000.0,191000.0,211000.0,238000.0,266000.0,318000.0,405000.0,416000.0
Berkelstraat 00022,1919,100.0,44,238000.0,238000.0,290000.0,303000.0,335000.0,340000.0,375000.0,411000.0,292000.0,373000.0
Croesestraat 00022,1906,0.0,70,203000.0,204000.0,239000.0,230000.0,300000.0,348000.0,351000.0,394000.0,416000.0,446000.0
Croesestraat 22-BS,1906,0.0,102,200000.0,201000.0,220000.0,315000.0,348000.0,396000.0,430000.0,435000.0,511000.0,493000.0
Diezestraat 00022,1926,98.0,63,185000.0,185000.0,223000.0,214000.0,333000.0,371000.0,377000.0,426000.0,461000.0,453000.0
Dinkelstraat 00022,1982,0.0,28,100000.0,92000.0,102000.0,106000.0,120000.0,134000.0,145000.0,161000.0,192000.0,218000.0
Dollardstraat 00022,1996,0.0,84,200000.0,198000.0,204000.0,280000.0,280000.0,323000.0,350000.0,331000.0,428000.0,420000.0
Eemstraat 00022,1982,0.0,28,100000.0,101000.0,102000.0,106000.0,120000.0,134000.0,145000.0,161000.0,192000.0,218000.0
Geleenstraat 00022,1919,82.0,69,162000.0,162000.0,169000.0,196000.0,232000.0,264000.0,289000.0,346000.0,431000.0,402000.0
Geulstraat 00022,1919,73.0,69,151000.0,151000.0,158000.0,186000.0,221000.0,253000.0,278000.0,340000.0,419000.0,390000.0
Giessenplein 00022,1990,0.0,70,158000.0,157000.0,178000.0,199000.0,243000.0,266000.0,293000.0,321000.0,388000.0,385000.0
Gouwestraat 00022,1919,84.0,69,157000.0,157000.0,166000.0,193000.0,230000.0,262000.0,287000.0,350000.0,437000.0,407000.0
Grebbestraat 00022,1996,0.0,71,182000.0,180000.0,196000.0,230000.0,266000.0,288000.0,323000.0,361000.0,375000.0,351000.0
Hoendiepstraat 00022,1931,135.0,83,289000.0,290000.0,357000.0,430000.0,471000.0,475000.0,521000.0,525000.0,646000.0,644000.0
Hunzestraat 00022,1984,0.0,45,138000.0,137000.0,141000.0,144000.0,166000.0,184000.0,194000.0,216000.0,253000.0,243000.0
IJsselstraat 00022,1919,132.0,63,179000.0,179000.0,213000.0,258000.0,411000.0,339000.0,367000.0,394000.0,491000.0,478000.0
Jutfaseweg 00022,1914,0.0,113,276000.0,274000.0,324000.0,350000.0,436000.0,489000.0,527000.0,532000.0,618000.0,495000.0
Lingestraat 00022,1919,0.0,106,349000.0,223000.0,260000.0,403000.0,444000.0,446000.0,491000.0,588000.0,520000.0,497000.0
Maasstraat 00022,1979,111.0,111,225000.0,227000.0,233000.0,286000.0,315000.0,357000.0,397000.0,476000.0,499000.0,524000.0
Merwedestraat 00022,1919,95.0,69,169000.0,169000.0,175000.0,201000.0,239000.0,268000.0,293000.0,354000.0,448000.0,418000.0
Nieuwravenstraat 00022,1930,0.0,68,162000.0,163000.0,178000.0,204000.0,249000.0,274000.0,302000.0,330000.0,401000.0,390000.0
Nieuwravenstraat 22-BS,1930,0.0,57,155000.0,156000.0,161000.0,196000.0,199000.0,226000.0,236000.0,263000.0,329000.0,316000.0
Nieuwravenstraat 22-BSA,1930,0.0,57,155000.0,156000.0,161000.0,204000.0,253000.0,265000.0,277000.0,308000.0,357000.0,360000.0
Reggestraat 00022,1919,99.0,77,207000.0,207000.0,247000.0,320000.0,358000.0,397000.0,431000.0,438000.0,495000.0,472000.0
Reitdiepstraat 00022,1955,0.0,76,58000.0,57000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Reitdiepstraat 022-1,1955,0.0,76,58000.0,58000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Reitdiepstraat 22-1A,1955,0.0,76,58000.0,58000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Rijnlaan 00022,1928,90.0,103,214000.0,214000.0,298000.0,261000.0,288000.0,324000.0,355000.0,410000.0,543000.0,548000.0
Roerstraat 00022,1992,0.0,79,168000.0,167000.0,173000.0,200000.0,231000.0,261000.0,285000.0,323000.0,379000.0,369000.0
Runstraat 00022,1933,102.0,90,192000.0,192000.0,251000.0,271000.0,300000.0,337000.0,376000.0,487000.0,543000.0,501000.0
Scheldestraat 00022,1996,0.0,113,232000.0,230000.0,260000.0,314000.0,354000.0,394000.0,406000.0,427000.0,510000.0,501000.0
Schipbeekstraat 00022,1980,124.0,118,209000.0,209000.0,251000.0,282000.0,323000.0,370000.0,408000.0,456000.0,545000.0,547000.0
Socrateslaan 00022,1933,114.0,128,251000.0,252000.0,296000.0,319000.0,353000.0,406000.0,429000.0,446000.0,579000.0,625000.0
Spaarnestraat 00022,1919,152.0,88,200000.0,200000.0,227000.0,258000.0,285000.0,322000.0,362000.0,404000.0,541000.0,506000.0
Vlisthof 00022,1992,0.0,59,151000.0,150000.0,161000.0,164000.0,201000.0,217000.0,237000.0,264000.0,356000.0,365000.0
Volkerakstraat 00022,1931,92.0,95,228000.0,228000.0,266000.0,292000.0,365000.0,394000.0,419000.0,442000.0,531000.0,482000.0
Waalstraat 00022,1980,98.0,111,216000.0,218000.0,225000.0,277000.0,306000.0,348000.0,388000.0,467000.0,485000.0,509000.0
Westravenstraat 00022,1926,100.0,90,187000.0,168000.0,224000.0,272000.0,333000.0,357000.0,388000.0,418000.0,457000.0,495000.0
Wielingenplein 00022,1934,102.0,99,265000.0,266000.0,314000.0,378000.0,418000.0,432000.0,462000.0,535000.0,613000.0,588000.0
Zuiderzeestraat 00022,1919,0.0,83,218000.0,218000.0,213000.0,237000.0,262000.0,300000.0,330000.0,395000.0,437000.0,446000.0
Amstelstraat 0022A,1999,0.0,100,226000.0,252000.0,235000.0,254000.0,281000.0,318000.0,347000.0,405000.0,558000.0,548000.0
Eemstraat 0022A,1982,0.0,28,100000.0,101000.0,102000.0,106000.0,116000.0,129000.0,141000.0,157000.0,188000.0,214000.0
Alblasstraat 00023,1931,121.0,80,217000.0,217000.0,291000.0,342000.0,383000.0,401000.0,435000.0,483000.0,552000.0,552000.0
Amaliastraat 00023,1904,77.0,98,246000.0,246000.0,276000.0,365000.0,351000.0,434000.0,441000.0,458000.0,554000.0,535000.0
Amstelstraat 00023,1999,0.0,100,226000.0,229000.0,,231000.0,255000.0,294000.0,324000.0,381000.0,519000.0,509000.0
Beerzestraat 00023,1931,0.0,71,179000.0,180000.0,214000.0,212000.0,297000.0,297000.0,318000.0,369000.0,411000.0,379000.0
Berkelstraat 00023,1919,99.0,84,209000.0,209000.0,246000.0,335000.0,362000.0,393000.0,431000.0,445000.0,513000.0,490000.0
Croesestraat 00023,1906,86.0,70,226000.0,226000.0,286000.0,299000.0,292000.0,349000.0,353000.0,407000.0,493000.0,465000.0
Diezestraat 00023,1992,0.0,96,217000.0,188000.0,190000.0,199000.0,279000.0,297000.0,325000.0,351000.0,414000.0,413000.0
Dinkelstraat 00023,1982,111.0,131,246000.0,264000.0,267000.0,261000.0,303000.0,401000.0,407000.0,479000.0,515000.0,486000.0
Dollardstraat 00023,1996,120.0,91,216000.0,216000.0,227000.0,238000.0,367000.0,408000.0,415000.0,469000.0,544000.0,535000.0
Dommelstraat 00023,1980,0.0,91,,192000.0,193000.0,209000.0,241000.0,267000.0,292000.0,303000.0,366000.0,330000.0
Geleenstraat 00023,1919,75.0,64,153000.0,152000.0,156000.0,198000.0,245000.0,298000.0,323000.0,381000.0,409000.0,425000.0
Geulstraat 00023,1919,89.0,69,162000.0,162000.0,169000.0,196000.0,232000.0,264000.0,289000.0,350000.0,440000.0,411000.0
Giessenplein 00023,1990,0.0,70,169000.0,167000.0,189000.0,199000.0,243000.0,266000.0,293000.0,315000.0,361000.0,366000.0
Gouwestraat 00023,1919,60.0,64,145000.0,145000.0,152000.0,196000.0,215000.0,247000.0,272000.0,391000.0,470000.0,397000.0
Grevelingenstraat 00023,2009,110.0,122,298000.0,299000.0,281000.0,424000.0,506000.0,535000.0,553000.0,555000.0,654000.0,699000.0
Hoendiepstraat 00023,1926,100.0,109,207000.0,207000.0,246000.0,298000.0,329000.0,356000.0,430000.0,521000.0,575000.0,597000.0
Hunzestraat 00023,1919,98.0,160,276000.0,176000.0,369000.0,434000.0,468000.0,496000.0,548000.0,611000.0,691000.0,687000.0
IJsselstraat 00023,1919,0.0,63,161000.0,161000.0,192000.0,237000.0,390000.0,318000.0,346000.0,373000.0,456000.0,444000.0
Jutfaseweg 00023,1914,0.0,80,176000.0,177000.0,208000.0,238000.0,290000.0,319000.0,353000.0,386000.0,435000.0,402000.0
Lekplantsoen 00023,2005,139.0,169,355000.0,356000.0,368000.0,406000.0,459000.0,590000.0,635000.0,686000.0,787000.0,960000.0
Lingestraat 00023,1999,0.0,84,164000.0,165000.0,167000.0,185000.0,216000.0,235000.0,256000.0,285000.0,390000.0,384000.0
Merwedestraat 00023,1928,81.0,72,195000.0,195000.0,227000.0,237000.0,283000.0,318000.0,347000.0,370000.0,427000.0,427000.0
Mijdrechtstraat 00023,1937,87.0,91,240000.0,240000.0,282000.0,307000.0,350000.0,417000.0,447000.0,465000.0,536000.0,493000.0
Nieuwravenstraat 00023,1930,0.0,54,153000.0,154000.0,174000.0,189000.0,225000.0,251000.0,264000.0,301000.0,371000.0,356000.0
Nieuwravenstraat 23-BS,1930,0.0,57,155000.0,156000.0,161000.0,204000.0,224000.0,235000.0,245000.0,272000.0,329000.0,316000.0
Nieuwravenstraat 23-BSA,1930,0.0,57,155000.0,156000.0,161000.0,205000.0,226000.0,237000.0,247000.0,274000.0,331000.0,333000.0
Noordzeestraat 00023,1927,62.0,86,183000.0,183000.0,222000.0,281000.0,316000.0,344000.0,357000.0,415000.0,441000.0,464000.0
Peizerdiep 00023,2023,116.0,147,,,,,,,,,,395000.0
Reggestraat 00023,1919,99.0,85,220000.0,220000.0,265000.0,348000.0,390000.0,434000.0,472000.0,470000.0,508000.0,501000.0
Reitdiepstraat 00023,2006,0.0,82,177000.0,175000.0,237000.0,257000.0,346000.0,364000.0,384000.0,362000.0,451000.0,419000.0
Rijnlaan 00023,1996,0.0,98,200000.0,198000.0,205000.0,244000.0,268000.0,294000.0,336000.0,372000.0,422000.0,426000.0
Roerstraat 00023,1992,0.0,61,150000.0,140000.0,145000.0,165000.0,190000.0,215000.0,235000.0,265000.0,333000.0,324000.0
Runstraat 00023,1933,102.0,90,233000.0,233000.0,299000.0,305000.0,329000.0,369000.0,393000.0,489000.0,545000.0,503000.0
Scheldestraat 00023,1919,82.0,70,146000.0,146000.0,154000.0,183000.0,219000.0,252000.0,278000.0,355000.0,433000.0,406000.0
Schipbeekstraat 00023,1919,139.0,88,197000.0,197000.0,244000.0,253000.0,279000.0,318000.0,357000.0,400000.0,531000.0,496000.0
Socrateslaan 00023,1933,72.0,100,197000.0,197000.0,252000.0,260000.0,305000.0,318000.0,358000.0,400000.0,516000.0,455000.0
Spaarnestraat 00023,1919,0.0,88,202000.0,202000.0,237000.0,269000.0,297000.0,335000.0,374000.0,417000.0,562000.0,527000.0
Spuistraat 00023,1919,76.0,69,154000.0,154000.0,163000.0,190000.0,227000.0,258000.0,283000.0,345000.0,426000.0,397000.0
Vlisthof 00023,1992,0.0,59,151000.0,150000.0,161000.0,164000.0,201000.0,217000.0,237000.0,264000.0,356000.0,365000.0
Volkerakstraat 00023,1931,76.0,88,203000.0,203000.0,239000.0,293000.0,337000.0,350000.0,341000.0,351000.0,434000.0,451000.0
Waalstraat 00023,1934,94.0,90,229000.0,229000.0,276000.0,339000.0,350000.0,372000.0,379000.0,442000.0,513000.0,534000.0
Westravenstraat 00023,1920,48.0,65,162000.0,162000.0,206000.0,243000.0,252000.0,291000.0,285000.0,326000.0,442000.0,378000.0
Wielingenplein 00023,1934,102.0,97,264000.0,265000.0,309000.0,372000.0,411000.0,425000.0,455000.0,527000.0,607000.0,589000.0
Zijpestraat 00023,1996,0.0,90,209000.0,210000.0,202000.0,222000.0,265000.0,290000.0,307000.0,332000.0,418000.0,395000.0
Zuiderzeestraat 00023,1919,118.0,79,214000.0,214000.0,221000.0,245000.0,270000.0,305000.0,336000.0,396000.0,453000.0,451000.0
Rijnlaan 0023A,1996,0.0,98,200000.0,198000.0,205000.0,244000.0,266000.0,292000.0,334000.0,370000.0,439000.0,424000.0
Amaliastraat 00024,1904,94.0,112,195000.0,195000.0,380000.0,387000.0,402000.0,523000.0,531000.0,568000.0,715000.0,680000.0
Amstelstraat 00024,1999,0.0,100,226000.0,241000.0,224000.0,243000.0,269000.0,307000.0,336000.0,394000.0,540000.0,529000.0
Beerzestraat 00024,1919,79.0,93,203000.0,203000.0,246000.0,256000.0,270000.0,280000.0,309000.0,332000.0,505000.0,471000.0
Berkelstraat 00024,1919,104.0,85,241000.0,241000.0,293000.0,306000.0,338000.0,343000.0,378000.0,414000.0,513000.0,506000.0
Croesestraat 24-BS,1904,108.0,102,,,,,,,,496000.0,592000.0,561000.0
Diezestraat 00024,1926,102.0,73,196000.0,196000.0,240000.0,230000.0,358000.0,398000.0,405000.0,455000.0,490000.0,482000.0
Dinkelstraat 00024,1982,0.0,55,133000.0,134000.0,145000.0,154000.0,177000.0,188000.0,206000.0,229000.0,298000.0,310000.0
Dollardstraat 00024,1996,0.0,84,210000.0,208000.0,204000.0,276000.0,295000.0,339000.0,366000.0,346000.0,452000.0,444000.0
Eemstraat 00024,1982,0.0,52,133000.0,134000.0,145000.0,154000.0,177000.0,188000.0,206000.0,229000.0,289000.0,293000.0
Geleenstraat 00024,1919,164.0,69,163000.0,163000.0,170000.0,197000.0,233000.0,265000.0,290000.0,394000.0,524000.0,494000.0
Geulstraat 00024,1919,74.0,69,152000.0,152000.0,159000.0,186000.0,222000.0,253000.0,278000.0,340000.0,421000.0,391000.0
Giessenplein 00024,1990,0.0,70,169000.0,167000.0,189000.0,199000.0,247000.0,270000.0,297000.0,325000.0,392000.0,385000.0
Gouwestraat 00024,1919,130.0,69,182000.0,182000.0,192000.0,216000.0,255000.0,287000.0,312000.0,380000.0,490000.0,460000.0
Grebbestraat 00024,1996,0.0,71,182000.0,180000.0,196000.0,231000.0,266000.0,296000.0,323000.0,361000.0,375000.0,351000.0
Hoendiepstraat 00024,1931,119.0,110,236000.0,236000.0,261000.0,284000.0,334000.0,453000.0,465000.0,480000.0,605000.0,588000.0
Hunzestraat 00024,1984,0.0,55,154000.0,153000.0,158000.0,175000.0,201000.0,224000.0,237000.0,264000.0,280000.0,268000.0
IJsselstraat 00024,1919,124.0,70,180000.0,180000.0,207000.0,253000.0,405000.0,334000.0,361000.0,423000.0,500000.0,492000.0
Jutfaseweg 00024,1915,0.0,90,214000.0,215000.0,239000.0,308000.0,337000.0,379000.0,409000.0,413000.0,552000.0,455000.0
Lingestraat 00024,1919,0.0,107,278000.0,178000.0,334000.0,334000.0,397000.0,431000.0,470000.0,549000.0,533000.0,484000.0
Maasstraat 00024,1979,93.0,111,214000.0,215000.0,222000.0,274000.0,303000.0,345000.0,385000.0,464000.0,478000.0,503000.0
Merwedestraat 00024,1919,95.0,69,165000.0,165000.0,172000.0,199000.0,235000.0,268000.0,293000.0,354000.0,448000.0,418000.0
Mijdrechtstraat 00024,1934,27.0,42,121000.0,120000.0,154000.0,175000.0,163000.0,190000.0,206000.0,234000.0,270000.0,282000.0
Nieuwravenstraat 00024,1930,0.0,68,162000.0,163000.0,184000.0,216000.0,261000.0,286000.0,315000.0,343000.0,403000.0,412000.0
Nieuwravenstraat 24-BS,1930,0.0,57,147000.0,148000.0,153000.0,196000.0,216000.0,226000.0,236000.0,263000.0,329000.0,316000.0
Nieuwravenstraat 24-BSA,1930,0.0,66,155000.0,156000.0,161000.0,245000.0,259000.0,271000.0,282000.0,314000.0,382000.0,373000.0
Reggestraat 00024,1919,107.0,77,215000.0,215000.0,257000.0,331000.0,371000.0,412000.0,446000.0,443000.0,503000.0,480000.0
Reitdiepstraat 00024,1955,0.0,76,58000.0,58000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Reitdiepstraat 024-1,1955,0.0,76,58000.0,58000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Rijnlaan 00024,1935,0.0,91,163000.0,164000.0,209000.0,226000.0,277000.0,294000.0,296000.0,328000.0,385000.0,441000.0
Roerstraat 00024,1992,0.0,70,159000.0,152000.0,157000.0,180000.0,207000.0,235000.0,256000.0,290000.0,357000.0,347000.0
Runstraat 00024,1933,103.0,90,236000.0,236000.0,317000.0,347000.0,345000.0,387000.0,478000.0,538000.0,585000.0,528000.0
Scheldestraat 00024,1996,0.0,91,202000.0,200000.0,218000.0,256000.0,288000.0,355000.0,369000.0,347000.0,500000.0,410000.0
Schipbeekstraat 00024,1980,127.0,125,224000.0,224000.0,253000.0,278000.0,321000.0,351000.0,389000.0,448000.0,539000.0,499000.0
Socrateslaan 00024,1933,117.0,125,225000.0,225000.0,264000.0,291000.0,321000.0,414000.0,430000.0,454000.0,601000.0,553000.0
Spaarnestraat 00024,1919,147.0,88,199000.0,199000.0,228000.0,259000.0,286000.0,324000.0,364000.0,406000.0,540000.0,505000.0
Spuistraat 00024,1919,55.0,70,147000.0,147000.0,155000.0,184000.0,220000.0,252000.0,278000.0,337000.0,398000.0,371000.0
Vlisthof 00024,1992,0.0,59,151000.0,150000.0,161000.0,164000.0,201000.0,217000.0,237000.0,264000.0,356000.0,365000.0
Volkerakstraat 00024,1931,104.0,85,224000.0,224000.0,279000.0,306000.0,380000.0,409000.0,435000.0,459000.0,552000.0,505000.0
Waalstraat 00024,1980,98.0,111,216000.0,218000.0,225000.0,277000.0,306000.0,348000.0,388000.0,467000.0,485000.0,509000.0
Westravenstraat 00024,1926,103.0,90,206000.0,184000.0,247000.0,301000.0,367000.0,394000.0,429000.0,462000.0,488000.0,508000.0
Wielingenplein 00024,1934,102.0,97,,265000.0,316000.0,379000.0,419000.0,433000.0,463000.0,535000.0,615000.0,588000.0
Zuiderzeestraat 00024,1919,0.0,74,214000.0,214000.0,208000.0,231000.0,255000.0,292000.0,321000.0,383000.0,420000.0,410000.0
Amstelstraat 0024A,1999,0.0,100,226000.0,242000.0,224000.0,244000.0,270000.0,307000.0,337000.0,394000.0,541000.0,530000.0
Eemstraat 0024A,1982,0.0,52,133000.0,134000.0,145000.0,154000.0,177000.0,188000.0,206000.0,229000.0,289000.0,293000.0
Alblasstraat 00025,1931,125.0,87,221000.0,221000.0,339000.0,346000.0,386000.0,404000.0,474000.0,537000.0,594000.0,562000.0
Amaliastraat 00025,1904,76.0,89,232000.0,232000.0,257000.0,336000.0,324000.0,397000.0,403000.0,457000.0,578000.0,489000.0
Amstelstraat 00025,1999,0.0,100,209000.0,226000.0,209000.0,228000.0,252000.0,292000.0,321000.0,379000.0,515000.0,504000.0
Beerzestraat 00025,1931,0.0,80,187000.0,188000.0,204000.0,210000.0,283000.0,267000.0,298000.0,344000.0,425000.0,414000.0
Berkelstraat 00025,1919,136.0,65,217000.0,217000.0,287000.0,306000.0,363000.0,408000.0,449000.0,465000.0,391000.0,474000.0
Croesestraat 00025,1906,85.0,80,241000.0,241000.0,310000.0,338000.0,330000.0,368000.0,373000.0,430000.0,508000.0,478000.0
Dinkelstraat 00025,1982,0.0,87,157000.0,158000.0,162000.0,187000.0,224000.0,245000.0,263000.0,273000.0,363000.0,384000.0
Dollardstraat 00025,1996,120.0,91,216000.0,216000.0,224000.0,235000.0,365000.0,406000.0,413000.0,472000.0,547000.0,538000.0
Dommelstraat 00025,1980,0.0,53,,149000.0,153000.0,175000.0,191000.0,213000.0,232000.0,258000.0,275000.0,254000.0
Eemstraat 00025,1980,90.0,89,200000.0,185000.0,226000.0,239000.0,240000.0,268000.0,291000.0,343000.0,431000.0,422000.0
Geleenstraat 00025,1919,60.0,64,143000.0,142000.0,146000.0,188000.0,225000.0,288000.0,300000.0,360000.0,362000.0,386000.0
Geulstraat 00025,1919,82.0,69,158000.0,158000.0,164000.0,191000.0,227000.0,259000.0,284000.0,346000.0,431000.0,402000.0
Giessenplein 00025,1990,0.0,70,169000.0,167000.0,189000.0,199000.0,243000.0,266000.0,293000.0,321000.0,388000.0,366000.0
Gouwestraat 00025,1919,67.0,71,142000.0,142000.0,149000.0,177000.0,212000.0,244000.0,269000.0,336000.0,416000.0,390000.0
Grevelingenstraat 00025,2009,122.0,129,301000.0,302000.0,285000.0,435000.0,522000.0,553000.0,572000.0,573000.0,669000.0,728000.0
Hoendiepstraat 00025,1926,101.0,129,213000.0,213000.0,255000.0,317000.0,353000.0,383000.0,397000.0,457000.0,411000.0,375000.0
IJsselstraat 00025,1919,0.0,65,164000.0,164000.0,197000.0,244000.0,403000.0,329000.0,358000.0,384000.0,463000.0,455000.0
Jutfaseweg 00025,1915,0.0,70,162000.0,163000.0,171000.0,212000.0,235000.0,258000.0,290000.0,340000.0,394000.0,391000.0
Lekplantsoen 00025,2005,184.0,169,348000.0,349000.0,360000.0,424000.0,486000.0,621000.0,668000.0,719000.0,845000.0,1026000.0
Merwedestraat 00025,1928,79.0,72,194000.0,194000.0,226000.0,259000.0,283000.0,318000.0,347000.0,367000.0,426000.0,425000.0
Mijdrechtstraat 00025,1937,88.0,84,230000.0,230000.0,265000.0,288000.0,327000.0,389000.0,417000.0,433000.0,375000.0,396000.0
Nieuwravenstraat 00025,1933,0.0,54,153000.0,154000.0,158000.0,189000.0,207000.0,233000.0,246000.0,283000.0,300000.0,306000.0
Nieuwravenstraat 25-BS,1933,0.0,96,181000.0,182000.0,196000.0,252000.0,291000.0,324000.0,368000.0,359000.0,461000.0,481000.0
Noordzeestraat 00025,1927,70.0,86,188000.0,188000.0,227000.0,286000.0,321000.0,349000.0,363000.0,420000.0,452000.0,475000.0
Peizerdiep 00025,2023,116.0,147,,,,,,,,,,395000.0
Reggestraat 00025,1919,101.0,85,217000.0,217000.0,258000.0,337000.0,377000.0,420000.0,456000.0,472000.0,510000.0,503000.0
Reitdiepstraat 00025,2006,0.0,105,234000.0,232000.0,286000.0,313000.0,330000.0,401000.0,423000.0,441000.0,541000.0,538000.0
Roerstraat 00025,1992,0.0,86,168000.0,167000.0,167000.0,191000.0,221000.0,234000.0,255000.0,287000.0,393000.0,385000.0
Runstraat 00025,1933,101.0,90,233000.0,233000.0,297000.0,331000.0,338000.0,391000.0,404000.0,499000.0,577000.0,519000.0
Scheldestraat 00025,1919,82.0,71,162000.0,162000.0,167000.0,178000.0,197000.0,222000.0,244000.0,297000.0,436000.0,418000.0
Schipbeekstraat 00025,1919,138.0,88,197000.0,197000.0,244000.0,252000.0,279000.0,317000.0,357000.0,399000.0,530000.0,495000.0
Socrateslaan 00025,1933,72.0,100,199000.0,199000.0,254000.0,263000.0,309000.0,320000.0,361000.0,404000.0,521000.0,460000.0
Spaarnestraat 00025,1919,0.0,88,201000.0,201000.0,237000.0,266000.0,294000.0,332000.0,371000.0,414000.0,559000.0,524000.0
Spuistraat 00025,1919,55.0,69,140000.0,140000.0,149000.0,177000.0,212000.0,244000.0,269000.0,331000.0,398000.0,369000.0
Vlisthof 00025,1992,0.0,59,151000.0,150000.0,161000.0,164000.0,201000.0,217000.0,237000.0,264000.0,356000.0,365000.0
Volkerakstraat 00025,1931,77.0,81,198000.0,198000.0,204000.0,250000.0,286000.0,305000.0,332000.0,342000.0,438000.0,455000.0
Waalstraat 00025,1934,88.0,90,235000.0,235000.0,281000.0,345000.0,356000.0,377000.0,390000.0,449000.0,527000.0,538000.0
Westravenstraat 00025,1920,48.0,63,158000.0,158000.0,192000.0,227000.0,235000.0,273000.0,294000.0,342000.0,435000.0,378000.0
Wielingenplein 00025,1934,102.0,97,264000.0,265000.0,309000.0,372000.0,411000.0,425000.0,455000.0,527000.0,607000.0,597000.0
Zijpestraat 00025,1996,0.0,90,196000.0,197000.0,202000.0,240000.0,277000.0,294000.0,321000.0,336000.0,418000.0,392000.0
Zuiderzeestraat 00025,1919,92.0,103,276000.0,176000.0,249000.0,280000.0,310000.0,363000.0,399000.0,484000.0,466000.0,475000.0
Amaliastraat 00026,1904,69.0,115,210000.0,210000.0,229000.0,296000.0,296000.0,360000.0,366000.0,504000.0,710000.0,608000.0
Amstelstraat 00026,1999,0.0,84,167000.0,171000.0,,193000.0,224000.0,244000.0,266000.0,296000.0,390000.0,384000.0
Berkelstraat 00026,1919,103.0,44,241000.0,241000.0,292000.0,305000.0,337000.0,342000.0,377000.0,413000.0,292000.0,376000.0
Croesestraat 00026,1904,0.0,60,155000.0,156000.0,188000.0,195000.0,245000.0,284000.0,286000.0,322000.0,374000.0,395000.0
Croesestraat 26-BS,1904,0.0,102,259000.0,260000.0,297000.0,362000.0,398000.0,445000.0,480000.0,484000.0,591000.0,589000.0
Diezestraat 00026,1926,121.0,73,202000.0,202000.0,247000.0,298000.0,356000.0,385000.0,421000.0,409000.0,485000.0,484000.0
Dinkelstraat 00026,1982,0.0,54,133000.0,134000.0,145000.0,154000.0,177000.0,188000.0,206000.0,229000.0,295000.0,304000.0
Dollardstraat 00026,1996,0.0,75,206000.0,204000.0,211000.0,262000.0,267000.0,285000.0,291000.0,296000.0,404000.0,389000.0
