address,bouwjaar,grondoppervlakte,oppervlakte,woz_2014,woz_2015,woz_2016,woz_2017,woz_2018,woz_2019,woz_2020,woz_2021,woz_2022,woz_2023
Balijelaan 00002,1919,0.0,40,143000.0,140000.0,153000.0,168000.0,167000.0,180000.0,193000.0,216000.0,261000.0,258000.0
Balijelaan 0002B,1919,0.0,34,125000.0,124000.0,165000.0,179000.0,168000.0,179000.0,193000.0,216000.0,257000.0,267000.0
Balijelaan 0002C,1919,0.0,49,169000.0,167000.0,220000.0,239000.0,234000.0,251000.0,269000.0,301000.0,337000.0,331000.0
Balijelaan 0002D,1919,0.0,49,169000.0,167000.0,225000.0,244000.0,234000.0,251000.0,270000.0,302000.0,364000.0,394000.0
Balijelaan 0002E,1919,0.0,34,122000.0,121000.0,160000.0,160000.0,163000.0,174000.0,187000.0,209000.0,254000.0,263000.0
Balijelaan 0002G,1919,0.0,33,119000.0,118000.0,132000.0,132000.0,153000.0,165000.0,177000.0,198000.0,250000.0,247000.0
Balijelaan 0002H,1919,0.0,50,171000.0,169000.0,190000.0,207000.0,238000.0,256000.0,302000.0,359000.0,367000.0,337000.0
Balijelaan 0002J,1919,0.0,42,150000.0,149000.0,170000.0,174000.0,201000.0,215000.0,251000.0,290000.0,313000.0,282000.0
Balijelaan 00004,1919,169.0,139,298000.0,299000.0,403000.0,440000.0,464000.0,554000.0,600000.0,683000.0,823000.0,831000.0
Balijelaan 0008A,1919,0.0,26,97000.0,96000.0,105000.0,105000.0,121000.0,130000.0,139000.0,154000.0,199000.0,196000.0
Balijelaan 0008B,1919,0.0,59,117000.0,116000.0,130000.0,138000.0,159000.0,172000.0,184000.0,206000.0,255000.0,253000.0
Balijelaan 0008C,1919,0.0,26,90000.0,89000.0,97000.0,101000.0,117000.0,126000.0,135000.0,151000.0,189000.0,186000.0
Balijelaan 0008D,1919,0.0,34,110000.0,109000.0,126000.0,136000.0,158000.0,170000.0,182000.0,204000.0,254000.0,251000.0
Balijelaan 0010B,1919,0.0,141,189000.0,190000.0,270000.0,375000.0,419000.0,419000.0,423000.0,479000.0,522000.0,594000.0
Balijelaan 12-BS,1919,0.0,122,244000.0,170000.0,183000.0,279000.0,321000.0,358000.0,391000.0,450000.0,527000.0,558000.0
Balijelaan 12-BSA,1919,0.0,112,229000.0,156000.0,168000.0,305000.0,346000.0,353000.0,386000.0,422000.0,522000.0,521000.0
Balijelaan 16-BS,1919,0.0,100,185000.0,186000.0,227000.0,279000.0,329000.0,340000.0,364000.0,375000.0,477000.0,455000.0
Balijelaan 18-BS,1926,0.0,99,183000.0,184000.0,229000.0,273000.0,308000.0,314000.0,382000.0,415000.0,493000.0,472000.0
Balijelaan 18-BSA,1926,0.0,91,174000.0,175000.0,213000.0,252000.0,284000.0,290000.0,317000.0,347000.0,471000.0,450000.0
Balijelaan 00020,1926,0.0,90,149000.0,150000.0,169000.0,230000.0,280000.0,290000.0,315000.0,381000.0,414000.0,436000.0
Balijelaan 20-BS,1926,0.0,70,148000.0,149000.0,170000.0,196000.0,221000.0,225000.0,245000.0,269000.0,379000.0,393000.0
Balijelaan 20-BSA,1926,0.0,86,169000.0,170000.0,203000.0,238000.0,269000.0,275000.0,300000.0,328000.0,420000.0,437000.0
Balijelaan 00024,1930,110.0,124,261000.0,262000.0,281000.0,343000.0,379000.0,433000.0,448000.0,509000.0,665000.0,707000.0
Balijelaan 00026,1919,107.0,124,261000.0,262000.0,279000.0,339000.0,375000.0,429000.0,445000.0,506000.0,662000.0,703000.0
Balijelaan 00028,1926,101.0,104,287000.0,288000.0,276000.0,295000.0,326000.0,367000.0,379000.0,427000.0,538000.0,544000.0
Balijelaan 30-BS,1926,0.0,88,171000.0,172000.0,207000.0,244000.0,275000.0,281000.0,307000.0,336000.0,425000.0,447000.0
Balijelaan 30-BSA,1926,0.0,99,183000.0,184000.0,229000.0,273000.0,308000.0,314000.0,343000.0,376000.0,491000.0,469000.0
Balijelaan 00032,1931,0.0,65,160000.0,161000.0,176000.0,195000.0,227000.0,244000.0,266000.0,302000.0,392000.0,402000.0
Balijelaan 32-BS,1931,0.0,110,194000.0,195000.0,246000.0,306000.0,361000.0,374000.0,400000.0,420000.0,513000.0,512000.0
Balijelaan 00034,1931,0.0,75,182000.0,183000.0,244000.0,223000.0,277000.0,277000.0,302000.0,343000.0,417000.0,447000.0
Balijelaan 34-BS,1931,0.0,110,194000.0,195000.0,259000.0,307000.0,365000.0,378000.0,434000.0,481000.0,518000.0,517000.0
Balijelaan 00036,1931,0.0,80,199000.0,200000.0,219000.0,237000.0,295000.0,297000.0,361000.0,367000.0,433000.0,443000.0
Balijelaan 36-BS,1931,0.0,132,179000.0,180000.0,230000.0,290000.0,345000.0,357000.0,457000.0,482000.0,544000.0,534000.0
Balijelaan 00038,1931,0.0,80,178000.0,179000.0,206000.0,225000.0,288000.0,296000.0,315000.0,358000.0,424000.0,434000.0
Balijelaan 38-BS,1931,0.0,110,204000.0,205000.0,260000.0,308000.0,350000.0,386000.0,413000.0,451000.0,523000.0,542000.0
Balijelaan 00040,1931,0.0,82,186000.0,187000.0,206000.0,245000.0,283000.0,268000.0,272000.0,358000.0,427000.0,453000.0
Balijelaan 40-BS,1931,0.0,110,194000.0,195000.0,246000.0,306000.0,361000.0,374000.0,400000.0,420000.0,370000.0,389000.0
Balijelaan 00042,1931,0.0,80,178000.0,179000.0,201000.0,247000.0,301000.0,301000.0,328000.0,372000.0,437000.0,447000.0
Balijelaan 42-BS,1931,0.0,110,179000.0,180000.0,230000.0,290000.0,345000.0,357000.0,383000.0,404000.0,472000.0,487000.0
Balijelaan 00044,1931,0.0,42,,,,,,,,265000.0,317000.0,280000.0
Balijelaan 44-BS,1931,0.0,84,128000.0,128000.0,128000.0,175000.0,224000.0,227000.0,233000.0,224000.0,285000.0,289000.0
Balijelaan 0044A,1931,0.0,36,,,,,,,,227000.0,294000.0,242000.0
Balijelaan 00048,1931,0.0,85,169000.0,170000.0,187000.0,234000.0,282000.0,291000.0,315000.0,375000.0,441000.0,448000.0
Balijelaan 48-BS,1931,0.0,103,172000.0,173000.0,276000.0,285000.0,323000.0,330000.0,360000.0,394000.0,504000.0,483000.0
Balijelaan 00050,1931,0.0,85,169000.0,170000.0,187000.0,231000.0,278000.0,288000.0,311000.0,372000.0,437000.0,445000.0
Balijelaan 50-BS,1931,0.0,103,172000.0,173000.0,221000.0,268000.0,305000.0,311000.0,343000.0,376000.0,465000.0,463000.0
Balijelaan 00052,1931,0.0,85,169000.0,170000.0,187000.0,233000.0,281000.0,291000.0,314000.0,375000.0,440000.0,448000.0
Balijelaan 0052A,1931,0.0,85,169000.0,170000.0,187000.0,246000.0,294000.0,303000.0,327000.0,387000.0,440000.0,470000.0
Balijelaan 0052B,1931,0.0,47,171000.0,169000.0,199000.0,205000.0,218000.0,231000.0,243000.0,270000.0,287000.0,315000.0
Balijelaan 0052C,1931,0.0,45,170000.0,168000.0,165000.0,175000.0,225000.0,230000.0,258000.0,275000.0,287000.0,316000.0
Balijelaan 0052D,1931,0.0,47,166000.0,165000.0,191000.0,200000.0,215000.0,220000.0,248000.0,263000.0,302000.0,318000.0
Balijelaan 0052E,1931,0.0,45,164000.0,163000.0,191000.0,187000.0,208000.0,220000.0,250000.0,258000.0,280000.0,304000.0
Balijelaan 00054,1931,0.0,85,169000.0,170000.0,187000.0,233000.0,281000.0,291000.0,314000.0,375000.0,422000.0,448000.0
Balijelaan 54-BS,1931,0.0,80,164000.0,165000.0,168000.0,212000.0,244000.0,272000.0,308000.0,317000.0,432000.0,426000.0
Balijelaan 0054B,1930,0.0,57,,,,210000.0,240000.0,262000.0,304000.0,322000.0,333000.0,351000.0
Balijelaan 0054C,1930,0.0,37,,,,148000.0,172000.0,185000.0,198000.0,225000.0,267000.0,245000.0
Balijelaan 00056,1931,0.0,85,181000.0,182000.0,199000.0,233000.0,281000.0,291000.0,314000.0,379000.0,414000.0,443000.0
Balijelaan 56-BS,1931,0.0,90,161000.0,162000.0,179000.0,220000.0,249000.0,253000.0,276000.0,303000.0,403000.0,418000.0
Balijelaan 56-BSA,1931,0.0,90,174000.0,175000.0,211000.0,249000.0,282000.0,287000.0,314000.0,343000.0,468000.0,447000.0
Alblasstraat 00001,1931,68.0,76,188000.0,188000.0,232000.0,260000.0,263000.0,303000.0,339000.0,418000.0,465000.0,447000.0
Amaliadwarsstraat 00001,1904,0.0,61,157000.0,158000.0,165000.0,171000.0,238000.0,277000.0,279000.0,294000.0,365000.0,325000.0
Amaliadwarsstraat 01-BS,1904,0.0,90,177000.0,178000.0,211000.0,261000.0,266000.0,289000.0,321000.0,357000.0,499000.0,495000.0
Amerhof 00001,1992,0.0,90,185000.0,184000.0,186000.0,204000.0,236000.0,250000.0,273000.0,307000.0,407000.0,394000.0
Amstelstraat 00001,1999,111.0,137,305000.0,306000.0,315000.0,325000.0,365000.0,466000.0,502000.0,540000.0,662000.0,716000.0
Beerzestraat 00001,1930,0.0,138,237000.0,238000.0,274000.0,310000.0,423000.0,472000.0,504000.0,561000.0,527000.0,577000.0
Berkelstraat 00001,1919,0.0,95,255000.0,163000.0,255000.0,270000.0,298000.0,321000.0,353000.0,397000.0,407000.0,406000.0
Croesestraat 00001,1906,0.0,70,187000.0,188000.0,236000.0,230000.0,278000.0,323000.0,326000.0,368000.0,398000.0,435000.0
Croesestraat 01-BS,1906,0.0,95,234000.0,235000.0,264000.0,352000.0,382000.0,427000.0,459000.0,463000.0,641000.0,578000.0
Deltastraat 00001,1990,152.0,113,228000.0,228000.0,278000.0,306000.0,324000.0,377000.0,416000.0,431000.0,553000.0,533000.0
Diezestraat 00001,1919,77.0,111,281000.0,179000.0,294000.0,441000.0,484000.0,486000.0,535000.0,633000.0,579000.0,566000.0
Geulstraat 00001,1919,55.0,69,143000.0,143000.0,150000.0,179000.0,218000.0,250000.0,276000.0,340000.0,399000.0,369000.0
Giessenplein 00001,1990,0.0,70,169000.0,167000.0,189000.0,199000.0,243000.0,266000.0,293000.0,321000.0,388000.0,385000.0
Gouwestraat 00001,1919,62.0,68,141000.0,141000.0,149000.0,178000.0,214000.0,247000.0,272000.0,342000.0,403000.0,371000.0
Grebbestraat 00001,1996,0.0,59,167000.0,139000.0,149000.0,187000.0,207000.0,257000.0,280000.0,308000.0,389000.0,364000.0
Hoendiepstraat 00001,1926,97.0,91,244000.0,244000.0,299000.0,375000.0,438000.0,477000.0,495000.0,487000.0,532000.0,526000.0
Hunzestraat 00001,1919,90.0,104,250000.0,160000.0,300000.0,350000.0,376000.0,396000.0,436000.0,486000.0,571000.0,546000.0
IJsselstraat 00001,1919,106.0,105,236000.0,236000.0,262000.0,342000.0,377000.0,424000.0,477000.0,466000.0,527000.0,563000.0
Lekplantsoen 00001,2006,0.0,99,196000.0,194000.0,243000.0,282000.0,298000.0,365000.0,386000.0,403000.0,513000.0,497000.0
Lingestraat 00001,1999,0.0,91,187000.0,191000.0,193000.0,222000.0,258000.0,280000.0,301000.0,312000.0,405000.0,372000.0
Merwedestraat 00001,1931,0.0,85,181000.0,182000.0,199000.0,231000.0,278000.0,288000.0,311000.0,372000.0,437000.0,429000.0
Merwedestraat 01-BS,1931,0.0,81,194000.0,195000.0,185000.0,222000.0,252000.0,279000.0,303000.0,318000.0,358000.0,377000.0
Merwedestraat 1-BSA,1931,0.0,87,172000.0,173000.0,208000.0,236000.0,269000.0,310000.0,330000.0,353000.0,402000.0,416000.0
Mijdrechtstraat 00001,1931,0.0,55,146000.0,147000.0,152000.0,193000.0,213000.0,223000.0,232000.0,258000.0,323000.0,310000.0
Nieuwravenstraat 00001,1930,0.0,70,164000.0,165000.0,193000.0,196000.0,256000.0,282000.0,311000.0,340000.0,407000.0,290000.0
Nieuwravenstraat 01-BS,1930,0.0,85,170000.0,171000.0,177000.0,224000.0,259000.0,288000.0,330000.0,355000.0,462000.0,415000.0
Noordzeestraat 00001,1927,0.0,70,160000.0,161000.0,200000.0,209000.0,285000.0,286000.0,307000.0,368000.0,404000.0,388000.0
Peizerdiep 00001,2023,53.0,80,,,,,,,,,,196000.0
Reitdiepstraat 00001,2006,0.0,74,178000.0,176000.0,210000.0,228000.0,240000.0,290000.0,306000.0,318000.0,406000.0,370000.0
Rijnlaan 01-BS,1930,0.0,72,149000.0,150000.0,160000.0,186000.0,224000.0,258000.0,281000.0,293000.0,383000.0,404000.0
Rijnlaan 1-BSA,1930,0.0,72,138000.0,138000.0,138000.0,164000.0,203000.0,237000.0,259000.0,271000.0,333000.0,363000.0
Roerplein 00001,1992,0.0,90,185000.0,184000.0,186000.0,204000.0,236000.0,250000.0,273000.0,307000.0,407000.0,394000.0
Roerstraat 00001,1992,0.0,86,168000.0,167000.0,167000.0,191000.0,221000.0,234000.0,255000.0,287000.0,393000.0,385000.0
Runstraat 00001,1934,87.0,138,256000.0,257000.0,331000.0,373000.0,378000.0,428000.0,455000.0,571000.0,689000.0,639000.0
Scheldestraat 00001,1931,0.0,67,183000.0,184000.0,213000.0,225000.0,288000.0,288000.0,308000.0,356000.0,429000.0,383000.0
Scheldestraat 01-BS,1931,0.0,71,180000.0,181000.0,,198000.0,252000.0,281000.0,287000.0,341000.0,386000.0,371000.0
Scheldestraat 1-BSA,1931,0.0,71,219000.0,220000.0,251000.0,288000.0,334000.0,362000.0,406000.0,417000.0,474000.0,491000.0
Socrateslaan 00001,1934,78.0,88,180000.0,180000.0,217000.0,278000.0,322000.0,363000.0,384000.0,407000.0,524000.0,470000.0
Spuistraat 00001,1996,0.0,94,206000.0,204000.0,224000.0,264000.0,297000.0,331000.0,340000.0,351000.0,432000.0,424000.0
Volkerakstraat 00001,1936,77.0,97,236000.0,236000.0,279000.0,343000.0,389000.0,406000.0,435000.0,486000.0,575000.0,544000.0
Westravenstraat 00001,1920,79.0,131,199000.0,199000.0,210000.0,221000.0,372000.0,428000.0,454000.0,498000.0,510000.0,608000.0
Wielingenplein 00001,1932,106.0,94,290000.0,291000.0,348000.0,410000.0,419000.0,433000.0,425000.0,518000.0,584000.0,566000.0
Wielingenstraat 00001,1934,104.0,96,271000.0,272000.0,319000.0,366000.0,404000.0,418000.0,447000.0,517000.0,604000.0,570000.0
Zijpestraat 00001,1996,0.0,101,212000.0,210000.0,226000.0,247000.0,285000.0,318000.0,347000.0,372000.0,442000.0,436000.0
Zuiderzeestraat 00001,1919,0.0,64,285000.0,182000.0,267000.0,299000.0,331000.0,386000.0,425000.0,513000.0,410000.0,401000.0
Amerhof 0001A,1992,0.0,90,185000.0,184000.0,186000.0,204000.0,236000.0,250000.0,273000.0,307000.0,407000.0,394000.0
Berkelstraat 0001A,1919,97.0,84,212000.0,212000.0,249000.0,322000.0,362000.0,401000.0,435000.0,471000.0,510000.0,501000.0
Mijdrechtstraat 0001A,1931,0.0,55,144000.0,145000.0,150000.0,189000.0,209000.0,219000.0,228000.0,254000.0,323000.0,310000.0
Runstraat 0001A,1934,93.0,90,224000.0,224000.0,290000.0,323000.0,330000.0,373000.0,396000.0,492000.0,564000.0,506000.0
Scheldestraat 0001A,1926,0.0,86,186000.0,187000.0,219000.0,241000.0,308000.0,308000.0,337000.0,374000.0,458000.0,456000.0
Spuistraat 0001A,1996,0.0,94,206000.0,207000.0,224000.0,268000.0,302000.0,337000.0,355000.0,365000.0,432000.0,445000.0
Volkerakstraat 0001A,1921,0.0,37,103000.0,103000.0,116000.0,113000.0,137000.0,151000.0,166000.0,181000.0,296000.0,262000.0
Amaliastraat 0001B,1904,0.0,49,155000.0,156000.0,161000.0,203000.0,259000.0,265000.0,292000.0,324000.0,308000.0,353000.0
Amerhof 0001B,1992,0.0,90,185000.0,184000.0,186000.0,204000.0,236000.0,250000.0,273000.0,307000.0,407000.0,394000.0
Reggestraat 0001B,1919,104.0,88,224000.0,224000.0,269000.0,351000.0,393000.0,438000.0,475000.0,487000.0,520000.0,518000.0
Amaliastraat 0001C,1904,0.0,49,155000.0,156000.0,161000.0,203000.0,259000.0,265000.0,292000.0,324000.0,308000.0,353000.0
Alblasstraat 00002,1931,0.0,152,163000.0,164000.0,170000.0,215000.0,230000.0,256000.0,267000.0,313000.0,365000.0,343000.0
Alblasstraat 02-BS,1931,0.0,80,178000.0,179000.0,185000.0,208000.0,260000.0,290000.0,316000.0,356000.0,448000.0,409000.0
Alblasstraat 2-BSA,1931,0.0,80,178000.0,179000.0,185000.0,208000.0,260000.0,290000.0,317000.0,348000.0,449000.0,410000.0
Amstelstraat 00002,1999,96.0,115,261000.0,262000.0,270000.0,278000.0,312000.0,399000.0,429000.0,462000.0,601000.0,615000.0
Beerzestraat 00002,1931,0.0,65,194000.0,195000.0,263000.0,280000.0,245000.0,268000.0,287000.0,334000.0,389000.0,357000.0
Beerzestraat 02-BS,1931,0.0,94,207000.0,208000.0,203000.0,249000.0,294000.0,328000.0,349000.0,388000.0,506000.0,492000.0
Berkelstraat 00002,1919,128.0,119,294000.0,188000.0,443000.0,462000.0,489000.0,502000.0,552000.0,601000.0,641000.0,623000.0
Croesestraat 00002,1906,83.0,111,235000.0,235000.0,284000.0,304000.0,336000.0,440000.0,501000.0,541000.0,673000.0,614000.0
Balijelaan 00058,1931,0.0,76,205000.0,206000.0,208000.0,240000.0,288000.0,291000.0,310000.0,310000.0,433000.0,445000.0
Diezestraat 00002,1926,124.0,129,287000.0,183000.0,334000.0,487000.0,532000.0,534000.0,588000.0,690000.0,725000.0,675000.0
Balijelaan 58-BS,1931,0.0,89,186000.0,187000.0,213000.0,241000.0,275000.0,317000.0,338000.0,361000.0,375000.0,411000.0
Balijelaan 58-BSA,1931,0.0,89,186000.0,187000.0,213000.0,241000.0,275000.0,314000.0,338000.0,361000.0,376000.0,425000.0
Dommelstraat 00002,1981,120.0,116,218000.0,218000.0,252000.0,302000.0,317000.0,352000.0,389000.0,434000.0,518000.0,536000.0
Geinplantsoen 00002,1992,87.0,109,235000.0,237000.0,283000.0,290000.0,321000.0,320000.0,339000.0,400000.0,482000.0,476000.0
Geleenstraat 00002,1919,82.0,70,141000.0,141000.0,149000.0,178000.0,214000.0,247000.0,272000.0,355000.0,433000.0,406000.0
Geulstraat 00002,1919,73.0,93,198000.0,198000.0,228000.0,237000.0,251000.0,260000.0,286000.0,303000.0,497000.0,463000.0
Giessenplein 00002,1990,0.0,70,150000.0,149000.0,168000.0,199000.0,243000.0,266000.0,270000.0,317000.0,392000.0,385000.0
Gouwestraat 00002,1919,52.0,70,137000.0,137000.0,144000.0,172000.0,207000.0,238000.0,263000.0,326000.0,394000.0,367000.0
Grebbestraat 00002,1996,0.0,91,152000.0,145000.0,134000.0,168000.0,186000.0,231000.0,251000.0,285000.0,391000.0,359000.0
Hoendiepstraat 00002,1931,0.0,60,157000.0,158000.0,156000.0,187000.0,206000.0,229000.0,244000.0,284000.0,386000.0,370000.0
Hoendiepstraat 02-BS,1931,0.0,70,139000.0,139000.0,152000.0,264000.0,211000.0,255000.0,275000.0,288000.0,419000.0,401000.0
Hunzestraat 00002,1984,0.0,45,138000.0,137000.0,141000.0,144000.0,166000.0,184000.0,194000.0,216000.0,253000.0,243000.0
IJsselstraat 00002,1919,120.0,102,236000.0,150000.0,276000.0,355000.0,391000.0,440000.0,491000.0,469000.0,542000.0,571000.0
Merwedestraat 02-BS,1931,0.0,93,155000.0,156000.0,180000.0,242000.0,287000.0,332000.0,357000.0,399000.0,415000.0,413000.0
Mijdrechtstraat 02-BS,1930,0.0,102,170000.0,171000.0,216000.0,277000.0,267000.0,292000.0,329000.0,345000.0,409000.0,430000.0
Mijdrechtstraat 2-BSA,1930,0.0,62,171000.0,172000.0,194000.0,233000.0,266000.0,307000.0,326000.0,349000.0,399000.0,435000.0
Noordzeestraat 00002,1996,0.0,91,206000.0,204000.0,218000.0,237000.0,273000.0,307000.0,335000.0,358000.0,423000.0,397000.0
Balijelaan 00060,1931,0.0,76,169000.0,170000.0,181000.0,240000.0,269000.0,277000.0,299000.0,353000.0,432000.0,464000.0
Balijelaan 60-BS,1931,0.0,77,186000.0,187000.0,220000.0,250000.0,295000.0,305000.0,343000.0,366000.0,456000.0,454000.0
Balijelaan 60-BSA,1931,0.0,89,186000.0,187000.0,213000.0,241000.0,275000.0,317000.0,338000.0,361000.0,406000.0,408000.0
Reggestraat 00002,1919,102.0,77,212000.0,212000.0,254000.0,329000.0,369000.0,409000.0,444000.0,440000.0,498000.0,475000.0
Reitdiepstraat 00002,1955,0.0,76,58000.0,57000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Reitdiepstraat 002-1,1955,0.0,76,58000.0,58000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Reitdiepstraat 02-1A,1955,0.0,76,,58000.0,60000.0,64000.0,64000.0,71000.0,71000.0,79000.0,79000.0,79000.0
Roerplein 00002,1992,0.0,90,185000.0,184000.0,186000.0,204000.0,236000.0,250000.0,273000.0,307000.0,407000.0,394000.0
Roerstraat 00002,1992,0.0,81,168000.0,167000.0,173000.0,200000.0,231000.0,261000.0,285000.0,323000.0,384000.0,374000.0
Runstraat 00002,1934,79.0,90,229000.0,229000.0,302000.0,341000.0,349000.0,396000.0,434000.0,520000.0,569000.0,519000.0
Scheldestraat 00002,1930,101.0,95,201000.0,201000.0,271000.0,290000.0,342000.0,431000.0,439000.0,540000.0,604000.0,615000.0
Spuistraat 00002,1919,0.0,80,164000.0,165000.0,168000.0,211000.0,243000.0,271000.0,307000.0,316000.0,443000.0,409000.0
Westravenstraat 00002,1926,124.0,103,223000.0,223000.0,257000.0,292000.0,304000.0,351000.0,382000.0,496000.0,572000.0,582000.0
Wielingenplein 00002,1932,103.0,94,278000.0,279000.0,323000.0,370000.0,408000.0,422000.0,451000.0,521000.0,609000.0,575000.0
Zaanstraat 00002,1919,220.0,111,247000.0,157000.0,337000.0,467000.0,504000.0,506000.0,557000.0,635000.0,731000.0,718000.0
Zijldiepstraat 00002,1930,0.0,62,151000.0,152000.0,157000.0,217000.0,250000.0,239000.0,225000.0,260000.0,362000.0,371000.0
Zijldiepstraat 02-BS,1930,0.0,93,180000.0,181000.0,227000.0,245000.0,297000.0,314000.0,315000.0,348000.0,423000.0,467000.0
Zuiderzeestraat 00002,1919,100.0,111,255000.0,163000.0,241000.0,268000.0,296000.0,342000.0,377000.0,450000.0,497000.0,521000.0
Amstelstraat 0002A,1999,92.0,115,258000.0,259000.0,267000.0,275000.0,310000.0,396000.0,426000.0,442000.0,558000.0,585000.0
Dollardstraat 0002A,1919,0.0,80,,171000.0,200000.0,265000.0,315000.0,353000.0,373000.0,388000.0,400000.0,312000.0
Grevelingenstraat 0002A,1927,0.0,96,175000.0,176000.0,204000.0,244000.0,295000.0,341000.0,371000.0,387000.0,442000.0,467000.0
Jutfaseweg 0002A,1909,0.0,184,551000.0,373000.0,533000.0,607000.0,759000.0,778000.0,850000.0,798000.0,807000.0,800000.0
Runstraat 0002A,1934,87.0,90,220000.0,220000.0,286000.0,320000.0,327000.0,369000.0,393000.0,488000.0,557000.0,494000.0
Westravenstraat 0002A,1921,0.0,42,132000.0,131000.0,154000.0,168000.0,194000.0,209000.0,225000.0,252000.0,312000.0,280000.0
Zijldiepstraat 0002A,1930,0.0,36,113000.0,126000.0,126000.0,126000.0,175000.0,195000.0,198000.0,201000.0,267000.0,253000.0
Amaliastraat 0002B,1904,70.0,116,263000.0,264000.0,290000.0,382000.0,386000.0,477000.0,485000.0,551000.0,628000.0,556000.0
Jutfaseweg 0002B,1909,0.0,173,495000.0,492000.0,514000.0,587000.0,730000.0,744000.0,798000.0,807000.0,803000.0,736000.0
Westravenstraat 0002B,1921,0.0,28,100000.0,99000.0,109000.0,113000.0,130000.0,140000.0,150000.0,166000.0,206000.0,203000.0
Zijldiepstraat 0002B,1930,0.0,55,150000.0,187000.0,188000.0,189000.0,209000.0,218000.0,228000.0,278000.0,327000.0,340000.0
Jutfaseweg 0002C,1909,0.0,59,176000.0,174000.0,180000.0,191000.0,262000.0,265000.0,281000.0,346000.0,386000.0,361000.0
Jutfaseweg 0002D,1909,0.0,89,234000.0,232000.0,250000.0,287000.0,314000.0,350000.0,394000.0,404000.0,572000.0,436000.0
Jutfaseweg 0002E,1909,0.0,145,452000.0,449000.0,440000.0,500000.0,620000.0,631000.0,676000.0,684000.0,736000.0,638000.0
Jutfaseweg 0002G,1909,0.0,160,433000.0,430000.0,482000.0,531000.0,561000.0,664000.0,726000.0,728000.0,761000.0,675000.0
Jutfaseweg 0002H,1909,0.0,191,514000.0,510000.0,558000.0,641000.0,799000.0,814000.0,873000.0,839000.0,879000.0,856000.0
Alblasstraat 00003,1931,64.0,80,197000.0,197000.0,242000.0,292000.0,331000.0,349000.0,383000.0,432000.0,467000.0,435000.0
Amaliadwarsstraat 00003,1904,77.0,80,238000.0,238000.0,260000.0,336000.0,328000.0,402000.0,408000.0,439000.0,585000.0,532000.0
Amerhof 00003,1992,0.0,64,148000.0,147000.0,154000.0,163000.0,188000.0,210000.0,229000.0,276000.0,301000.0,300000.0
Amstelstraat 00003,1999,105.0,137,302000.0,267000.0,274000.0,322000.0,366000.0,467000.0,503000.0,586000.0,660000.0,715000.0
Beerzestraat 00003,1930,0.0,72,170000.0,171000.0,206000.0,215000.0,293000.0,293000.0,315000.0,366000.0,406000.0,373000.0
Berkelstraat 00003,1919,97.0,87,217000.0,217000.0,268000.0,349000.0,392000.0,436000.0,473000.0,485000.0,517000.0,513000.0
Croesestraat 00003,1906,0.0,68,165000.0,166000.0,198000.0,209000.0,263000.0,306000.0,309000.0,349000.0,384000.0,414000.0
Croesestraat 03-BS,1906,0.0,99,211000.0,212000.0,244000.0,336000.0,368000.0,415000.0,448000.0,453000.0,579000.0,536000.0
Deltastraat 00003,1990,114.0,100,217000.0,217000.0,269000.0,299000.0,302000.0,356000.0,396000.0,411000.0,514000.0,494000.0
Diezestraat 00003,1919,94.0,104,237000.0,151000.0,251000.0,329000.0,363000.0,408000.0,460000.0,458000.0,514000.0,548000.0
Dollardstraat 00003,1930,22.0,56,100000.0,98000.0,101000.0,138000.0,179000.0,225000.0,244000.0,296000.0,298000.0,310000.0
Eemstraat 00003,1980,0.0,28,100000.0,101000.0,102000.0,106000.0,116000.0,129000.0,141000.0,157000.0,188000.0,214000.0
Geleenstraat 00003,1919,74.0,60,144000.0,144000.0,151000.0,178000.0,214000.0,246000.0,271000.0,340000.0,399000.0,361000.0
Geulstraat 00003,1919,55.0,71,142000.0,142000.0,149000.0,178000.0,213000.0,245000.0,271000.0,333000.0,401000.0,375000.0
Giessenplein 00003,1990,0.0,70,169000.0,167000.0,189000.0,199000.0,243000.0,266000.0,293000.0,321000.0,388000.0,385000.0
Gouwestraat 00003,1919,64.0,71,141000.0,141000.0,148000.0,176000.0,211000.0,242000.0,267000.0,334000.0,412000.0,387000.0
Grebbestraat 00003,1996,84.0,59,167000.0,165000.0,174000.0,201000.0,232000.0,258000.0,282000.0,315000.0,342000.0,320000.0
Grevelingenstraat 00003,1931,77.0,119,261000.0,262000.0,268000.0,290000.0,321000.0,411000.0,434000.0,431000.0,515000.0,583000.0
Hoendiepstraat 00003,1926,98.0,117,185000.0,185000.0,218000.0,276000.0,310000.0,339000.0,391000.0,550000.0,607000.0,581000.0
Hunzestraat 00003,1919,81.0,79,212000.0,135000.0,252000.0,293000.0,314000.0,330000.0,362000.0,403000.0,501000.0,458000.0
IJsselstraat 00003,1919,107.0,105,236000.0,236000.0,263000.0,343000.0,377000.0,425000.0,478000.0,466000.0,528000.0,573000.0
Jutfaseweg 00003,1909,0.0,140,409000.0,406000.0,440000.0,484000.0,512000.0,604000.0,660000.0,662000.0,724000.0,619000.0
