Neighborhood,Column,Outlier Value
BU03400303,g_afs_gs,1.4
BU03400503,g_afs_gs,2.3
BU03440114,g_afs_gs,0.6
BU03530025,g_afs_gs,0.3999999999999999
BU03550301,g_afs_gs,1.1
BU03730104,g_afs_gs,1.5
BU03730701,g_afs_gs,1.5
BU03940101,g_afs_gs,0.3999999999999999
BU03940241,g_afs_gs,2.0
BU03941193,g_afs_gs,1.3
BU03960101,g_afs_gs,0.3
BU04000200,g_afs_gs,1.2
BU04000400,g_afs_gs,0.8000000000000002
BU04000804,g_afs_gs,1.4
BU04020205,g_afs_gs,1.5
BU04020404,g_afs_gs,0.3
BU04051200,g_afs_gs,1.0
BU04390102,g_afs_gs,0.8000000000000002
BU04519000,g_afs_gs,1.7
BU04530105,g_afs_gs,0.3999999999999999
BU04820305,g_afs_gs,0.3999999999999999
BU04892039,g_afs_gs,2.2
BU05031108,g_afs_gs,0.5
BU05032301,g_afs_gs,0.3
BU05032501,g_afs_gs,1.1
BU05032504,g_afs_gs,0.8000000000000002
BU05032505,g_afs_gs,0.9
BU05050206,g_afs_gs,0.3
BU05050500,g_afs_gs,1.0
BU05051001,g_afs_gs,1.0
BU05051006,g_afs_gs,0.6
BU05180271,g_afs_gs,0.3999999999999999
BU05180477,g_afs_gs,1.1
BU05183638,g_afs_gs,0.6
BU05420005,g_afs_gs,1.0
BU06270303,g_afs_gs,0.3
BU06290104,g_afs_gs,0.3999999999999999
BU06420205,g_afs_gs,0.8000000000000002
BU06420504,g_afs_gs,1.0
BU06420508,g_afs_gs,0.3999999999999999
BU06420510,g_afs_gs,0.6
BU06780000,g_afs_gs,0.6
BU07170100,g_afs_gs,3.0
BU07480002,g_afs_gs,0.6
BU07480201,g_afs_gs,0.6
BU07480405,g_afs_gs,1.4
BU07480500,g_afs_gs,3.5
BU07480509,g_afs_gs,3.1
BU07580700,g_afs_gs,0.6
BU07650101,g_afs_gs,4.9
BU07941007,g_afs_gs,0.3
BU07970400,g_afs_gs,1.3
BU07970503,g_afs_gs,0.6
BU08091006,g_afs_gs,1.2
BU08092045,g_afs_gs,0.6
BU08092052,g_afs_gs,0.3999999999999999
BU08093090,g_afs_gs,2.5
BU08094095,g_afs_gs,4.6
BU08261308,g_afs_gs,2.3
BU08450002,g_afs_gs,0.9
BU08580000,g_afs_gs,0.3999999999999999
BU08790309,g_afs_gs,1.8
BU08820207,g_afs_gs,2.7
BU08990506,g_afs_gs,0.3999999999999999
BU08990523,g_afs_gs,0.3
BU08990527,g_afs_gs,1.0
BU09172003,g_afs_gs,0.3999999999999999
BU09172401,g_afs_gs,1.1
BU09173603,g_afs_gs,1.6
BU09280102,g_afs_gs,0.3
BU09350000,g_afs_gs,0.3
BU09570002,g_afs_gs,1.2
BU09570300,g_afs_gs,0.3999999999999999
BU09570701,g_afs_gs,0.8000000000000002
BU09570702,g_afs_gs,1.3
BU09831209,g_afs_gs,1.2
BU09831502,g_afs_gs,0.3
BU09831510,g_afs_gs,1.2
BU09832202,g_afs_gs,0.3
BU09833204,g_afs_gs,0.3999999999999999
BU15071009,g_afs_gs,2.0
BU15090106,g_afs_gs,1.5
BU15810400,g_afs_gs,0.9
BU16520008,g_afs_gs,1.4
BU16550302,g_afs_gs,0.3
BU16580308,g_afs_gs,2.0
BU16800209,g_afs_gs,2.7
BU16950001,g_afs_gs,0.8000000000000002
BU16990020,g_afs_gs,1.3
BU16990060,g_afs_gs,3.0
BU17060200,g_afs_gs,1.5
BU17090200,g_afs_gs,4.6
BU17090300,g_afs_gs,0.8000000000000002
BU17140200,g_afs_gs,0.6
BU17400001,g_afs_gs,0.6
BU17400102,g_afs_gs,2.7
BU17830351,g_afs_gs,1.0
BU17830403,g_afs_gs,0.3
BU17831001,g_afs_gs,1.1
BU18760105,g_afs_gs,3.6
BU18830602,g_afs_gs,1.4
BU18950102,g_afs_gs,0.8000000000000002
BU18950604,g_afs_gs,1.3
BU19030202,g_afs_gs,2.0
BU00740205,g_afs_kv,3.1
BU01060815,g_afs_kv,1.3
BU01140600,g_afs_kv,0.6
BU01144300,g_afs_kv,0.9
BU01530103,g_afs_kv,0.3
BU01530206,g_afs_kv,0.4
BU01580041,g_afs_kv,0.4
BU01630304,g_afs_kv,0.8
BU01630900,g_afs_kv,0.4
BU01660007,g_afs_kv,1.4
BU01680109,g_afs_kv,1.8
BU01710101,g_afs_kv,0.4
BU01731300,g_afs_kv,0.8
BU01731400,g_afs_kv,1.0
BU01800102,g_afs_kv,1.2
BU01890407,g_afs_kv,1.6
BU01931020,g_afs_kv,0.7
BU01931150,g_afs_kv,0.3
BU02035402,g_afs_kv,0.4
BU02035876,g_afs_kv,2.5
BU02090408,g_afs_kv,1.3
BU02090491,g_afs_kv,0.4
BU02130400,g_afs_kv,2.3
BU02130602,g_afs_kv,0.5
BU02140200,g_afs_kv,0.7
BU02220905,g_afs_kv,0.4
BU02285001,g_afs_kv,0.4
BU02520005,g_afs_kv,1.3
BU02620309,g_afs_kv,2.5
BU02620501,g_afs_kv,0.3
BU02690200,g_afs_kv,0.3
BU02990100,g_afs_kv,0.8
BU03071001,g_afs_kv,0.4
BU03071704,g_afs_kv,0.3
BU03071905,g_afs_kv,0.3
BU03270105,g_afs_kv,1.0
BU03270300,g_afs_kv,0.4
BU03440243,g_afs_kv,0.6
BU03440942,g_afs_kv,0.4
BU03441031,g_afs_kv,0.7
BU03510002,g_afs_kv,0.4
BU03530002,g_afs_kv,0.3
BU03730601,g_afs_kv,0.8
BU03770201,g_afs_kv,0.9
BU03940108,g_afs_kv,0.8
BU03941567,g_afs_kv,0.5
BU03960101,g_afs_kv,0.7
BU03960700,g_afs_kv,0.9
BU03970100,g_afs_kv,1.5
BU03990801,g_afs_kv,1.8
BU04000803,g_afs_kv,1.3
BU04000809,g_afs_kv,1.2
BU04310002,g_afs_kv,0.3
BU04480100,g_afs_kv,0.3
BU04515000,g_afs_kv,1.0
BU04840405,g_afs_kv,0.4
BU04840501,g_afs_kv,0.4
BU04892039,g_afs_kv,0.7
BU05031201,g_afs_kv,0.8
BU05031304,g_afs_kv,0.4
BU05031405,g_afs_kv,0.4
BU05032504,g_afs_kv,0.4
BU05050112,g_afs_kv,0.1999999999999999
BU05050305,g_afs_kv,0.3
BU06100106,g_afs_kv,0.4
BU06130309,g_afs_kv,0.9
BU06130310,g_afs_kv,1.2
BU06270103,g_afs_kv,0.3
BU06320203,g_afs_kv,0.7
BU06420313,g_afs_kv,0.4
BU06420509,g_afs_kv,0.4
BU06420510,g_afs_kv,0.3
BU06680600,g_afs_kv,0.6
BU07370400,g_afs_kv,0.6
BU07370701,g_afs_kv,2.4
BU07480203,g_afs_kv,0.6
BU07480300,g_afs_kv,0.8
BU07570000,g_afs_kv,0.4
BU07570004,g_afs_kv,1.2
BU07580202,g_afs_kv,0.3
BU07850304,g_afs_kv,1.4
BU07971000,g_afs_kv,0.3
BU08091011,g_afs_kv,0.6
BU08093081,g_afs_kv,0.3
BU08230109,g_afs_kv,2.0
BU08450008,g_afs_kv,1.3
BU08450109,g_afs_kv,2.9
BU08450302,g_afs_kv,0.8
BU08480100,g_afs_kv,0.4
BU08510003,g_afs_kv,0.6
BU08580100,g_afs_kv,0.8
BU08790000,g_afs_kv,0.7
BU08820004,g_afs_kv,1.7
BU08820009,g_afs_kv,1.5
BU08990317,g_afs_kv,0.4
BU09280004,g_afs_kv,2.1
BU09460401,g_afs_kv,0.4
BU09570801,g_afs_kv,0.6
BU09710005,g_afs_kv,0.4
BU09831202,g_afs_kv,1.4
BU09881201,g_afs_kv,0.6
BU09882403,g_afs_kv,2.7
BU15070300,g_afs_kv,0.4
BU15070700,g_afs_kv,0.3
BU15090203,g_afs_kv,1.9
BU15090208,g_afs_kv,2.0
BU15810103,g_afs_kv,1.2
BU15860110,g_afs_kv,0.4
BU16211111,g_afs_kv,1.1
BU16213251,g_afs_kv,0.9
BU16550308,g_afs_kv,1.1
BU16550501,g_afs_kv,2.9
BU16580100,g_afs_kv,0.4
BU16590003,g_afs_kv,1.4
BU16670002,g_afs_kv,1.0
BU16760001,g_afs_kv,0.6
BU16761205,g_afs_kv,4.4
BU16901109,g_afs_kv,3.0
BU16990360,g_afs_kv,1.2
BU17090900,g_afs_kv,0.3
BU17310000,g_afs_kv,0.8
BU17310500,g_afs_kv,3.5
BU17310602,g_afs_kv,1.2
BU17310900,g_afs_kv,0.8
BU17350309,g_afs_kv,2.8
BU17350908,g_afs_kv,2.3
BU17830251,g_afs_kv,0.8
BU17830507,g_afs_kv,0.4
BU18760404,g_afs_kv,2.5
BU18760406,g_afs_kv,2.7
BU18830503,g_afs_kv,0.4
BU18950005,g_afs_kv,2.5
BU18950500,g_afs_kv,12.3
BU18950502,g_afs_kv,13.1
BU00500000,g_afs_sc,0.6
BU00590103,g_afs_sc,0.4
BU00590203,g_afs_sc,0.3
BU00600000,g_afs_sc,0.7
BU00740403,g_afs_sc,2.0
BU00740407,g_afs_sc,2.2
BU00740903,g_afs_sc,0.8
BU00801004,g_afs_sc,0.4
BU01091002,g_afs_sc,0.4
BU01095064,g_afs_sc,2.0
BU01140806,g_afs_sc,1.7
BU01470106,g_afs_sc,1.2
BU01530206,g_afs_sc,0.4
BU01530901,g_afs_sc,0.4
BU01580004,g_afs_sc,0.6
BU01580020,g_afs_sc,1.0
BU01630506,g_afs_sc,1.5
BU01640305,g_afs_sc,1.1
BU01640900,g_afs_sc,0.7
BU01731300,g_afs_sc,0.7
BU01800001,g_afs_sc,0.7
BU01890302,g_afs_sc,0.6
BU01890405,g_afs_sc,1.4
BU01890408,g_afs_sc,1.9
BU01890509,g_afs_sc,2.3
BU01933200,g_afs_sc,1.9
BU01935010,g_afs_sc,0.4
BU01935020,g_afs_sc,0.7
BU02000404,g_afs_sc,0.7
BU02035402,g_afs_sc,0.4
BU02130313,g_afs_sc,2.2
BU02220905,g_afs_sc,0.7
BU02223108,g_afs_sc,0.1999999999999999
BU02280201,g_afs_sc,0.3
BU02287031,g_afs_sc,1.8
BU02431402,g_afs_sc,2.5
BU02460005,g_afs_sc,1.4
BU02520105,g_afs_sc,3.0
BU02620408,g_afs_sc,1.7
BU02620507,g_afs_sc,2.5
BU02620509,g_afs_sc,3.0
BU02850206,g_afs_sc,1.2
BU02850208,g_afs_sc,2.2
BU02940103,g_afs_sc,1.8
BU02940105,g_afs_sc,2.5
BU02940106,g_afs_sc,2.2
BU02960103,g_afs_sc,0.7
BU03020101,g_afs_sc,5.4
BU03030213,g_afs_sc,1.2
BU03270102,g_afs_sc,0.4
BU03530012,g_afs_sc,1.2
BU03550101,g_afs_sc,0.4
BU03550301,g_afs_sc,0.4
BU03550404,g_afs_sc,1.8
BU03730602,g_afs_sc,1.8
BU03770100,g_afs_sc,0.3
BU03940230,g_afs_sc,0.9
BU03940234,g_afs_sc,1.1
BU03940988,g_afs_sc,0.4
BU04051200,g_afs_sc,0.6
BU04053303,g_afs_sc,0.4
BU04053501,g_afs_sc,1.0
BU04480002,g_afs_sc,0.4
BU04480008,g_afs_sc,5.4
BU04480100,g_afs_sc,0.3
BU04515000,g_afs_sc,1.0
BU04530105,g_afs_sc,0.3
BU04530602,g_afs_sc,1.2
BU04820306,g_afs_sc,0.3
BU04840201,g_afs_sc,2.0
BU04890101,g_afs_sc,0.9
BU04890308,g_afs_sc,0.7
BU04891432,g_afs_sc,0.9
BU05182561,g_afs_sc,0.4
BU05183536,g_afs_sc,0.4
BU05991571,g_afs_sc,0.3
BU06130419,g_afs_sc,0.4
BU06130420,g_afs_sc,2.2
BU06270302,g_afs_sc,0.3
BU06290100,g_afs_sc,0.5
BU06320202,g_afs_sc,0.4
BU06320703,g_afs_sc,2.0
BU06680701,g_afs_sc,1.5
BU07480006,g_afs_sc,0.7
BU07480508,g_afs_sc,1.3
BU07530003,g_afs_sc,0.3
BU07530009,g_afs_sc,0.3
BU07570004,g_afs_sc,1.2
BU07580202,g_afs_sc,0.4
BU07580809,g_afs_sc,1.0
BU07850405,g_afs_sc,0.7
BU07850917,g_afs_sc,0.8
BU07941100,g_afs_sc,0.3
BU07941802,g_afs_sc,0.4
BU08093071,g_afs_sc,0.6
BU08230209,g_afs_sc,1.3
BU08260504,g_afs_sc,0.5
BU08260606,g_afs_sc,0.4
BU08260607,g_afs_sc,0.4
BU08260700,g_afs_sc,0.3
BU08450408,g_afs_sc,1.2
BU08510001,g_afs_sc,0.3
BU08520201,g_afs_sc,0.9
BU08520302,g_afs_sc,3.5
BU08650104,g_afs_sc,0.9
BU08990207,g_afs_sc,0.6
BU09172100,g_afs_sc,0.4
BU09380003,g_afs_sc,1.7
BU09650100,g_afs_sc,0.6
BU09834105,g_afs_sc,1.6
BU09860501,g_afs_sc,0.3
BU09880104,g_afs_sc,2.5
BU09882102,g_afs_sc,1.5
BU15070402,g_afs_sc,0.3
BU15070500,g_afs_sc,0.4
BU15070803,g_afs_sc,0.4
BU15090106,g_afs_sc,1.4
BU15090203,g_afs_sc,0.3
BU15810200,g_afs_sc,0.4
BU15860111,g_afs_sc,0.4
BU15860202,g_afs_sc,1.5
BU16550304,g_afs_sc,0.7
BU16590108,g_afs_sc,1.5
BU16670209,g_afs_sc,1.8
BU16740405,g_afs_sc,1.5
BU16760003,g_afs_sc,0.7
BU16760007,g_afs_sc,0.8
BU16760401,g_afs_sc,3.6
BU16801200,g_afs_sc,2.0
BU16990030,g_afs_sc,0.8
BU16990350,g_afs_sc,0.3
BU17010909,g_afs_sc,2.0
BU17011200,g_afs_sc,2.2
BU17011509,g_afs_sc,1.2
BU17060001,g_afs_sc,1.0
BU17060002,g_afs_sc,1.7
BU17140009,g_afs_sc,2.0
BU17141000,g_afs_sc,0.8
BU17141209,g_afs_sc,2.9000000000000004
BU17290001,g_afs_sc,2.2
BU17290102,g_afs_sc,2.0
BU17301009,g_afs_sc,3.6
BU17310800,g_afs_sc,0.3
BU17310801,g_afs_sc,2.5
BU17350408,g_afs_sc,2.5
BU17350900,g_afs_sc,0.4
BU17400107,g_afs_sc,1.7
BU17830103,g_afs_sc,0.6
BU17830406,g_afs_sc,0.3
BU17830507,g_afs_sc,0.3
BU17830901,g_afs_sc,0.7
BU18830504,g_afs_sc,0.4
BU18830602,g_afs_sc,0.8
BU19000101,g_afs_sc,0.4
BU19001303,g_afs_sc,0.4
BU19030003,g_afs_sc,0.3
BU19550001,g_afs_sc,0.4
BU19550010,g_afs_sc,0.9
BU00590003,g_3km_sc,3.8
BU00720002,g_3km_sc,7.0
BU00720005,g_3km_sc,7.0
BU01530802,g_3km_sc,6.0
BU01530803,g_3km_sc,6.0
BU01530804,g_3km_sc,6.0
BU01680201,g_3km_sc,3.3
BU01710112,g_3km_sc,4.1
BU01800003,g_3km_sc,5.6
BU01935200,g_3km_sc,-8.881784197001252e-16
BU02036071,g_3km_sc,2.0
BU02210104,g_3km_sc,5.0
BU02430401,g_3km_sc,16.0
BU02440002,g_3km_sc,5.9
BU02690005,g_3km_sc,3.3
BU02930000,g_3km_sc,6.0
BU03030321,g_3km_sc,10.2
BU03071202,g_3km_sc,4.6
BU03510001,g_3km_sc,6.0
BU03510002,g_3km_sc,6.0
BU03510005,g_3km_sc,6.0
BU03510006,g_3km_sc,6.0
BU03990302,g_3km_sc,10.9
BU03990304,g_3km_sc,11.0
BU03990401,g_3km_sc,8.3
BU03990501,g_3km_sc,10.6
BU07170600,g_3km_sc,2.0
BU07550006,g_3km_sc,3.0
BU07650100,g_3km_sc,2.2
BU07790200,g_3km_sc,8.0
BU07941402,g_3km_sc,8.0
BU07980000,g_3km_sc,3.2
BU08230000,g_3km_sc,4.1
BU08450308,g_3km_sc,3.0
BU08510409,g_3km_sc,0.7000000000000002
BU08580003,g_3km_sc,6.9
BU09280105,g_3km_sc,4.1
BU09460302,g_3km_sc,-8.881784197001252e-16
BU09570801,g_3km_sc,3.0
BU09710200,g_3km_sc,2.4000000000000004
BU15071209,g_3km_sc,0.2000000000000001
BU16550301,g_3km_sc,5.0
BU16550303,g_3km_sc,5.0
BU16550304,g_3km_sc,5.0
BU16760002,g_3km_sc,6.0
BU16761009,g_3km_sc,0.7000000000000002
BU16761300,g_3km_sc,1.7000000000000002
BU16761301,g_3km_sc,1.2000000000000002
BU16800009,g_3km_sc,1.4000000000000004
BU16800600,g_3km_sc,1.2999999999999998
BU16950000,g_3km_sc,1.4000000000000004
BU16960601,g_3km_sc,3.0
BU17060008,g_3km_sc,4.0
BU17090609,g_3km_sc,0.7999999999999998
BU17141209,g_3km_sc,0.9000000000000004
BU17290601,g_3km_sc,0.0999999999999987
BU17311609,g_3km_sc,0.2999999999999998
BU17350206,g_3km_sc,0.7999999999999998
BU17350207,g_3km_sc,0.9000000000000004
BU17830402,g_3km_sc,7.1
BU17830703,g_3km_sc,6.0
BU17830710,g_3km_sc,6.0
BU17830712,g_3km_sc,5.3
BU17830714,g_3km_sc,5.5
BU18760308,g_3km_sc,1.5999999999999996
BU18950300,g_3km_sc,2.0
BU01970111,a_opp_ha,1127.0
BU02430803,a_opp_ha,16.0
BU02940121,a_opp_ha,2245.0
BU04530302,a_opp_ha,210.0
BU07980009,a_opp_ha,2954.0
BU07980109,a_opp_ha,2503.0
BU08580208,a_opp_ha,1349.0
BU08580209,a_opp_ha,1123.0
BU08790209,a_opp_ha,1524.0
BU08790309,a_opp_ha,2682.0
BU09280205,a_opp_ha,142.0
BU09350206,a_opp_ha,165.0
BU09350502,a_opp_ha,313.0
BU09380202,a_opp_ha,214.0
BU09710004,a_opp_ha,250.0
BU09710100,a_opp_ha,362.0
BU09710200,a_opp_ha,100.0
BU09810008,a_opp_ha,155.0
BU09883102,a_opp_ha,2700.0
BU16410200,a_opp_ha,468.0
BU16410201,a_opp_ha,265.0
BU16410301,a_opp_ha,189.0
BU16670109,a_opp_ha,1985.0
BU16950300,a_opp_ha,106.0
BU17090809,a_opp_ha,1634.0
BU17140209,a_opp_ha,3084.0
BU18950309,a_opp_ha,3510.0
BU19030002,a_opp_ha,151.0
BU19030409,a_opp_ha,1229.0
BU00960000,a_lan_ha,81.0
BU01140106,a_lan_ha,81.0
BU01660007,a_lan_ha,49.99999999999997
BU01680309,a_lan_ha,4004.0
BU01680409,a_lan_ha,2272.0
BU01710323,a_lan_ha,3760.000000000001
BU01933120,a_lan_ha,87.0
BU01970111,a_lan_ha,1123.0
BU01970302,a_lan_ha,161.0
BU02000204,a_lan_ha,163.0
BU02035411,a_lan_ha,73.00000000000003
BU02035650,a_lan_ha,2391.0
BU02140207,a_lan_ha,1071.0
BU02280306,a_lan_ha,95.0
BU02430803,a_lan_ha,16.0
BU02620005,a_lan_ha,151.0
BU02620006,a_lan_ha,57.00000000000003
BU02730008,a_lan_ha,1095.0
BU03120209,a_lan_ha,1603.0
BU03211233,a_lan_ha,22.0
BU03215091,a_lan_ha,84.0
BU03270104,a_lan_ha,9.0
BU03440343,a_lan_ha,205.0
BU03441033,a_lan_ha,160.0
BU03530029,a_lan_ha,1137.0
BU03550306,a_lan_ha,11.0
BU03580004,a_lan_ha,263.0
BU03940105,a_lan_ha,113.0
BU03940111,a_lan_ha,74.0
BU03940122,a_lan_ha,1132.0
BU03940675,a_lan_ha,88.0
BU03940883,a_lan_ha,117.0
BU03940988,a_lan_ha,96.0
BU03970001,a_lan_ha,185.0
BU03970006,a_lan_ha,81.0
BU04370001,a_lan_ha,135.0
BU04390703,a_lan_ha,89.0
BU04390705,a_lan_ha,86.0
BU04515000,a_lan_ha,209.0
BU04530505,a_lan_ha,105.0
BU04820103,a_lan_ha,22.0
BU05051108,a_lan_ha,12.0
BU05182666,a_lan_ha,76.0
BU05990451,a_lan_ha,124.0
BU05991283,a_lan_ha,195.0
BU05991446,a_lan_ha,49.99999999999997
BU06130104,a_lan_ha,112.0
BU06270401,a_lan_ha,33.0
BU06270408,a_lan_ha,22.0
BU06290003,a_lan_ha,237.0
BU07170609,a_lan_ha,928.0
BU07480405,a_lan_ha,175.0
BU07570003,a_lan_ha,149.0
BU07580200,a_lan_ha,224.0
BU07580502,a_lan_ha,114.0
BU07580909,a_lan_ha,1331.0
BU08230109,a_lan_ha,1705.0
BU08450308,a_lan_ha,130.0
BU08510008,a_lan_ha,1382.0
BU08580208,a_lan_ha,1338.0
BU08730309,a_lan_ha,1615.0
BU08790209,a_lan_ha,1512.0
BU09350206,a_lan_ha,165.0
BU09570100,a_lan_ha,79.0
BU09810008,a_lan_ha,155.0
BU15810003,a_lan_ha,137.0
BU16212121,a_lan_ha,26.0
BU16590000,a_lan_ha,180.0
BU16741009,a_lan_ha,1047.0
BU16760002,a_lan_ha,147.0
BU16760004,a_lan_ha,67.0
BU16950300,a_lan_ha,106.0
BU16960102,a_lan_ha,73.00000000000003
BU17090002,a_lan_ha,84.0
BU17090004,a_lan_ha,81.0
BU17090300,a_lan_ha,235.0
BU17090409,a_lan_ha,1138.0
BU17090600,a_lan_ha,105.0
BU17090709,a_lan_ha,1878.0
BU17090809,a_lan_ha,1590.0
BU17140609,a_lan_ha,1380.0
BU17400001,a_lan_ha,217.0
BU18760103,a_lan_ha,3389.0
BU18840004,a_lan_ha,354.0
BU18840202,a_lan_ha,96.0
BU19000117,a_lan_ha,219.0
BU19001307,a_lan_ha,1294.0
BU19030002,a_lan_ha,151.0
BU19030409,a_lan_ha,1229.0
BU19160104,a_lan_ha,226.0
BU19550000,a_lan_ha,161.0
BU00930111,a_wat_ha,4.0
BU01140600,a_wat_ha,12.0
BU01140709,a_wat_ha,21.0
BU01185501,a_wat_ha,8.0
BU01185801,a_wat_ha,9.0
BU01185901,a_wat_ha,6.0
BU01660007,a_wat_ha,7.0
BU01932200,a_wat_ha,12.0
BU02140609,a_wat_ha,13.0
BU02260201,a_wat_ha,5.0
BU02690210,a_wat_ha,7.0
BU02750103,a_wat_ha,10.0
BU02940121,a_wat_ha,5.0
BU03010000,a_wat_ha,8.0
BU03120009,a_wat_ha,11.0
BU03120209,a_wat_ha,14.0
BU03211128,a_wat_ha,4.0
BU03440343,a_wat_ha,13.0
BU03440711,a_wat_ha,5.0
BU03440934,a_wat_ha,10.0
BU03510011,a_wat_ha,4.0
BU03510012,a_wat_ha,8.0
BU03770209,a_wat_ha,6.0
BU03770309,a_wat_ha,4.0
BU03940122,a_wat_ha,75.0
BU03940237,a_wat_ha,7.0
BU03940675,a_wat_ha,9.0
BU03941091,a_wat_ha,14.0
BU03970001,a_wat_ha,13.0
BU03970006,a_wat_ha,5.0
BU04530002,a_wat_ha,16.0
BU04820403,a_wat_ha,5.0
BU05120101,a_wat_ha,7.0
BU05120300,a_wat_ha,5.0
BU05991283,a_wat_ha,120.0
BU05991446,a_wat_ha,14.0
BU06290003,a_wat_ha,12.0
BU07170109,a_wat_ha,4.0
BU07370209,a_wat_ha,6.0
BU07580400,a_wat_ha,5.0
BU07980109,a_wat_ha,9.0
BU08200003,a_wat_ha,14.0
BU08230008,a_wat_ha,11.0
BU08450408,a_wat_ha,9.0
BU08510300,a_wat_ha,9.0
BU09350006,a_wat_ha,10.0
BU09710200,a_wat_ha,11.0
BU09710201,a_wat_ha,12.0
BU09710203,a_wat_ha,8.0
BU15090109,a_wat_ha,10.0
BU15090307,a_wat_ha,19.0
BU16401001,a_wat_ha,15.0
BU16760004,a_wat_ha,8.0
BU17090300,a_wat_ha,9.0
BU17090409,a_wat_ha,16.0
BU17400209,a_wat_ha,74.0
BU18420101,a_wat_ha,10.0
BU18760103,a_wat_ha,5.0
BU19000117,a_wat_ha,47.0
BU19001307,a_wat_ha,7.0
BU16212741,pst_mvp,2651.0
BU16760004,pst_mvp,4303.0
BU17830160,pst_mvp,2671.0
BU18920493,pst_mvp,2912.0
BU00930111,pst_dekp,4.0
BU02970207,pst_dekp,5.0
BU07970501,pst_dekp,5.0
BU18760204,pst_dekp,5.0
BU18830103,pst_dekp,5.0
BU01840011,ste_mvs,5.0
BU02130609,ste_mvs,5.0
BU03030607,ste_mvs,5.0
BU03390000,ste_mvs,5.0
BU03830421,ste_mvs,5.0
BU03970102,ste_mvs,5.0
BU05310400,ste_mvs,5.0
BU06290002,ste_mvs,4.0
BU06290107,ste_mvs,4.0
BU07550006,ste_mvs,4.0
BU08200008,ste_mvs,4.0
BU15810002,ste_mvs,4.0
BU17140701,ste_mvs,4.0
BU17420309,ste_mvs,4.0
BU18840203,ste_mvs,5.0
BU00470100,ste_oad,30.0
BU01680101,ste_oad,72.0
BU01934050,ste_oad,11.0
BU02960120,ste_oad,1215.0
BU07370709,ste_oad,85.0
BU15860302,ste_oad,63.0
BU16802008,ste_oad,13.0
BU18760101,ste_oad,126.0
