regio,gm_naam,gwb_code,a_inw,bev_dich,p_wcorpw,g_ele,g_gas,g_ink_po,g_ink_pi,p_hh_hi,a_soz_ww,pst_mvp,pst_dekp,ste_oad,woz_2023,woz_2024,woz_2025,woz_2026,act_woz_incr,pred_change_25,pred_change_26
Belgisch Park,'s-Gravenhage,BU05180271,8385.0,7900.0,13.0,2264.074074074074,825.0863882687117,49.00000000000001,41.50000000000001,25.2,58.76543209876543,2587.0,3,2498.0,504.0,520.0,525,526,73.33,0.96,0.19
Westbroekpark,'s-Gravenhage,BU05180373,1090.0,2644.0,9.0,3149.9408450829933,1308.198011126488,60.85110567529144,50.75709589477833,33.10000000000001,-4.973648213630916,2597.0000000000005,4,2426.0,713.0,756.0,791,819,41.04,4.63,3.54
Duttendel,'s-Gravenhage,BU05180374,1310.0,1006.0,0.0,2818.0246913580245,1276.5420154421497,62.7549383693833,51.46637266729971,38.29999999999999,-1.0347548845795274,2597.0000000000005,1,1258.0,722.0,744.0,796,806,29.84,6.99,1.26
Nassaubuurt,'s-Gravenhage,BU05180448,1635.0,5779.0,1.0,3147.964652226262,1268.9718522609385,71.4532608389884,57.65579871126995,49.57451357441781,-11.89801513052952,2596.0,1,3410.0,782.0,790.0,818,896,68.09,3.54,9.54
Uilennest,'s-Gravenhage,BU05180475,2335.0,7935.0,0.0,2370.932704362038,922.3010366358868,70.30000000000001,53.4,29.000000000000007,9.753086419753089,2597.0000000000005,3,1994.0,493.0,495.0,512,518,92.61,3.43,1.17
Duinzigt,'s-Gravenhage,BU05180476,2620.0,3767.0,2.0,2093.2098765432097,1049.6312589827662,60.0287681018568,50.77396500997942,29.7,19.82650771956813,2597.0000000000005,1,1401.0,525.0,527.0,532,537,68.91,0.95,0.94
Waalsdorp,'s-Gravenhage,BU05180477,4095.0,6378.0,0.0,2762.83950617284,1288.513175312905,70.43558764009556,55.246090693882536,51.78689924753253,21.250081860348324,2597.0000000000005,5,2138.0,782.0,781.0,816,892,70.52,4.48,9.31
Arendsdorp,'s-Gravenhage,BU05180478,1795.0,3500.0,19.0,2380.617283950617,1150.2469135802469,57.94931503005823,46.72143814241808,37.12433300784748,-1.181160946071426,2596.0,1,2928.0,517.0,524.0,517,504,1.35,-1.34,-2.51
Van Hoytemastraat en omgeving,'s-Gravenhage,BU05180479,2445.0,9551.0,0.0,2583.703703703704,909.6380944306752,78.30000000000001,60.49999999999999,51.20260846720336,4.975289643906635,2596.0,1,2516.0,672.0,688.0,678,698,83.96,-1.45,2.95
Archipelbuurt,'s-Gravenhage,BU05180546,6355.0,7309.0,14.0,1948.3455878054515,791.7176924782535,57.74845989401133,49.12671943710736,31.0,39.25925925925926,2585.0,1,3450.0,643.0,639.0,638,636,68.16,-0.16,-0.31
Van Stolkpark en Scheveningse Bosjes,'s-Gravenhage,BU05180605,805.0,746.0,11.0,3744.327176350203,1612.7574781293526,70.05979896397992,57.06033905333848,44.39633354422557,-3.8051916454916928,2585.0,3,3555.0,919.0,948.0,1035,1153,70.2,9.18,11.4
Oud Scheveningen,'s-Gravenhage,BU05180701,2955.0,10016.0,31.0,1855.8024691358023,1048.373004016482,39.100000000000016,34.9,13.7,29.50617283950617,2584.0,2,3996.0,331.0,336.0,342,349,88.76,1.79,2.05
Vissershaven,'s-Gravenhage,BU05180702,4705.0,5556.0,28.0,1969.1032337927336,873.2207710050017,44.69999999999999,36.900000000000006,18.7,29.50617283950617,2583.0,1,3559.0,369.0,396.0,404,417,108.42,2.02,3.22
Scheveningen Badplaats,'s-Gravenhage,BU05180703,5675.0,8795.0,9.0,1934.7369276989384,867.563108741942,46.89999999999999,40.00000000000001,19.7,59.38271604938272,2586.0000000000005,1,3996.0,406.0,413.0,421,426,76.5,1.94,1.19
Visserijbuurt,'s-Gravenhage,BU05180704,4080.0,15034.0,26.0,1984.9382716049383,943.776778057786,43.6,36.1,16.9,29.25925925925926,2584.0,2,4484.0,376.0,380.0,387,397,71.95,1.84,2.58
Rijslag,'s-Gravenhage,BU05180772,1740.0,7060.0,9.0,2193.827160493828,1054.007255915195,54.8,45.90000000000002,22.6,9.753086419753089,2586.0000000000005,5,4127.0,478.0,489.0,497,506,72.18,1.64,1.81
Duindorp,'s-Gravenhage,BU05180800,5790.0,6343.0,52.0,2544.4444444444443,690.037134528771,36.49999999999999,29.3,13.0,48.51851851851852,2583.0,1,2407.0,331.0,349.0,359,373,123.72,2.87,3.9
Statenkwartier,'s-Gravenhage,BU05180907,10475.0,10350.0,3.0,2473.58024691358,1251.9776612029716,71.50000000000003,57.5,54.99804000680584,69.1358024691358,2582.0,2,4347.0,675.0,688.0,686,714,72.0,-0.29,4.08
Geuzenkwartier,'s-Gravenhage,BU05180908,4480.0,14028.0,28.0,1938.456591870503,639.6517716132198,42.2,35.5,18.6,39.38271604938272,2581.0,5,4248.0,391.0,402.0,410,417,97.06,1.99,1.71
Zorgvliet,'s-Gravenhage,BU05181041,720.0,835.0,2.0,2974.814814814815,1380.022689458164,71.26510855087815,58.49817195519024,45.28081685902464,-11.99365680041618,2517.0,1,4320.0,892.0,899.0,905,921,69.62,0.67,1.77
Stadhoudersplantsoen,'s-Gravenhage,BU05181142,2840.0,12965.0,5.999999999999998,1965.6657387039493,776.1013144983353,53.8,46.19999999999999,19.4,25.049116703853056,2517.0,2,5451.0,450.0,456.0,456,458,91.6,0.0,0.44
Sweelinckplein en omgeving,'s-Gravenhage,BU05181143,5970.0,13825.0,5.0,2252.716049382716,1012.8395061728396,63.400000000000006,52.7,40.52362748208262,49.38271604938272,2517.0,2,6623.0,555.0,558.0,564,571,82.35,1.08,1.24
Bloemenbuurt-West,'s-Gravenhage,BU05181250,2300.0,8155.0,1.0,2241.734827432582,910.315726865478,52.899999999999984,44.70000000000001,30.2,9.629629629629632,2565.0,1,4243.0,491.0,489.0,488,491,88.08,-0.2,0.61
Bloemenbuurt-Oost,'s-Gravenhage,BU05181251,6530.0,10879.0,5.0,1780.1190350537229,840.0245452060226,46.8,39.29999999999999,20.2,48.888888888888886,2565.0,2,5112.0,392.0,390.0,392,392,106.35,0.51,0.0
Bomenbuurt,'s-Gravenhage,BU05181252,6110.0,11608.0,8.0,2095.061728395062,866.3873040976264,43.89999999999999,36.79999999999999,19.1,49.13580246913581,2565.0,4,6565.0,396.0,399.0,401,409,94.63,0.5,2.0
Vogelwijk,'s-Gravenhage,BU05181309,5490.000000000001,2050.0,2.0,3483.993358658274,1388.1892709268536,72.39999999999999,55.6,57.10295998520383,19.50617283950617,2566.0,1,2884.0,868.0,901.0,907,929,72.28,0.67,2.43
Bosjes van Pex,'s-Gravenhage,BU05181481,380.0,824.0,0.0,2123.58024691358,791.4554935488359,64.90000000000002,61.49999999999999,36.659154373288594,-7.774992728988852,2565.0,4,3691.0,438.0,434.0,440,442,76.42,1.38,0.45
Bohemen en Meer en Bos,'s-Gravenhage,BU05181492,4570.0,5882.0,17.0,1792.397039804952,810.1969187228968,44.6,39.7,15.8,29.25925925925926,2555.0,2,3296.0,363.0,355.0,359,360,80.2,1.13,0.28
Ockenburgh,'s-Gravenhage,BU05181590,1300.0,377.0,0.0,3486.41975308642,1428.0067760049185,56.68203528762365,45.13669792354112,45.400000000000006,-3.747575176877508,2553.0,6,1365.0,540.0,626.0,636,660,10.8,1.6,3.77
Kijkduin,'s-Gravenhage,BU05181591,2085.0,1628.0,11.0,2922.345679012345,1157.9229355941789,58.51270523628345,48.065241021061816,25.7,9.753086419753089,2554.0,1,1600.0,644.0,683.0,679,685,70.32,-0.59,0.88
Kraayenstein,'s-Gravenhage,BU05181697,9660.0,3198.0,17.0,2593.6628961586684,584.1822368226026,57.0,43.79999999999999,35.999999999999986,123.44642158463614,2553.0,1,1664.0,497.0,555.0,579,601,128.4,4.32,3.8
Houtwijk,'s-Gravenhage,BU05181786,12720.0,8913.0,37.0,2222.345679012345,864.9534442973352,37.7,30.5,18.3,77.1604938271605,2552.0,1,4199.0,337.0,346.0,353,362,90.11,2.02,2.55
Kom Loosduinen,'s-Gravenhage,BU05181795,5055.0,11049.0,42.0,1814.691358024692,780.2084039844929,35.7,30.2,7.899999999999999,38.888888888888886,2552.0,5,4049.0,253.0,256.0,264,273,84.17,3.12,3.41
Waldeck-Zuid,'s-Gravenhage,BU05181806,2040.0,9895.0,50.0,2155.185185185185,675.4320987654321,33.900000000000006,28.8,7.5,9.629629629629632,2551.0,2,4222.0,253.0,259.0,266,274,93.28,2.7,3.01
Nieuw Waldeck,'s-Gravenhage,BU05181840,7420.0,11952.0,66.0,1994.4444444444443,693.2022297156317,32.400000000000006,25.800000000000004,9.999999999999998,58.0246913580247,2551.0,2,5102.0,269.0,279.0,282,284,80.0,1.08,0.71
Rosenburg,'s-Gravenhage,BU05181882,3330.0,6593.0,36.0,1765.3086419753083,584.320987654321,36.9,36.49999999999999,9.4,29.50617283950617,2555.0,4,5073.0,301.0,307.0,312,316,99.35,1.63,1.28
Componistenbuurt,'s-Gravenhage,BU05181893,1815.0,12360.0,0.0,2125.0502808805886,720.3329927369732,43.50000000000001,37.80000000000001,14.999999999999991,13.8575911630043,2555.0,1,4473.999999999999,384.0,386.0,382,379,93.0,-1.04,-0.79
Waldeck-Noord,'s-Gravenhage,BU05181894,3155.0,9393.0,21.0,2085.555555555556,886.2259154711612,38.69999999999999,35.79999999999999,6.300000000000001,19.62962962962963,2551.0,3,3876.0,279.0,289.0,295,301,88.89,2.08,2.03
Vruchtenbuurt,'s-Gravenhage,BU05181953,7245.0,13543.0,5.0,2194.483611348552,706.8985100241548,50.2,40.99999999999999,31.4,48.51851851851852,2564.0,1,5036.0,441.0,438.0,447,452,96.41,2.05,1.12
Eykenduinen,'s-Gravenhage,BU05181983,2650.0,5285.0,4.0,2024.1975308641968,562.1951196288172,39.60000000000001,37.6,22.51764950202942,19.382716049382715,2564.0,2,5631.0,371.0,369.0,377,383,103.87,2.17,1.59
Heesterbuurt,'s-Gravenhage,BU05182054,6890.0,16798.0,25.0,1845.679012345679,912.5806293105958,38.2,31.3,10.6,67.65432098765432,2563.0,3,7564.0,283.0,288.0,293,295,114.93,1.74,0.68
Valkenboskwartier,'s-Gravenhage,BU05182055,11640.0,17873.0,3.0,1944.4444444444443,1170.8820621415175,41.69999999999999,35.1,15.0,106.79012345679013,2562.0,6,8568.0,318.0,333.0,335,342,119.08,0.6,2.09
Rond de Energiecentrale,'s-Gravenhage,BU05182110,6760.0,13549.0,24.0,1548.690561425729,556.4197530864197,39.00000000000001,33.5,11.000000000000002,58.39506172839506,2562.0,6,9169.0,293.0,309.0,313,318,117.61,1.29,1.6
Koningsplein en omgeving,'s-Gravenhage,BU05182144,7660.0,18414.0,11.0,1962.2222222222224,972.0017583777646,49.2,40.60000000000001,19.3,88.51851851851852,2562.0,6,8289.0,398.0,403.0,409,415,96.59,1.49,1.47
Zeeheldenkwartier,'s-Gravenhage,BU05182245,12775.0,15745.0,24.0,1474.916099556582,657.8049845168752,45.20000000000001,39.00000000000001,16.2,138.14814814814815,2517.9999999999995,4,6872.999999999999,394.0,403.0,411,416,81.53,1.99,1.22
Willemspark,'s-Gravenhage,BU05182347,1745.0,5256.0,3.0,2195.679012345679,1281.3533217830516,87.79999999999997,73.39999999999999,47.03564031343975,-9.159476804095764,2514.0,3,4385.0,524.0,538.0,535,522,78.15,-0.56,-2.43
Haagse Bos,'s-Gravenhage,BU05182449,460.0,397.0,5.999999999999998,1852.4139704840748,567.286207346054,42.00391309376738,37.98661460862193,16.83648502066657,-14.064714681374491,2593.9999999999995,1,4073.0,271.0,279.0,280,282,75.47,0.36,0.71
Landen,'s-Gravenhage,BU05182561,5350.0,8705.0,52.0,1766.067836210373,483.8885168155707,37.39999999999999,30.700000000000003,8.6,49.01234567901235,2591.0,1,2641.0,252.0,252.0,262,268,119.13,3.97,2.29
Kampen,'s-Gravenhage,BU05182567,2850.0,4765.0,46.0,1887.2363243721047,526.177207947018,40.4,31.000000000000007,7.5,16.604369798826788,2592.0,1,3789.0,254.0,263.0,270,272,139.09,2.66,0.74
Marlot,'s-Gravenhage,BU05182568,785.0,878.0,0.0,3563.456790123457,1774.0021486034177,63.732641752164206,51.44272474643745,46.70747920333193,-12.386784294024007,2593.9999999999995,1,1563.0,867.0,854.0,862,918,37.3,0.94,6.5
Burgen en Horsten,'s-Gravenhage,BU05182569,6655.0,7114.0,37.0,1687.921539420904,906.0807181640248,40.30000000000001,33.7,10.9,48.888888888888886,2592.0,3,3305.0,255.0,259.0,265,273,108.87,2.32,3.02
Bezuidenhout-West,'s-Gravenhage,BU05182664,5035.0,9343.0,34.0,1744.4444444444443,284.4785657384141,39.1,33.3,14.999999999999996,66.86004355316238,2595.0,1,5092.0,295.0,296.0,303,309,85.0,2.36,1.98
Bezuidenhout-Midden,'s-Gravenhage,BU05182665,5380.0,8673.0,3.0,2153.9506172839506,717.687434100196,60.1,48.7,27.1,39.50617283950617,2595.0,2,4640.0,464.0,466.0,474,485,85.66,1.72,2.32
Bezuidenhout-Oost,'s-Gravenhage,BU05182666,9420.0,12269.0,7.000000000000002,1676.5605772225565,846.2262789244214,52.500000000000014,45.49999999999999,20.5,78.0246913580247,2593.0,2,4261.0,370.0,373.0,378,380,115.61,1.34,0.53
Huygenspark,'s-Gravenhage,BU05182718,8160.0,17934.0,65.0,1543.20987654321,629.4589754207353,28.599999999999994,25.4,4.5,68.39506172839506,2515.0,4,7852.000000000001,223.0,235.0,241,243,106.14,2.55,0.83
Rivierenbuurt-Zuid,'s-Gravenhage,BU05182762,955.0,9677.0,19.0,1569.74570929717,819.5866878074472,25.200000000000003,23.500000000000007,4.099999999999998,11.39191340953604,2515.0,1,6715.0,207.0,215.0,222,231,133.7,3.26,4.05
Rivierenbuurt-Noord,'s-Gravenhage,BU05182763,3890.0,11020.0,30.0,1801.671098359238,600.9710652133483,42.8,36.7,14.049930384546087,29.25925925925926,2515.0,3,6445.0,336.0,345.0,346,345,107.83,0.29,-0.29
Kortenbos,'s-Gravenhage,BU05182811,7880.0,13032.0,36.0,1815.3086419753083,766.9395382215455,37.9,33.800000000000004,11.4,98.76543209876544,2513.0,5,8439.0,317.0,320.0,324,329,82.86,1.25,1.54
Voorhout,'s-Gravenhage,BU05182812,2645.0,4490.0,8.0,2081.770724823224,1102.549284877588,53.07569859855322,47.60284081112446,19.6,-40.29926598928056,2514.0,4,6161.999999999999,530.0,523.0,517,506,53.82,-1.15,-2.13
Uilebomen,'s-Gravenhage,BU05182813,4070.0,14243.0,31.0,1588.2302108053896,490.8873848136111,48.8,42.7,11.928833127761166,29.382716049382715,2511.0,1,7000.0,389.0,381.0,374,371,91.46,-1.84,-0.8
Zuidwal,'s-Gravenhage,BU05182814,7495.0,14974.0,45.0,1765.925925925926,1149.5825106226123,35.80000000000001,32.300000000000004,7.5,58.39506172839506,2512.0,2,8658.0,282.0,284.0,293,302,98.6,3.17,3.07
Schildersbuurt-West,'s-Gravenhage,BU05182915,14245.0,22143.0,54.0,1976.0493827160487,1098.2767960477345,27.9,21.90000000000001,8.2,136.2962962962963,2525.0,6,8703.0,242.0,257.0,262,265,140.19,1.95,1.15
Schildersbuurt-Noord,'s-Gravenhage,BU05182916,9665.0,20794.0,74.99999999999999,1875.432098765432,1143.4948501794056,27.3,20.8,7.400000000000002,67.53086419753086,2526.0,3,8899.0,237.0,246.0,245,247,125.69,-0.41,0.82
Schildersbuurt-Oost,'s-Gravenhage,BU05182917,6790.0,19495.0,79.0,2005.1851851851848,895.8473105701785,25.5,19.8,7.799999999999999,68.39506172839506,2526.0,6,8195.0,248.0,257.0,262,268,121.55,1.95,2.29
Transvaalkwartier-Noord,'s-Gravenhage,BU05183032,4025.0,21781.0,66.0,1735.5555555555557,818.3972214906073,27.700000000000003,21.1,5.699999999999999,49.38271604938272,2571.0,1,9034.0,221.0,226.0,231,233,140.43,2.21,0.87
Transvaalkwartier-Midden,'s-Gravenhage,BU05183033,5005.0,18322.0,43.0,2131.6267491690587,636.172839506173,29.8,22.2,11.499999999999996,58.888888888888886,2572.0,4,8190.0,267.0,269.0,275,283,115.2,2.23,2.91
Transvaalkwartier-Zuid,'s-Gravenhage,BU05183034,7335.0,20311.0,27.0,2247.5308641975307,944.2860927233248,29.2,21.899999999999995,13.4,98.2716049382716,2572.0,2,7369.0,280.0,276.0,284,292,126.23,2.9,2.82
Rustenburg,'s-Gravenhage,BU05183130,6140.0,18196.0,16.0,1956.41975308642,944.8111921112442,34.1,27.7,7.400000000000002,57.90123456790124,2574.0,2,7628.0,244.0,242.0,248,256,108.62,2.48,3.23
Oostbroek-Noord,'s-Gravenhage,BU05183131,4605.0,20438.0,0.0,1967.1604938271605,806.812758987502,32.900000000000006,27.2,7.599999999999998,68.76543209876543,2573.0,2,8339.0,246.0,244.0,252,256,117.86,3.28,1.59
Oostbroek-Zuid,'s-Gravenhage,BU05183135,8295.0,22108.0,5.0,2047.530864197531,1010.234597666972,31.4,25.5,7.5,117.53086419753086,2573.0,2,7008.0,237.0,237.0,241,247,115.45,1.69,2.49
Leyenburg,'s-Gravenhage,BU05183284,17045.000000000004,13219.0,13.0,2095.679012345679,1281.1633178313043,37.10000000000001,31.300000000000004,9.999999999999998,156.79012345679013,2547.0,5,5977.0,259.0,267.0,273,280,103.82,2.25,2.56
"Venen, Oorden en Raden",'s-Gravenhage,BU05183387,8440.0,10608.0,55.0,2337.852686724388,630.5768085745251,29.1,21.9,7.800000000000001,57.53086419753088,2544.0,1,3578.0,236.0,246.0,249,255,119.64,1.22,2.41
"Zijden, Steden en Zichten",'s-Gravenhage,BU05183396,7790.0,8159.0,63.0,1876.6666666666667,549.5353378592614,29.4,23.000000000000004,7.199999999999999,67.90123456790124,2543.0,3,3784.0,227.0,231.0,235,243,111.93,1.73,3.4
Dreven en Gaarden,'s-Gravenhage,BU05183398,11045.0,11094.0,67.0,1966.5432098765432,468.9342008553414,30.600000000000005,23.700000000000003,8.4,87.28395061728395,2542.0,2,3420.0,243.0,248.0,253,261,100.0,2.02,3.16
De Uithof,'s-Gravenhage,BU05183399,2255.0,1597.0,55.0,2557.05721447462,582.4482588936121,61.500000000000014,50.10000000000001,21.899999999999995,12.88334535345202,2544.0,1,1683.0,438.0,485.0,513,552,172.47,5.77,7.6
Morgenstond-Zuid,'s-Gravenhage,BU05183480,6640.0,14030.0,71.0,1687.4074074074074,132.5554122215508,30.2,23.8,4.900000000000002,78.39506172839506,2541.0,4,4205.0,198.0,207.0,219,224,120.21,5.8,2.28
Morgenstond-West,'s-Gravenhage,BU05183488,7940.0,13067.0,49.0,2182.786298010033,536.1728395061729,36.39999999999999,28.0,13.3,57.90123456790124,2545.0,2,4781.0,289.0,297.0,307,318,115.22,3.37,3.58
Morgenstond-Oost,'s-Gravenhage,BU05183489,6155.0,10249.0,69.99999999999999,1845.2005378604088,551.432634894332,32.2,25.000000000000007,5.300000000000001,48.39506172839506,2541.0,6,4609.0,206.0,218.0,224,234,118.0,2.75,4.46
Zuiderpark,'s-Gravenhage,BU05183536,155.0,158.0,99.0,1491.690555080138,413.4319266044604,22.6,21.6,0.8000000000000007,0.0,2533.0,3,5391.0,184.0,198.0,208,216,106.25,5.05,3.85
Moerwijk-Oost,'s-Gravenhage,BU05183620,3360.0,8739.0,73.0,1971.6897453817296,475.8278547279082,27.399999999999995,23.8,5.400000000000002,39.38271604938272,2531.0,2,3918.0,203.0,228.0,235,242,145.16,3.07,2.98
Moerwijk-West,'s-Gravenhage,BU05183637,6330.0,12435.0,72.0,1536.1728395061727,578.7031984376046,26.200000000000003,20.8,3.3999999999999986,57.777777777777786,2533.0,2,4293.0,181.0,192.0,200,207,110.99,4.17,3.5
Moerwijk-Noord,'s-Gravenhage,BU05183638,7100.0,15140.0,47.0,1906.41975308642,744.1306154004266,29.5,24.0,6.199999999999999,68.0246913580247,2531.0,3,5101.0,217.0,228.0,236,243,115.09,3.51,2.97
Moerwijk-Zuid,'s-Gravenhage,BU05183639,4765.0,11286.0,76.0,1657.037037037037,201.3740481157522,34.60000000000001,25.099999999999994,10.2,48.641975308641975,2532.0,2,3852.0,217.0,224.0,235,244,157.47,4.91,3.83
Groente- en Fruitmarkt,'s-Gravenhage,BU05183721,7355.0,16462.0,29.0,2315.925925925926,860.8910555029283,29.4,22.6,9.5,69.01234567901234,2525.0,1,6389.0,286.0,294.0,303,305,111.51,3.06,0.66
Laakhaven-Oost,'s-Gravenhage,BU05183819,5310.0,18197.0,67.0,1663.4567901234568,265.9259259259261,26.88280207032995,23.19176992146656,4.300000000000001,39.25925925925926,2521.0,3,7093.0,211.0,218.0,220,223,70.31,0.92,1.36
Laakhaven-West,'s-Gravenhage,BU05183822,7170.0,12794.0,42.0,1743.8271604938273,424.1975308641975,33.8,27.500000000000004,5.900000000000002,79.38271604938272,2521.0,1,7389.0,227.0,231.0,235,241,99.14,1.73,2.55
Spoorwijk,'s-Gravenhage,BU05183823,4095.0,12341.0,56.0,2299.8626337412256,624.1544779998289,31.9,24.899999999999995,14.9,49.01234567901235,2524.0,1,4587.0,281.0,286.0,291,298,95.89,1.75,2.41
Laakkwartier-West,'s-Gravenhage,BU05183824,8195.0,17760.0,12.0,2177.283950617284,1071.1330997627176,32.2,26.6,7.899999999999999,87.28395061728395,2523.0,5,5455.0,245.0,240.0,243,249,112.39,1.25,2.47
Laakkwartier-Oost,'s-Gravenhage,BU05183825,11560.0,21126.0,4.0,2037.407407407408,1429.9135344732838,31.2,26.4,6.199999999999999,136.17283950617283,2522.0,2,6691.0,240.0,230.0,231,237,116.98,0.43,2.6
Noordpolderbuurt,'s-Gravenhage,BU05183826,8410.0,17089.0,46.0,1927.283950617284,861.0541334072001,28.40000000000001,23.0,5.599999999999998,77.53086419753085,2516.0,4,5606.0,224.0,225.0,231,237,108.33,2.67,2.6
Erasmus Veld,'s-Gravenhage,BU05184001,3520.0,4782.0,37.0,2903.9506172839506,371.1825919682267,39.2,34.3,28.62156095850353,19.753086419753085,2548.0000000000005,1,3519.0,430.0,427.0,437,457,69.44,2.34,4.58
Hoge Veld,'s-Gravenhage,BU05184002,9300.0,9042.0,28.0,2743.759065818017,391.6638753549951,47.00000000000001,34.29999999999999,35.49999999999999,68.76543209876543,2548.0000000000005,1,2910.0,479.0,481.0,491,499,101.26,2.08,1.63
Parkbuurt oosteinde,'s-Gravenhage,BU05184003,3435.0,7617.0,4.0,3108.5185185185187,1038.4034265116666,51.49999999999999,42.69999999999999,43.77111864863286,19.382716049382715,2548.0000000000005,1,2951.0,552.0,553.0,564,573,79.55,1.99,1.6
Lage Veld,'s-Gravenhage,BU05184004,4205.0,11627.0,42.0,2499.6296296296296,568.5985593779608,41.8,33.0,25.7,39.25925925925926,2548.0000000000005,1,2362.0,387.0,394.0,403,417,85.85,2.28,3.47
Zonne Veld,'s-Gravenhage,BU05184005,3400.0,7586.0,24.0,2799.0123456790125,642.0926539235584,45.29999999999999,35.3,34.010569822952405,19.25925925925926,2548.0000000000005,1,1612.0,444.0,448.0,465,482,90.64,3.79,3.66
Bosweide,'s-Gravenhage,BU05184208,1905.0,2781.0,0.0,4069.259259259259,1488.2827833800525,63.39503656525294,49.899999999999984,59.17567234630546,9.506172839506172,2496.0,1,1472.0,819.0,841.0,864,864,56.32,2.73,0.0
De Venen,'s-Gravenhage,BU05184211,1820.0,5400.0,56.0,2474.7573694829407,538.6899126886865,45.6,32.3,25.587188463028845,-2.8082171567046146,2496.0,1,1588.0,376.0,390.0,403,415,111.96,3.33,2.98
Morgenweide,'s-Gravenhage,BU05184212,7050.0,8416.0,21.0,2551.4814814814813,397.9108739603616,45.1,35.599999999999994,30.8,58.51851851851852,2496.0,1,1969.0,411.0,423.0,435,447,88.0,2.84,2.76
Singels,'s-Gravenhage,BU05184213,5495.000000000001,9887.0,26.0,2709.135802469136,653.2801424192952,42.79999999999999,34.00000000000001,31.89999999999999,38.888888888888886,2497.0,1,1667.0,427.0,440.0,450,465,93.83,2.27,3.33
Waterbuurt,'s-Gravenhage,BU05184214,4705.0,5692.0,25.0,2640.740740740741,707.2164022532505,43.4,34.3,29.9,39.01234567901235,2497.0,1,1765.0,412.0,424.0,437,450,86.78,3.07,2.97
De Bras,'s-Gravenhage,BU05184215,5720.0,6703.0,28.0,2980.617283950617,723.6432005190536,50.70000000000001,40.6,48.89999999999999,29.012345679012345,2498.0,1,1090.0,550.0,571.0,596,626,84.79,4.38,5.03
Westvliet,'s-Gravenhage,BU05184316,100.0,79.0,0.0,3982.451326440728,1804.9308654648416,50.70000000000001,52.30000000000001,48.89999999999999,0.0,2491.0,1,1422.0,830.0,817.0,855,855,101.73,4.65,0.0
De Lanen,'s-Gravenhage,BU05184418,5325.0,7883.0,24.0,3010.9876543209875,573.1280024860578,48.89999999999999,37.60000000000001,46.4,39.01234567901235,2493.0,1,1459.0,503.0,511.0,528,538,83.81,3.33,1.89
De Velden,'s-Gravenhage,BU05184419,4125.0,5682.0,18.0,2658.5185185185187,716.9865022256947,49.6,40.2,41.0,29.012345679012345,2492.0,1,1522.0,469.0,475.0,488,502,80.61,2.74,2.87
De Vissen,'s-Gravenhage,BU05184420,8270.0,7027.0,32.0,2797.777777777778,591.4647841344795,48.8,39.39999999999999,38.9,58.39506172839506,2492.0,1,1470.0,463.0,470.0,480,495,80.08,2.13,3.12
Rietbuurt,'s-Gravenhage,BU05184421,2745.0,3039.0,33.0,3374.408111074173,842.5165380719277,56.5,37.19999999999999,41.500000000000014,19.50617283950617,2493.0,1,1572.0,536.0,549.0,573,592,93.31,4.37,3.32
Annen,Aa en Hunze,BU16800000,3455.0,1369.0,20.0,2619.8765432098767,1219.4460673896858,39.3,33.599999999999994,22.9,19.135802469135804,9468.0,1,410.0,333.0,335.0,348,361,55.09,3.88,3.74
Verspreide huizen Annen,Aa en Hunze,BU16800009,140.0,12.0,0.0,4231.234567901234,1958.8447488588383,52.43885516927384,46.29999999999999,22.9,-8.845245984487772,9468.0,1,57.0,579.0,592.0,601,618,53.17,1.52,2.83
Eext,Aa en Hunze,BU16800100,1285.0,754.0,13.0,2974.1975308641977,1285.5246625284713,37.2,32.19999999999999,22.37896977770304,9.629629629629632,9463.0,1,148.0,350.0,358.0,372,388,57.71,3.91,4.3
Verspreide huizen Eext,Aa en Hunze,BU16800109,175.0,11.0,0.0,3484.4804081813154,1774.3325795331589,42.681495569729165,37.92067755318684,24.91416817096124,-13.405659162148629,9463.0,1,37.0,487.0,490.0,504,525,51.72,2.86,4.17
Anloo,Aa en Hunze,BU16800200,330.0,573.0,14.0,3136.7277849189923,1501.910677414956,37.16145875811157,31.48970960441446,17.887795081009944,-11.654289419992311,9467.0,1,57.0,404.0,413.0,436,459,53.53,5.57,5.28
Verspreide huizen Anloo,Aa en Hunze,BU16800209,65.0,8.0,8.0,3154.1975308641977,1449.6412313018336,27.977369186505108,22.7,15.440104561309704,0.0,9467.0,1,67.0,515.0,517.0,528,527,79.51,2.13,-0.19
Gasteren,Aa en Hunze,BU16800300,375.0,696.0,4.0,3050.246913580247,1603.6486839833065,46.95820636719908,40.8,24.342637142906387,-11.25261288351567,9466.0,1,55.0,456.0,462.0,479,495,55.03,3.68,3.34
Anderen,Aa en Hunze,BU16800400,225.0,529.0,7.000000000000002,3682.368445177434,1678.1575490097882,37.32646391633549,32.1,24.06013867639732,-0.1234567901234555,9465.0,1,34.0,452.0,473.0,493,524,59.26,4.23,6.29
Schipborg,Aa en Hunze,BU16800500,555.0,578.0,4.0,3019.8765432098767,1495.6853111529122,42.8,37.00000000000001,24.00215407637496,-8.57704623922805,9469.0,1,213.0,515.0,519.0,536,547,51.31,3.28,2.05
