regio,gm_naam,gwb_code,a_inw,bev_dich,p_wcorpw,g_ele,g_gas,g_ink_po,g_ink_pi,p_hh_hi,a_soz_ww,pst_mvp,pst_dekp,ste_oad,woz_2023,woz_2024,woz_2025,woz_2026,act_woz_incr,pred_change_25,pred_change_26
Eexterveen,Aa en Hunze,BU16800600,450.0,353.0,3.0,3372.776126403551,1613.5378899298455,48.500000000000014,42.40000000000002,29.73270169971628,-5.175237344787984,9658.0,1,43.0,360.0,368.0,383,397,55.27,4.08,3.66
Spijkerboor,Aa en Hunze,BU16800700,145.0,668.0,5.999999999999998,2876.296296296296,1423.0176418173892,32.800000000000004,26.500000000000004,18.513821613705936,-11.93131527997949,9656.0,1,34.0,319.0,324.0,334,340,53.55,3.09,1.8
Nieuw-Annerveen,Aa en Hunze,BU16800800,100.0,223.0,3.0,3590.17515648663,1593.7688721619409,32.800000000000004,35.55,21.36023877171334,-5.37357369286579,9657.0,1,21.0,373.0,379.0,384,389,69.96,1.32,1.3
Oud-Annerveen,Aa en Hunze,BU16800900,115.0,420.0,0.0,3110.9876543209875,1454.7877671719375,32.800000000000004,28.524080610375552,19.472968555527103,-11.9056223008788,9655.0,1,28.0,357.0,363.0,374,385,71.23,3.03,2.94
Annerveenschekanaal,Aa en Hunze,BU16801100,405.0,690.0,22.0,2741.358024691358,1263.809137122242,42.9,36.10000000000001,20.771284687033468,10.0,9654.0,1,40.0,269.0,273.0,282,289,54.24,3.3,2.48
Eexterveenschekanaal,Aa en Hunze,BU16801200,235.0,382.0,8.0,2721.7283950617284,1428.9567430832572,33.15010647000151,29.7,14.953648857908528,-9.398072647386808,9659.0,4,106.0,239.0,245.0,257,266,50.31,4.9,3.5
Eexterzandvoort,Aa en Hunze,BU16801300,95.0,127.0,7.000000000000002,3031.3952065405297,1494.3561727598794,33.25196772510015,29.6,15.374069213912032,0.0,9464.0,1,20.0,371.0,372.0,389,406,77.99,4.57,4.37
Gasselte,Aa en Hunze,BU16801400,1540.0,460.0,23.0,2873.58024691358,1230.6318826824067,35.40000000000002,29.70000000000001,20.377254755390844,9.629629629629632,9462.0,1,207.0,327.0,331.0,341,354,59.13,3.02,3.81
Kostvlies,Aa en Hunze,BU16801401,135.0,250.0,3.0,3266.7901234567903,1695.439724128683,54.100000000000016,46.400000000000006,24.31202741448953,0.0,9462.0,1,50.0,454.0,460.0,478,503,48.39,3.91,5.23
Verspreide huizen Gasselte,Aa en Hunze,BU16801409,195.0,12.0,5.0,2921.48704527716,1168.5609482863183,33.79999999999999,30.0,11.2135850286617,-9.640186223862305,9462.0,2,64.0,398.0,400.0,412,423,-194.34,3.0,2.67
Gasselternijveen,Aa en Hunze,BU16801500,1815.0,921.0,35.0,2772.962962962963,1213.7188081491106,30.3,26.3,12.2,9.25925925925926,9514.0,1,226.0,243.0,247.0,257,265,52.47,4.05,3.11
Gasselternijveenschemond,Aa en Hunze,BU16801600,625.0,275.0,13.0,3060.3703703703704,1402.473094417973,29.4,25.500000000000004,13.752276378180412,-0.2469135802469146,9515.0,1,126.0,275.0,281.0,290,300,52.72,3.2,3.45
Gieten,Aa en Hunze,BU16801700,4775.0,1174.0000000000002,27.0,2653.9506172839506,1239.705277024206,37.60000000000001,31.5,20.0,38.51851851851852,9461.0,1,516.0,321.0,322.0,333,341,54.81,3.42,2.4
Verspreide huizen Gieten,Aa en Hunze,BU16801709,190.0,9.0,1.0,3571.1615867429564,1861.9483065284944,46.7,39.49999999999999,20.0,-5.8994924954361565,9461.0,1,41.0,533.0,553.0,578,586,59.37,4.52,1.38
Gieterveen,Aa en Hunze,BU16801800,685.0,1034.0,23.0,2933.2219483757312,1229.205707111238,37.99999999999999,29.8,20.693652214960025,9.876543209876544,9511.0,1,100.0,260.0,266.0,278,289,46.15,4.51,3.96
Nieuwediep,Aa en Hunze,BU16801802,270.0,257.0,3.0,3591.203290486182,1657.440672124073,26.324253959972097,22.5,18.74423595129498,-13.694371809690464,9512.0,1,78.0,322.0,326.0,335,347,52.34,2.76,3.58
Verspreide huizen Gieterveen,Aa en Hunze,BU16801809,200.0,14.0,0.0,3327.0642436384715,1691.720925566335,38.70909630111205,34.51516277139934,22.260374638176216,-10.8487372198972,9511.0,1,38.0,391.0,405.0,423,439,56.37,4.44,3.78
Rolde,Aa en Hunze,BU16801900,3680.0,1105.0,26.0,2460.9876543209875,1217.3002558988403,37.9,33.4,16.800000000000004,29.50617283950617,9451.0,1,457.9999999999999,324.0,326.0,337,354,47.51,3.37,5.04
Ballo,Aa en Hunze,BU16801901,160.0,326.0,0.0,3659.443662146277,1584.62200994071,35.5,33.2,16.800000000000004,0.0,9458.0,1,48.0,565.0,576.0,592,601,51.18,2.78,1.52
Verspreide huizen Nooitgedacht,Aa en Hunze,BU16801908,845.0,92.0,7.000000000000002,3334.835605202789,1352.2945646598043,50.600000000000016,41.7,39.2763408599985,3.948875209965905,9449.0,1,256.0,411.0,409.0,430,447,20.65,5.13,3.95
Verspreide huizen Rolde,Aa en Hunze,BU16801909,145.0,7.0,0.0,4077.031894610725,1914.7651465499512,72.80000000000001,64.7,46.96719043348209,0.0,9448.0,5,124.0,489.0,503.0,522,544,68.23,3.78,4.21
Grolloo,Aa en Hunze,BU16802000,639.9999999999999,843.0,9.0,3182.987936948296,1551.774379343817,48.8,40.7,26.944519770568487,-5.183068844349396,9444.0,1,93.0,392.0,394.0,408,425,55.73,3.55,4.17
Schoonloo,Aa en Hunze,BU16802001,185.0,255.0,10.0,3391.237130509807,1911.3877722299244,52.99999999999999,42.29999999999999,15.261451903244412,-7.787065513219904,9443.0,1,29.0,402.0,397.0,411,430,46.49,3.53,4.62
Verspreide huizen Papenvoort,Aa en Hunze,BU16802008,355.0,60.0,8.0,4499.1249641469085,2280.138683121563,52.99999999999999,42.29999999999999,21.196276690170663,0.0,9447.0,1,13.0,549.0,586.0,606,621,62.78,3.41,2.48
Verspreide huizen Grolloo,Aa en Hunze,BU16802009,230.0,5.0,0.0,4737.957654174433,2111.9640205075534,42.600000000000016,40.40000000000002,33.4034262781297,-0.1234567901234555,9443.0,3,41.0,505.0,507.0,527,535,39.67,3.94,1.52
Ekehaar,Aa en Hunze,BU16802100,265.0,700.0,7.000000000000002,3189.358422569794,1435.5612698645712,39.01699512981071,32.43170825362142,21.307115066081465,0.0,9454.0,1,40.0,414.0,420.0,440,458,48.94,4.76,4.09
Verspreide huizen Ekehaar,Aa en Hunze,BU16802109,160.0,9.0,0.0,4336.883221906899,1809.6305989976272,45.03559703824115,35.860443635259124,35.54688260484643,0.0,9453.0,6,11.0,568.0,592.0,604,618,53.37,2.03,2.32
Centrum,Aalsmeer,BU03580000,2990.0,5627.0,20.0,2493.827160493828,828.1481481481482,50.500000000000014,42.6,27.88600585705089,6.274075918368666,1431.0,1,1154.0,467.0,466.0,477,495,62.37,2.36,3.77
Stommeer,Aalsmeer,BU03580001,7020.0,3815.0,27.0,2530.617283950617,926.2343429724522,41.79999999999999,35.900000000000006,24.6,38.641975308641975,1431.0,1,1310.0,446.0,444.0,453,473,76.19,2.03,4.42
Hornmeer,Aalsmeer,BU03580004,2720.0,1050.0,32.0,2469.259259259259,948.018228439704,38.3,31.8,15.999999999999991,19.62962962962963,1431.0,1,770.0,429.0,413.0,432,450,75.74,4.6,4.17
Uiterweg,Aalsmeer,BU03580005,855.0,416.0,0.0,3668.024691358025,1669.750822834976,56.1,49.7,38.73849601075696,-3.3307517683059835,1431.0,1,617.0,803.0,797.0,823,896,52.98,3.26,8.87
Kudelstaart,Aalsmeer,BU03580100,9260.0,2129.0,27.0,2651.4814814814813,678.42549769448,43.6,36.1,29.4,88.14814814814815,1432.9999999999995,1,829.0,453.0,454.0,469,480,77.34,3.3,2.35
Bovenlanden,Aalsmeer,BU03580200,975.0,631.0,0.0,3548.918578498072,1445.4782416596902,43.3,36.600000000000016,30.186865801137547,-0.3703703703703702,1432.0,1,641.0,582.0,561.0,569,579,76.42,1.43,1.76
Greenpark,Aalsmeer,BU03580201,1215.0,580.0,0.0,3275.7585137205483,1458.177005402693,44.2,36.000000000000014,23.48706599028932,-4.718528369759028,1432.0,1,545.0,607.0,581.0,597,615,80.43,2.75,3.02
Oosteinde,Aalsmeer,BU03580205,7790.0,2943.0,26.0,3021.7283950617284,769.403666253636,48.99999999999999,39.1,42.8373554913382,68.76543209876543,1432.0,1,1076.0,576.0,580.0,609,623,93.33,5.0,2.3
Schinkelpolder,Aalsmeer,BU03580206,460.0,188.0,0.0,3865.206662960531,1670.475882108945,50.90040444439117,43.50766069490303,35.74527174574936,-11.223651369924514,1432.0,1,491.0,651.0,651.0,666,697,66.92,2.3,4.65
Barlo-Kern,Aalten,BU01970101,110.0,2524.0,0.0,3708.373965389773,1620.1649503529718,45.22633708724872,38.5,33.31989942886004,0.0,7122.0,1,41.0,425.0,444.0,461,478,279.49,3.83,3.69
Verspreide huizen Barlo,Aalten,BU01970102,480.0,64.0,0.0,3919.833082415676,1574.2040711728007,42.5,35.3,34.626053577762065,-13.681570543901833,7122.0,4,33.0,449.0,464.0,487,513,66.91,4.96,5.34
Verspreide huizen Heurne,Aalten,BU01970103,340.0,45.0,0.0,3787.5625853222,1575.085377917142,32.800000000000004,27.0,25.36940347138336,-17.28307399201798,7122.0,5,118.0,428.0,443.0,464,486,51.71,4.74,4.74
Verspreide huizen IJzerlo,Aalten,BU01970104,495.0,55.0,0.0,3917.682390409548,1590.253372002185,30.70000000000001,26.5,24.825478674347693,-12.835382974986342,7122.0,1,26.0,449.0,468.0,488,512,71.43,4.27,4.92
Ijzerlo-kern,Aalten,BU01970105,160.0,1489.0000000000002,0.0,3576.040169543732,1512.7332966036129,33.95251246721293,28.7,23.95698360993871,0.0,7122.0,1,38.0,324.0,345.0,367,388,53.33,6.38,5.72
Lintelo-kern,Aalten,BU01970106,170.0,1675.0,4.0,3438.8763273614645,1502.54821154312,31.099999999999994,22.90000000000001,20.212992907869424,0.0,7122.0,1,54.0,379.0,407.0,427,452,79.3,4.91,5.85
Verspreide huizen ten westen van Aalten,Aalten,BU01970107,250.0,52.0,0.0,3729.0011707888334,1526.0483996871446,36.71681795600119,31.699999999999992,25.44231499626844,-15.739105483624504,7122.0,1,132.0,403.0,426.0,449,474,63.22,5.4,5.57
Verspreide huizen Lintelo,Aalten,BU01970108,675.0000000000001,51.0,0.0,3852.882836138776,1516.2453292275288,29.1,25.7,25.13726300488484,-11.120180792702715,7122.0,1,32.0,418.0,433.0,454,476,59.78,4.85,4.85
Verspreide huizen Dalese Veld,Aalten,BU01970109,100.0,15.0,0.0,4479.512246744109,1785.3120333124996,29.1,44.9,28.88586900062913,0.0,7122.0,1,29.0,408.0,426.0,440,453,110.89,3.29,2.95
Verspreide huizen Dale,Aalten,BU01970110,620.0,82.0,0.0,3587.037037037037,1484.947460653471,31.60000000000001,27.500000000000004,26.712564444100472,-0.1234567901234555,7122.0,3,252.0,439.0,463.0,486,504,65.95,4.97,3.7
Verspreide huizen Haart,Aalten,BU01970111,550.0,49.0,0.0,3816.7901234567903,1645.0807361693478,38.6,29.399999999999995,25.32377095391109,-0.1234567901234555,7121.0,1,149.0,422.0,436.0,464,488,56.27,6.42,5.17
Verspreide huizen Bredevoort,Aalten,BU01970201,220.0,37.0,0.0,3633.975979611883,1231.652280760689,41.07254947685806,35.09315883174752,28.22626484686054,-15.013164009975627,7121.0,2,76.0,460.0,487.0,510,539,70.28,4.72,5.69
Verspreide huizen Hollenberg,Aalten,BU01970202,190.0,142.0,5.0,3407.815168216632,1522.8793553963235,29.9,26.199999999999992,18.46481665021136,-13.954682823278642,7121.0,1,118.0,385.0,415.0,438,463,63.39,5.54,5.71
Bredevoort,Aalten,BU01970204,1470.0,2584.0,17.0,2552.716049382716,1005.396017442208,35.300000000000004,28.70000000000001,13.7,9.38271604938272,7126.0,1,242.0000000000001,276.0,293.0,308,323,69.36,5.12,4.87
Aalten-kern West,Aalten,BU01970301,2015.0,3764.0,21.0,2321.111111111112,1026.8393371267402,30.6,25.40000000000001,9.1,9.506172839506172,7122.0,1,964.0,271.0,284.0,296,310,70.06,4.23,4.73
Aalten-kern Zuid 1,Aalten,BU01970302,2370.0,1469.0,12.0,2967.925042239095,1300.6536153388306,31.7,26.7,15.8,19.25925925925926,7121.0,4,995.0,277.0,293.0,307,318,70.35,4.78,3.58
Aalten-kern Zuid 2,Aalten,BU01970303,1490.0,2296.0,10.0,2729.382716049383,1057.0230549087812,33.300000000000004,27.9,18.73003081429497,9.629629629629632,7123.0,2,726.0,323.0,336.0,350,363,75.0,4.17,3.71
Aalten-kern Noord/Noordoost,Aalten,BU01970304,2765.0,3113.0,18.0,2422.345679012345,1005.3089171864816,34.7,31.099999999999994,15.8,19.62962962962963,7121.0,4,989.0,299.0,312.0,325,336,72.38,4.17,3.38
Aalten Kern 't Kobus,Aalten,BU01970305,995.0,2371.0,15.0,3472.7628671578145,1082.2340087516302,38.1,30.000000000000004,31.91566545448649,6.3391911304577775,7122.0,1,459.0,434.0,457.0,480,502,73.76,5.03,4.58
Aalten-kern Oost,Aalten,BU01970306,1015.0,3205.0,15.0,2350.864197530864,948.8560170673258,31.500000000000007,25.9,12.4,9.753086419753089,7121.0,1,1106.0,256.0,274.0,286,296,77.92,4.38,3.5
Aalten-kern Centrum,Aalten,BU01970307,2340.0,3375.0,33.0,2172.962962962963,914.862927323854,36.2,31.200000000000003,12.7,9.38271604938272,7121.0,4,1426.0,265.0,282.0,294,309,71.95,4.26,5.1
Dinxperlo Centrum/Oost,Aalten,BU01970400,2890.0,3332.0,39.0,2522.109764770113,988.8078945044226,29.700000000000003,28.000000000000007,9.0,9.1358024691358,7091.0,1,978.0,269.0,285.0,294,307,65.7,3.16,4.42
Dinxperlo Noord,Aalten,BU01970401,1750.0,2887.0,25.0,2582.4691358024693,1123.6112692718302,33.69999999999999,29.9,15.8,9.38271604938272,7091.0,1,922.0,311.0,327.0,339,356,65.99,3.67,5.01
De Heurne-kern,Aalten,BU01970403,365.0,1615.0,5.999999999999998,3398.704700888361,1278.2576332028325,32.39999999999999,28.500000000000007,22.9320992115602,-6.1446676503795,7095.0,1,77.0,394.0,419.0,439,462,66.27,4.77,5.24
Verspreide huizen Dinxperlo,Aalten,BU01970408,265.0,158.0,0.0,3738.8078634194303,1670.9652704342395,40.45881303530607,34.0952931685734,26.308213990527307,-13.00233267645692,7091.0,3,358.0,494.0,523.0,549,584,69.26,4.97,6.38
Verspreide huizen De Heurne,Aalten,BU01970409,665.0,74.0,0.0,3919.5657191072896,1730.222030777356,41.19999999999999,34.599999999999994,26.02649259358561,-0.2469135802469146,7095.0,1,62.0,452.0,470.0,490,516,64.34,4.26,5.31
Buitenpost,Achtkarspelen,BU00590000,5230.0,2103.0,34.0,2374.627942399269,988.9781074377584,34.9,28.3,14.3,38.76543209876543,9285.0,1,625.0,236.0,249.0,260,272,57.59,4.42,4.62
Twijzel,Achtkarspelen,BU00590001,1020.0,550.0,25.0,2930.8421706597387,1244.7673885861386,31.2,26.29999999999999,17.891425006757594,9.629629629629632,9286.0,1,118.0,246.0,267.0,277,287,61.82,3.75,3.61
Kootstertille,Achtkarspelen,BU00590002,2120.0,1691.0,38.0,2514.6913580246915,1019.7489094766968,29.2,22.5,13.7,29.135802469135804,9288.0,1,308.0,221.0,230.0,238,247,63.12,3.48,3.78
Twijzelerheide,Achtkarspelen,BU00590003,1585.0,1261.0,34.0,2874.3054865525023,1211.569289456209,28.6,22.500000000000004,11.81226954747149,19.382716049382715,9287.0,1,325.0,229.0,251.0,259,267,62.99,3.19,3.09
Gerkesklooster,Achtkarspelen,BU00590004,725.0,1174.0000000000002,27.0,2830.985995270715,1232.949613898402,34.500000000000014,29.2,8.779899465993157,9.753086419753089,9873.0,1,142.0,215.0,224.0,237,245,58.87,5.8,3.38
Verspreide huizen Buitenpost,Achtkarspelen,BU00590005,710.0,45.0,18.0,3558.7787055641875,1536.629819127029,40.3,30.600000000000005,24.534741743806045,-0.2469135802469146,9285.0,1,253.0,358.0,380.0,409,444,69.64,7.63,8.56
Verspreide huizen Kootstertille,Achtkarspelen,BU00590007,350.0,58.0,0.0,3871.929527544,1713.7298402889162,37.39470429572553,31.970442108114284,29.4682199315696,-10.927267807398971,9288.0,1,103.0,380.0,396.0,426,462,62.96,7.58,8.45
Verspreide huizen Twijzelerheide,Achtkarspelen,BU00590008,230.0,48.0,3.0,3464.039318031831,1580.9840176525022,35.70000000000001,31.90000000000001,21.343244156848755,-10.486055326052448,9287.0,1,99.0,363.0,392.0,421,456,68.24,7.4,8.31
Stroobos,Achtkarspelen,BU00590100,240.0,806.0,0.0,2956.241962780045,1277.193513656348,29.500000000000007,23.300000000000004,16.12984673023943,-0.1234567901234555,9871.0,4,136.0,219.0,227.0,241,251,65.69,6.17,4.15
Drogeham,Achtkarspelen,BU00590102,1480.0,1204.0,21.0,2815.3750063386024,1201.8984565265823,30.3,24.79999999999999,12.3,9.629629629629632,9289.0,1,216.0,252.0,268.0,276,286,67.5,2.99,3.62
Augustinusga,Achtkarspelen,BU00590103,1030.0,1020.0,23.0,2959.214835990362,1320.7819465835591,36.000000000000014,29.4,17.035752595154623,-0.4938271604938258,9284.0,1,142.0,253.0,271.0,285,298,65.24,5.17,4.56
Verspreide huizen Drogeham,Achtkarspelen,BU00590108,190.0,21.0,0.0,3958.724861637437,1671.491087231882,39.3,32.69999999999999,32.128990901789905,-16.24455436188789,9289.0,1,114.0,416.0,442.0,472,507,57.3,6.79,7.42
Verspreide huizen Augustinusga,Achtkarspelen,BU00590109,195.0,31.0,0.0,3552.8184223333114,1692.98403556642,44.99999999999999,35.500000000000014,27.83659707179629,-14.577103723988255,9284.0,1,41.0,389.0,420.0,444,461,56.72,5.71,3.83
Surhuisterveen,Achtkarspelen,BU00590200,5715.0,1813.0,40.0,2275.432098765432,1015.5307116739534,33.099999999999994,26.8,11.6,48.27160493827161,9231.0,1,720.0,243.0,254.0,264,274,61.78,3.94,3.79
Harkema,Achtkarspelen,BU00590201,4030.0,1621.0,30.0,2695.061728395062,1132.9652929123376,32.0,25.5,13.4,28.271604938271604,9281.0,1,496.0,255.0,269.0,278,286,69.18,3.35,2.88
Surhuizum,Achtkarspelen,BU00590202,840.0,864.0,21.0,2720.548121907212,1158.2629188118597,29.3,25.4,14.680434312388238,9.753086419753089,9283.0,1,114.0,255.0,270.0,282,295,68.75,4.44,4.61
Boelenslaan,Achtkarspelen,BU00590203,750.0,1131.0,30.0,2810.676859802732,1219.782607241783,33.7,26.0,14.01127078359738,9.629629629629632,9233.0,1,174.9999999999999,249.0,263.0,277,288,57.49,5.32,3.97
Verspreide huizen Surhuisterveen,Achtkarspelen,BU00590206,415.0,94.0,30.0,3568.793551444012,1488.5793513835663,31.96633761409315,25.9,21.51736779089859,-0.1234567901234555,9231.0,1,294.0,370.0,386.0,399,412,58.2,3.37,3.26
Verspreide huizen Harkema,Achtkarspelen,BU00590207,305.0,76.0,9.0,4062.993737969022,1525.4002591226124,38.29999999999999,32.400000000000006,37.695294928276645,-16.126913829537802,9281.0,1,158.9999999999999,406.0,429.0,449,472,60.67,4.66,5.12
Verspreide huizen Surhuizum,Achtkarspelen,BU00590208,380.0,27.0,0.0,3688.3137171249264,1706.0008954768343,41.100000000000016,33.0,28.645370990900865,-10.893070555506489,9283.0,1,113.0,400.0,427.0,450,474,66.8,5.39,5.33
Verspreide huizen Boelenslaan,Achtkarspelen,BU00590209,455.0,72.0,9.0,3385.5924083839354,1161.3005195394987,40.8,34.5,28.8987409858514,-7.828556203713536,9233.0,1,98.0,389.0,417.0,437,457,60.38,4.8,4.58
Cortgene,Alblasserdam,BU04820101,980.0,4609.0,22.0,2693.2098765432097,943.300478415526,41.89999999999999,36.3,26.009072084453955,-7.27767056664214,2951.0,4,1814.0,437.0,462.0,478,494,66.19,3.46,3.35
Redersbuurt,Alblasserdam,BU04820102,635.0,6482.0,60.0,1822.950577945705,685.5555555555555,29.8,26.5,8.051797595560586,-21.30713410569206,2951.0,1,1794.0,221.0,236.0,244,256,81.54,3.39,4.92
kerkbuurt,Alblasserdam,BU04820103,1590.0,7042.0,18.0,2303.333333333333,786.4167218079061,37.30000000000001,30.1,22.17695856650093,9.876543209876544,2951.0,1,1914.0,295.0,312.0,324,332,77.27,3.85,2.47
Polderbuurt,Alblasserdam,BU04820104,525.0,3630.0,7.000000000000002,3535.7974416295874,1237.004417455619,33.29999999999999,29.70000000000001,27.89687723301681,-9.15485490565374,2952.0,3,1218.0,461.0,490.0,502,528,84.91,2.45,5.18
De Werven,Alblasserdam,BU04820105,1205.0,5201.0,14.0,2871.458306025624,801.4616263546576,44.61116743644306,36.3,28.0,10.0,2951.0,1,1638.0,436.0,462.0,479,495,71.75,3.68,3.34
Dijk,Alblasserdam,BU04820201,620.0,2064.0,0.0,3429.4162626429274,1239.6854831258045,45.4,34.29999999999999,35.177529758567665,-12.840723479305565,2952.9999999999995,1,762.0,428.0,457.0,475,499,72.45,3.94,5.05
Vogelbuurt,Alblasserdam,BU04820202,1215.0,7986.0,30.0,2162.83950617284,644.5094605113917,34.3,28.5,17.149846274934088,9.753086419753089,2952.9999999999995,1,818.0,268.0,279.0,292,304,76.58,4.66,4.11
Waterland,Alblasserdam,BU04820203,440.0,4955.0,37.0,2758.5185185185187,928.3504145800708,38.7,32.7,24.359678394624115,-13.57022655613719,2952.9999999999995,1,1360.0,380.0,385.0,402,424,61.09,4.42,5.47
Rivierenbuurt,Alblasserdam,BU04820205,925.0,7941.0,58.0,2152.716049382716,718.1646017381782,33.300000000000004,25.0,13.244055412402291,-7.271978187133339,2952.9999999999995,1,903.0,250.0,261.0,273,283,69.48,4.6,3.66
Nieuw Kinderdijk,Alblasserdam,BU04820206,590.0,6554.0,38.0,2633.0864197530864,768.2216126078295,34.3,28.2,24.855899879910403,-11.682956916708653,2952.9999999999995,1,773.0,320.0,336.0,351,365,70.56,4.46,3.99
Zeelt,Alblasserdam,BU04820301,910.0,7049.0,13.0,2838.8888888888887,907.0405793364364,40.600000000000016,34.499999999999986,27.38353582859901,-4.246197605934835,2954.0,1,1731.0,384.0,400.0,420,437,66.67,5.0,4.05
Middelland,Alblasserdam,BU04820302,570.0,6704.0,0.0,2797.777777777778,859.1118110902701,44.900000000000006,34.60000000000001,35.252814416638984,-7.263982770852511,2954.0,1,1850.0,422.0,443.0,458,479,65.92,3.39,4.59
Blokweer Noord,Alblasserdam,BU04820303,950.0,9290.0,14.0,2500.246913580247,715.9378513052421,38.60000000000001,30.899999999999995,22.89305098473559,9.753086419753089,2954.0,1,1616.0,317.0,334.0,349,362,77.66,4.49,3.72
Blokweer Zuid,Alblasserdam,BU04820304,775.0,7534.0,13.0,2390.740740740741,733.3915767453319,40.80000000000001,32.69999999999999,26.600000000000005,-7.062657552373938,2951.0,1,1904.0,335.0,359.0,370,385,69.34,3.06,4.05
Drentsebuurt,Alblasserdam,BU04820305,905.0,7924.0,46.0,2314.074074074074,652.2332542405377,31.2,25.79999999999999,18.51238943192852,-9.266343988924842,2951.0,1,2016.0,306.0,333.0,342,354,78.07,2.7,3.51
Florabuurt,Alblasserdam,BU04820306,1595.0,9121.0,43.0,2405.656829048049,701.3305995539979,33.80000000000001,26.9,14.1,6.05560253874604,2951.0,2,2135.0,271.0,286.0,296,310,71.26,3.5,4.73
Staatsliedenbuurt,Alblasserdam,BU04820307,1680.0,10381.0,47.0,2159.7210140610027,483.06012859620967,32.70000000000001,23.9,12.1,9.506172839506172,2952.9999999999995,1,1813.0,215.0,225.0,237,247,69.17,5.33,4.22
Schildersbuurt,Alblasserdam,BU04820401,1275.0,7483.0,50.0,2249.0123456790125,852.0987654320987,33.89999999999998,27.20000000000001,16.70878460635181,-11.015442220829126,2951.0,2,1544.0,298.0,317.0,327,339,80.11,3.15,3.67
Schrijversbuurt,Alblasserdam,BU04820402,1590.0,8298.0,41.0,2433.0864197530864,822.9629629629629,33.60000000000002,26.5,22.2,9.753086419753089,2951.0,2,1623.0,294.0,312.0,324,336,74.3,3.85,3.7
Klein Alblas,Alblasserdam,BU04820403,460.0,4061.0,0.0,4048.25865568768,827.5308641975308,57.828922417571256,42.98595026552814,22.2,0.0,2952.0,1,1106.0,906.0,975.0,1083,1147,72.88,11.08,5.91
Oranjebuurt,Alblasserdam,BU04820404,500.0,8825.0,79.0,1983.703703703704,623.8253236522656,26.100000000000005,20.3,3.032753537397042,-17.45016645105569,2951.0,1,2027.0,248.0,265.0,273,281,29.27,3.02,2.93
